,subject,feature_shuffle,trialnum,correlation
281,sub05,ling_word_dis,70,-0.005530584646473893
282,sub05,ling_phone_target,70,0.02890089535891797
283,sub05,ling_phone_dis,70,-0.03172914489803042
284,sub05,ling_word_target,71,0.043643913771440876
285,sub05,ling_word_dis,71,-0.005649180557008763
286,sub05,ling_phone_target,71,0.06027832306339409
287,sub05,ling_phone_dis,71,-0.01740917670981927
288,sub05,ling_word_target,72,0.03318956441383562
289,sub05,ling_word_dis,72,-0.043173448251407516
290,sub05,ling_phone_target,72,0.0005835148695221243
291,sub05,ling_phone_dis,72,0.011206504636876669
292,sub05,ling_word_target,73,0.055548950554346804
293,sub05,ling_word_dis,73,-0.04210279954517054
294,sub05,ling_phone_target,73,0.01849700653313894
295,sub05,ling_phone_dis,73,0.01731908042563688
296,sub05,ling_word_target,74,0.023545289233937804
297,sub05,ling_word_dis,74,-0.08592553157125452
298,sub05,ling_phone_target,74,0.09552813423032468
299,sub05,ling_phone_dis,74,-0.021600813442467247
300,sub05,ling_word_target,75,0.03428373617553835
301,sub05,ling_word_dis,75,-0.006430114780478608
302,sub05,ling_phone_target,75,0.004000701921810011
303,sub05,ling_phone_dis,75,0.02629900575278176
304,sub05,ling_word_target,76,-0.0159027852027705
305,sub05,ling_word_dis,76,-0.019844153406763855
306,sub05,ling_phone_target,76,-0.10281174159339268
307,sub05,ling_phone_dis,76,0.00022613598063945902
308,sub05,ling_word_target,77,-0.029046104773203605
309,sub05,ling_word_dis,77,-0.09287026341378184
310,sub05,ling_phone_target,77,0.024916605608527213
311,sub05,ling_phone_dis,77,-0.011884201741013614
312,sub05,ling_word_target,78,0.014527834165442852
313,sub05,ling_word_dis,78,0.0057968412501690205
314,sub05,ling_phone_target,78,-0.018920833126133248
315,sub05,ling_phone_dis,78,0.01065880840839302
316,sub05,ling_word_target,79,0.040478698094704314
317,sub05,ling_word_dis,79,0.02112333919456553
318,sub05,ling_phone_target,79,-0.051774586665738004
319,sub05,ling_phone_dis,79,-0.0548187830147459
320,sub05,ling_word_target,80,0.03659560241956192
321,sub05,ling_word_dis,80,-0.02950634835470439
322,sub05,ling_phone_target,80,-0.0055549530753584335
323,sub05,ling_phone_dis,80,-0.1064909529883009
324,sub05,ling_word_target,81,-0.09004842043624135
325,sub05,ling_word_dis,81,0.014976943813818155
326,sub05,ling_phone_target,81,-0.006012608953863834
327,sub05,ling_phone_dis,81,0.03939461572884883
328,sub05,ling_word_target,82,-0.05724778100130735
329,sub05,ling_word_dis,82,-0.06952093213985802
330,sub05,ling_phone_target,82,0.04073139603556048
331,sub05,ling_phone_dis,82,-0.007238587944658963
332,sub05,ling_word_target,83,0.003716450750693333
333,sub05,ling_word_dis,83,-0.10754114770365451
334,sub05,ling_phone_target,83,0.06313757088176887
335,sub05,ling_phone_dis,83,0.005992455724093183
336,sub05,ling_word_target,84,-0.02394480813150376
337,sub05,ling_word_dis,84,0.03243852531818578
338,sub05,ling_phone_target,84,-0.007634048281995797
339,sub05,ling_phone_dis,84,-0.005244185716279131
340,sub05,ling_word_target,85,0.05439936141201199
341,sub05,ling_word_dis,85,0.09138421522465592
342,sub05,ling_phone_target,85,0.030620463858242172
343,sub05,ling_phone_dis,85,0.11314849374301175
344,sub05,ling_word_target,86,-0.045084373430266556
345,sub05,ling_word_dis,86,-0.022686385218923296
346,sub05,ling_phone_target,86,-0.0070245512983017925
347,sub05,ling_phone_dis,86,0.15586447463112912
348,sub05,ling_word_target,87,0.029114744785835985
349,sub05,ling_word_dis,87,-0.020271447609524693
350,sub05,ling_phone_target,87,-0.033666220645775735
351,sub05,ling_phone_dis,87,-0.011829388963810479
352,sub05,ling_word_target,88,-0.1254922942571209
353,sub05,ling_word_dis,88,-0.002009615826856109
354,sub05,ling_phone_target,88,-0.025349594981789528
355,sub05,ling_phone_dis,88,0.010111958134481876
356,sub05,ling_word_target,89,0.017850730291832703
357,sub05,ling_word_dis,89,-0.06752451836104635
358,sub05,ling_phone_target,89,0.001703539664102944
359,sub05,ling_phone_dis,89,-0.08613796017671042
360,sub05,ling_word_target,90,0.0135041345572127
361,sub05,ling_word_dis,90,-0.041512778005411415
362,sub05,ling_phone_target,90,0.014820271818196257
363,sub05,ling_phone_dis,90,-0.018925633364941297
364,sub05,ling_word_target,91,0.01746925266082634
365,sub05,ling_word_dis,91,-0.05289951305132192
366,sub05,ling_phone_target,91,-0.010852893156107787
367,sub05,ling_phone_dis,91,-0.17399582632613758
368,sub05,ling_word_target,92,-0.022064884965447153
369,sub05,ling_word_dis,92,-0.13676562690726077
370,sub05,ling_phone_target,92,0.04639193619398561
371,sub05,ling_phone_dis,92,0.007312030134759672
372,sub05,ling_word_target,93,0.030845125556540263
373,sub05,ling_word_dis,93,0.042605326387026764
374,sub05,ling_phone_target,93,-0.028615577253911628
375,sub05,ling_phone_dis,93,0.00410829262034816
376,sub05,ling_word_target,94,-0.08119514440898537
377,sub05,ling_word_dis,94,0.1338147107678791
378,sub05,ling_phone_target,94,0.09797945296689335
379,sub05,ling_phone_dis,94,0.014677412013131478
380,sub05,ling_word_target,95,-0.05157370423942427
381,sub05,ling_word_dis,95,0.010598703071552274
382,sub05,ling_phone_target,95,0.009006960283235704
383,sub05,ling_phone_dis,95,0.04571800788091367
384,sub05,ling_word_target,96,-0.011647783559621847
385,sub05,ling_word_dis,96,-0.013682327252122433
386,sub05,ling_phone_target,96,-0.04669592043255644
387,sub05,ling_phone_dis,96,0.05069359636232914
388,sub05,ling_word_target,97,-0.020266716865253283
389,sub05,ling_word_dis,97,-0.020810186809033616
390,sub05,ling_phone_target,97,0.022806926447539955
391,sub05,ling_phone_dis,97,0.06799991866092163
392,sub05,ling_word_target,98,-0.01368937418870159
393,sub05,ling_word_dis,98,-0.004217798674533542
394,sub05,ling_phone_target,98,-0.07231484520438503
