,subject,feature_shuffle,trialnum,correlation
0,sub05,ac_target,0,0.04794281809551147
1,sub05,ac_dis,0,0.04437886012188619
2,sub05,onsets_target,0,0.00865841002724694
3,sub05,onsets_dis,0,-0.04162014719782358
4,sub05,ac_target,1,0.03099076736864198
5,sub05,ac_dis,1,0.006537038134052528
6,sub05,onsets_target,1,0.05410279810349912
7,sub05,onsets_dis,1,0.014617702189819478
8,sub05,ac_target,2,0.05400072948039341
9,sub05,ac_dis,2,0.04322008150887628
10,sub05,onsets_target,2,0.03441167805791922
11,sub05,onsets_dis,2,0.004322536555978659
12,sub05,ac_target,3,0.007561980844930148
13,sub05,ac_dis,3,-0.07118699604272141
14,sub05,onsets_target,3,0.04683068843228006
15,sub05,onsets_dis,3,0.0410586253799444
16,sub05,ac_target,4,0.025063658130202317
17,sub05,ac_dis,4,0.01394927198219131
18,sub05,onsets_target,4,-0.0024819012094174325
19,sub05,onsets_dis,4,0.00991083486002002
20,sub05,ac_target,5,-0.029650846688152155
21,sub05,ac_dis,5,0.008076955444125778
22,sub05,onsets_target,5,-0.06592172471279932
23,sub05,onsets_dis,5,-0.012431515286910421
24,sub05,ac_target,6,0.029886188487220213
25,sub05,ac_dis,6,0.011689053998699584
26,sub05,onsets_target,6,0.016614887261578178
27,sub05,onsets_dis,6,0.01194782061597734
28,sub05,ac_target,7,0.05689186308346485
29,sub05,ac_dis,7,0.01255476627395581
30,sub05,onsets_target,7,0.02533188627283755
31,sub05,onsets_dis,7,-0.01490362358851119
32,sub05,ac_target,8,0.014512629664894847
33,sub05,ac_dis,8,0.023059936896188855
34,sub05,onsets_target,8,-0.010370243324467704
35,sub05,onsets_dis,8,0.004479601989579044
36,sub05,ac_target,9,0.023627332153913112
37,sub05,ac_dis,9,0.06022582020777364
38,sub05,onsets_target,9,0.05464047619971611
39,sub05,onsets_dis,9,0.004420861635099048
40,sub05,ac_target,10,0.009609908046240212
41,sub05,ac_dis,10,-0.022345532027936196
42,sub05,onsets_target,10,-0.030354558134221984
43,sub05,onsets_dis,10,0.010568008184923375
44,sub05,ac_target,11,0.010788625676402264
45,sub05,ac_dis,11,0.05792140741587851
46,sub05,onsets_target,11,0.027323792590445636
47,sub05,onsets_dis,11,-0.004346280004199656
48,sub05,ac_target,12,0.02759922269345926
49,sub05,ac_dis,12,-0.05510472804764722
50,sub05,onsets_target,12,0.007831274531587825
51,sub05,onsets_dis,12,-0.02699883620201287
52,sub05,ac_target,13,0.013887806676403264
53,sub05,ac_dis,13,-0.01409030899624489
54,sub05,onsets_target,13,-0.009573999413621352
55,sub05,onsets_dis,13,0.02830466775138672
56,sub05,ac_target,14,0.016913826021128817
57,sub05,ac_dis,14,0.043903786133053124
58,sub05,onsets_target,14,0.017391327693676226
59,sub05,onsets_dis,14,0.0017710038699679314
60,sub05,ac_target,15,-0.04261968491601703
61,sub05,ac_dis,15,0.03490967933431152
62,sub05,onsets_target,15,-0.013574546200750052
63,sub05,onsets_dis,15,-0.013057744786401471
64,sub05,ac_target,16,-0.12544927368363076
65,sub05,ac_dis,16,0.029815758162486515
