BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;3086;0;d;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
4283;3968;0;eː;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
8252;2204;0;ɐ;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
10457;3086;1;r;r uː.ɪ.ɡ ə;ruhige;r uː ɪ ɡ ə;;;r uː . ɪ . ɡ ə;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
13544;3968;1;uː;r uː.ɪ.ɡ ə;ruhige;r uː ɪ ɡ ə;;;r uː . ɪ . ɡ ə;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
17513;5291;1;ɪ;r uː.ɪ.ɡ ə;ruhige;r uː ɪ ɡ ə;;;r uː . ɪ . ɡ ə;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
22805;2645;1;ɡ;r uː.ɪ.ɡ ə;ruhige;r uː ɪ ɡ ə;;;r uː . ɪ . ɡ ə;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
25451;2645;1;ə;r uː.ɪ.ɡ ə;ruhige;r uː ɪ ɡ ə;;;r uː . ɪ . ɡ ə;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
28097;7055;2;f;f l ʊ s;Fluss;f l ʊ s;;;f l ʊ s;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
35153;1763;2;l;f l ʊ s;Fluss;f l ʊ s;;;f l ʊ s;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
36917;5732;2;ʊ;f l ʊ s;Fluss;f l ʊ s;;;f l ʊ s;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
42650;6173;2;s;f l ʊ s;Fluss;f l ʊ s;;;f l ʊ s;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
48824;3527;3;ʃ;ʃ l ɛ ŋ.ə l t;schlängelt;ʃ l ɛ ŋ ə l t;;;ʃ l ɛ ŋ . ə l t;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
52352;4409;3;l;ʃ l ɛ ŋ.ə l t;schlängelt;ʃ l ɛ ŋ ə l t;;;ʃ l ɛ ŋ . ə l t;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
56762;3527;3;ɛ;ʃ l ɛ ŋ.ə l t;schlängelt;ʃ l ɛ ŋ ə l t;;;ʃ l ɛ ŋ . ə l t;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
60290;2204;3;ŋ;ʃ l ɛ ŋ.ə l t;schlängelt;ʃ l ɛ ŋ ə l t;;;ʃ l ɛ ŋ . ə l t;;Der ruhige Fluss schlängelt sich durch die grüne Landschaft;;
