BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;d;;Der;d e: 6;;;;;;;
2960;4850;0;eː;;Der;d e: 6;;;;;;;
7811;1322;0;ɐ;;Der;d e: 6;;;;;;;
9134;1322;1;ʔ;;Elefant;? e l e f a n t;;;;;;;
10457;3968;1;e;;Elefant;? e l e f a n t;;;;;;;
14426;2645;1;l;;Elefant;? e l e f a n t;;;;;;;
17072;2645;1;e;;Elefant;? e l e f a n t;;;;;;;
19718;6173;1;f;;Elefant;? e l e f a n t;;;;;;;
25892;5291;1;a;;Elefant;? e l e f a n t;;;;;;;
31184;3968;1;n;;Elefant;? e l e f a n t;;;;;;;
35153;1763;1;t;;Elefant;? e l e f a n t;;;;;;;
36917;4850;2;ʒ;;jongliert;Z O N l i: 6 t;;;;;;;
41768;3527;2;ɔ;;jongliert;Z O N l i: 6 t;;;;;;;
45296;3086;2;ŋ;;jongliert;Z O N l i: 6 t;;;;;;;
48383;3086;2;l;;jongliert;Z O N l i: 6 t;;;;;;;
51470;3086;2;iː;;jongliert;Z O N l i: 6 t;;;;;;;
54557;1322;2;ɐ;;jongliert;Z O N l i: 6 t;;;;;;;
55880;3968;2;t;;jongliert;Z O N l i: 6 t;;;;;;;
59849;3086;3;ɡ;;geschickt;g @ S I k t;;;;;;;
62936;1322;3;ə;;geschickt;g @ S I k t;;;;;;;
64259;7937;3;ʃ;;geschickt;g @ S I k t;;;;;;;
72197;4409;3;ɪ;;geschickt;g @ S I k t;;;;;;;
76607;2204;3;k;;geschickt;g @ S I k t;;;;;;;
78812;6173;3;t;;geschickt;g @ S I k t;;;;;;;
84986;2645;4;m;;mit;m I t;;;;;;;
87632;1322;4;ɪ;;mit;m I t;;;;;;;
88955;4409;4;t;;mit;m I t;;;;;;;
93365;2204;5;v;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
95570;4409;5;a;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
99980;4850;5;s;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
104831;6614;5;ɐ;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
111446;2204;5;b;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
113651;1763;5;ɛ;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
115415;9701;5;l;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
125117;1763;5;ə;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
126881;1322;5;n;;Wasserbällen;v a s 6 b E l @ n;;;;;;;
128204;1322;6;ʔ;;im;? I m;;;;;;;
129527;1322;6;ɪ;;im;? I m;;;;;;;
130850;4409;6;m;;im;? I m;;;;;;;
135260;7937;7;ts;;Zirkus;ts I 6 k U s;;;;;;;
143198;2645;7;ɪ;;Zirkus;ts I 6 k U s;;;;;;;
145844;5732;7;ɐ;;Zirkus;ts I 6 k U s;;;;;;;
151577;6173;7;k;;Zirkus;ts I 6 k U s;;;;;;;
157751;5732;7;ʊ;;Zirkus;ts I 6 k U s;;;;;;;
163484;8378;7;s;;Zirkus;ts I 6 k U s;;;;;;;
171863;6312;-1;(...);;;;;;;;;;
