BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2645;0;ʔ;;Ein;? aI n;;;;;;;
3401;4409;0;aɪ;;Ein;? aI n;;;;;;;
7811;3968;0;n;;Ein;? aI n;;;;;;;
11780;4409;1;z;;sanfter;z a n f t 6;;;;;;;
16190;5732;1;a;;sanfter;z a n f t 6;;;;;;;
21923;2645;1;n;;sanfter;z a n f t 6;;;;;;;
24569;4850;1;f;;sanfter;z a n f t 6;;;;;;;
29420;3527;1;t;;sanfter;z a n f t 6;;;;;;;
32948;4409;1;ɐ;;sanfter;z a n f t 6;;;;;;;
37358;4850;2;v;;Wind;v I n t;;;;;;;
42209;5291;2;ɪ;;Wind;v I n t;;;;;;;
47501;3527;2;n;;Wind;v I n t;;;;;;;
51029;2645;2;t;;Wind;v I n t;;;;;;;
53675;3968;3;ʃ;;strich;S t r I C;;;;;;;
57644;4409;3;t;;strich;S t r I C;;;;;;;
62054;2645;3;r;;strich;S t r I C;;;;;;;
64700;3527;3;ɪ;;strich;S t r I C;;;;;;;
68228;3527;3;ç;;strich;S t r I C;;;;;;;
71756;2645;4;d;;durch;d U 6 C;;;;;;;
74402;1322;4;ʊ;;durch;d U 6 C;;;;;;;
75725;1763;4;ɐ;;durch;d U 6 C;;;;;;;
77489;4409;4;ç;;durch;d U 6 C;;;;;;;
81899;2645;5;d;;die;d i:;;;;;;;
84545;5291;5;iː;;die;d i:;;;;;;;
89837;4409;6;ɡ;;grünen;g r y: n @ n;;;;;;;
94247;3968;6;r;;grünen;g r y: n @ n;;;;;;;
98216;3968;6;yː;;grünen;g r y: n @ n;;;;;;;
102185;3527;6;n;;grünen;g r y: n @ n;;;;;;;
105713;3086;6;ə;;grünen;g r y: n @ n;;;;;;;
108800;4409;6;n;;grünen;g r y: n @ n;;;;;;;
113210;4409;7;b;;Blätter;b l E t 6;;;;;;;
117620;2645;7;l;;Blätter;b l E t 6;;;;;;;
120266;4409;7;ɛ;;Blätter;b l E t 6;;;;;;;
124676;7496;7;t;;Blätter;b l E t 6;;;;;;;
132173;11465;7;ɐ;;Blätter;b l E t 6;;;;;;;
143639;4328;-1;(...);;;;;;;;;;
