BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3400;0;d;;Die;d i:;;;;;;;
3401;3968;0;iː;;Die;d i:;;;;;;;
7370;6614;1;k;;Katze;k a t s @;;;;;;;
13985;3527;1;a;;Katze;k a t s @;;;;;;;
17513;3527;1;t;;Katze;k a t s @;;;;;;;
21041;4850;1;s;;Katze;k a t s @;;;;;;;
25892;5732;1;ə;;Katze;k a t s @;;;;;;;
31625;3086;2;l;;liegt;l i: k t;;;;;;;
34712;3527;2;iː;;liegt;l i: k t;;;;;;;
38240;2204;2;k;;liegt;l i: k t;;;;;;;
40445;2424;2;t;;liegt;l i: k t;;;;;;;
42870;3306;3;ɡ;;gemütlich;g @ m y: t l I C;;;;;;;
46177;1764;3;ə;;gemütlich;g @ m y: t l I C;;;;;;;
47942;4850;3;m;;gemütlich;g @ m y: t l I C;;;;;;;
52793;4409;3;yː;;gemütlich;g @ m y: t l I C;;;;;;;
57203;3527;3;t;;gemütlich;g @ m y: t l I C;;;;;;;
60731;3968;3;l;;gemütlich;g @ m y: t l I C;;;;;;;
64700;3527;3;ɪ;;gemütlich;g @ m y: t l I C;;;;;;;
68228;1763;3;ç;;gemütlich;g @ m y: t l I C;;;;;;;
69992;1322;4;ʔ;;auf;? aU f;;;;;;;
71315;6173;4;aʊ;;auf;? aU f;;;;;;;
77489;2645;4;f;;auf;? aU f;;;;;;;
80135;2204;5;d;;der;d e: 6;;;;;;;
82340;1763;5;eː;;der;d e: 6;;;;;;;
84104;1322;5;ɐ;;der;d e: 6;;;;;;;
85427;6614;6;f;;Fensterbank;f E n s t 6 b a N k;;;;;;;
92042;3086;6;ɛ;;Fensterbank;f E n s t 6 b a N k;;;;;;;
95129;3527;6;n;;Fensterbank;f E n s t 6 b a N k;;;;;;;
98657;3968;6;s;;Fensterbank;f E n s t 6 b a N k;;;;;;;
102626;3527;6;t;;Fensterbank;f E n s t 6 b a N k;;;;;;;
106154;3527;6;ɐ;;Fensterbank;f E n s t 6 b a N k;;;;;;;
109682;3527;6;b;;Fensterbank;f E n s t 6 b a N k;;;;;;;
113210;5732;6;a;;Fensterbank;f E n s t 6 b a N k;;;;;;;
118943;3968;6;ŋ;;Fensterbank;f E n s t 6 b a N k;;;;;;;
122912;2645;6;k;;Fensterbank;f E n s t 6 b a N k;;;;;;;
125558;2645;7;ʔ;;und;? U n t;;;;;;;
128204;3527;7;ʊ;;und;? U n t;;;;;;;
131732;1763;7;n;;und;? U n t;;;;;;;
133496;1763;7;t;;und;? U n t;;;;;;;
135260;5732;8;ʃ;;schläft;S l E: f t;;;;;;;
140993;3968;8;l;;schläft;S l E: f t;;;;;;;
144962;10583;8;ɛː;;schläft;S l E: f t;;;;;;;
155546;6614;8;f;;schläft;S l E: f t;;;;;;;
162161;5291;8;t;;schläft;S l E: f t;;;;;;;
167453;8674;-1;(...);;;;;;;;;;
