BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3400;0;d;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
3401;2645;0;eː;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
6047;1322;0;ɐ;d eːɐ;Der;d eː ɐ;;;d eːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
7370;4409;1;f;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
11780;2204;1;ɛ;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
13985;1322;1;ɐ;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
15308;2645;1;t;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
17954;4850;1;r;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
22805;5732;1;aː;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
28538;3527;1;k;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
32066;3527;1;s;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
35594;3527;1;a;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
39122;2204;1;p;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
41327;5291;1;ʃ;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
46619;3968;1;l;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
50588;3968;1;ʊ;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
54557;5732;1;s;f ɛɐ.t r aː.k s a p.ʃ l ʊ s;Vertragsabschluss;f ɛ ɐ t r aː k s ʔ a p ʃ l ʊ s;;;f ɛɐ . t r aː . k s ʔ a p . ʃ l ʊ s;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
60290;1322;2;z;z aː;sah;z aː;;;z aː;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
61613;5291;2;aː;z aː;sah;z aː;;;z aː;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
66905;4850;3;aɪ;aɪ.n ə;eine;ʔ aɪ n ə;;;ʔ aɪ . n ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
71756;2645;3;n;aɪ.n ə;eine;ʔ aɪ n ə;;;ʔ aɪ . n ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
74402;1763;3;ə;aɪ.n ə;eine;ʔ aɪ n ə;;;ʔ aɪ . n ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
76166;7937;4;f;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
84104;6173;4;iː;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
90278;5291;4;l;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
95570;3527;4;j;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
99098;8819;4;ɛː;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
107918;1763;4;ɪ;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
109682;3968;4;ɡ;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
113651;2204;4;ə;f iː l.j ɛː.ɪ.ɡ ə;vieljährige;f iː l j ɛː r ɪ ɡ ə;;;f iː l . j ɛː . r ɪ . ɡ ə;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
115856;3968;5;l;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
119825;9260;5;aʊ;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
129086;4850;5;f;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
133937;4850;5;ts;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
138788;7496;5;aɪ;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
146285;1763;5;t;l aʊ f.ts aɪ t;Laufzeit;l aʊ f ts aɪ t;;;l aʊ f . t s aɪ t;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
148049;6173;6;f;f oːɐ;vor;f oː ɐ;;;f oːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
154223;2204;6;oː;f oːɐ;vor;f oː ɐ;;;f oːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
156428;16316;6;ɐ;f oːɐ;vor;f oː ɐ;;;f oːɐ;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
172745;6454;-1;(...);;;;;;;;;;
0;179198;-1;;;;;;;;;Der Vertragsabschluss sah eine vieljährige Laufzeit vor;;
