BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;-1;(...);;;;;;;;;;
2960;2204;0;d;;Die;d i:;;;;;;;
5165;2645;0;iː;;Die;d i:;;;;;;;
7811;3086;1;m;;Musik;m u z i: k;;;;;;;
10898;3086;1;u;;Musik;m u z i: k;;;;;;;
13985;5291;1;z;;Musik;m u z i: k;;;;;;;
19277;5732;1;iː;;Musik;m u z i: k;;;;;;;
25010;2645;1;k;;Musik;m u z i: k;;;;;;;
27656;3527;2;ʔ;;im;? I m;;;;;;;
31184;1322;2;ɪ;;im;? I m;;;;;;;
32507;4409;2;m;;im;? I m;;;;;;;
36917;2645;3;r;;Radio;r a: d j o;;;;;;;
39563;7937;3;aː;;Radio;r a: d j o;;;;;;;
47501;2204;3;d;;Radio;r a: d j o;;;;;;;
49706;5732;3;j;;Radio;r a: d j o;;;;;;;
55439;10583;3;o;;Radio;r a: d j o;;;;;;;
66023;6614;-1;(...);;;;;;;;;;
72638;5732;4;z;;sorgt;z O 6 k t;;;;;;;
78371;3527;4;ɔ;;sorgt;z O 6 k t;;;;;;;
81899;1322;4;ɐ;;sorgt;z O 6 k t;;;;;;;
83222;3086;4;k;;sorgt;z O 6 k t;;;;;;;
86309;3086;4;t;;sorgt;z O 6 k t;;;;;;;
89396;3968;5;f;;für;f y: 6;;;;;;;
93365;2204;5;yː;;für;f y: 6;;;;;;;
95570;1763;5;ɐ;;für;f y: 6;;;;;;;
97334;3086;6;ɡ;;gute;g u: t @;;;;;;;
100421;7055;6;uː;;gute;g u: t @;;;;;;;
107477;4850;6;t;;gute;g u: t @;;;;;;;
112328;6173;6;ə;;gute;g u: t @;;;;;;;
118502;7496;7;ʃ;;Stimmung;S t I m U N;;;;;;;
125999;2645;7;t;;Stimmung;S t I m U N;;;;;;;
128645;3086;7;ɪ;;Stimmung;S t I m U N;;;;;;;
131732;4850;7;m;;Stimmung;S t I m U N;;;;;;;
136583;5732;7;ʊ;;Stimmung;S t I m U N;;;;;;;
142316;7496;7;ŋ;;Stimmung;S t I m U N;;;;;;;
149813;4810;-1;(...);;;;;;;;;;
