BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;3527;0;d;;Das;d a s;;;;;;;
4283;1763;0;a;;Das;d a s;;;;;;;
6047;3527;0;s;;Das;d a s;;;;;;;
9575;5291;1;k;;Knirschen;k n i 6 S @ n;;;;;;;
14867;3527;1;n;;Knirschen;k n i 6 S @ n;;;;;;;
18395;3527;1;i;;Knirschen;k n i 6 S @ n;;;;;;;
21923;2645;1;ɐ;;Knirschen;k n i 6 S @ n;;;;;;;
24569;4409;1;ʃ;;Knirschen;k n i 6 S @ n;;;;;;;
28979;2204;1;ə;;Knirschen;k n i 6 S @ n;;;;;;;
31184;1322;1;n;;Knirschen;k n i 6 S @ n;;;;;;;
32507;4850;2;f;;von;f O n;;;;;;;
37358;3968;2;ɔ;;von;f O n;;;;;;;
41327;2204;2;n;;von;f O n;;;;;;;
43532;6173;3;ʃ;;Schnee;S n e:;;;;;;;
49706;3527;3;n;;Schnee;S n e:;;;;;;;
53234;7055;3;eː;;Schnee;S n e:;;;;;;;
60290;1322;4;ʔ;;unter;? U n t 6;;;;;;;
61613;4409;4;ʊ;;unter;? U n t 6;;;;;;;
66023;1322;4;n;;unter;? U n t 6;;;;;;;
67346;3968;4;t;;unter;? U n t 6;;;;;;;
71315;2204;4;ɐ;;unter;? U n t 6;;;;;;;
73520;3968;5;m;;meinen;m aI n @ n;;;;;;;
77489;5291;5;aɪ;;meinen;m aI n @ n;;;;;;;
82781;2204;5;n;;meinen;m aI n @ n;;;;;;;
84986;1322;5;ə;;meinen;m aI n @ n;;;;;;;
86309;1322;5;n;;meinen;m aI n @ n;;;;;;;
87632;4850;6;ʃ;;Schuhen;S u: @ n;;;;;;;
92483;7055;6;uː;;Schuhen;S u: @ n;;;;;;;
99539;9260;6;ə;;Schuhen;S u: @ n;;;;;;;
108800;3086;6;n;;Schuhen;S u: @ n;;;;;;;
111887;3086;7;v;;weckt;v E k t;;;;;;;
114974;3086;7;ɛ;;weckt;v E k t;;;;;;;
118061;4409;7;k;;weckt;v E k t;;;;;;;
122471;2645;7;t;;weckt;v E k t;;;;;;;
125117;1322;8;ʔ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
126440;2204;8;ɛ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
128645;3086;8;ɐ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
131732;1322;8;ʔ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
133055;2204;8;ɪ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
135260;3086;8;n;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
138347;3968;8;ɐ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
142316;3527;8;r;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
145844;4409;8;ʊ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
150254;9260;8;ŋ;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
159515;1322;8;ə;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
160838;1322;8;n;;Erinnerungen;? E 6 ? I n 6 r U N @ n;;;;;;;
162161;4238;-1;(...);;;;;;;;;;
