BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;0;ʔ;;Am;? a m;;;;;;;
2078;3086;0;a;;Am;? a m;;;;;;;
5165;3527;0;m;;Am;? a m;;;;;;;
8693;5291;1;ʃ;;Strand;S t r a n t;;;;;;;
13985;3086;1;t;;Strand;S t r a n t;;;;;;;
17072;4850;1;r;;Strand;S t r a n t;;;;;;;
21923;4850;1;a;;Strand;S t r a n t;;;;;;;
26774;4409;1;n;;Strand;S t r a n t;;;;;;;
31184;3086;1;t;;Strand;S t r a n t;;;;;;;
34271;4850;2;r;;rauschten;r aU S t @ n;;;;;;;
39122;7496;2;aʊ;;rauschten;r aU S t @ n;;;;;;;
46619;4850;2;ʃ;;rauschten;r aU S t @ n;;;;;;;
51470;2204;2;t;;rauschten;r aU S t @ n;;;;;;;
53675;1322;2;ə;;rauschten;r aU S t @ n;;;;;;;
54998;2204;2;n;;rauschten;r aU S t @ n;;;;;;;
57203;2204;3;d;;die;d i:;;;;;;;
59408;5291;3;iː;;die;d i:;;;;;;;
64700;4409;4;v;;Wellen;v E l @ n;;;;;;;
69110;5291;4;ɛ;;Wellen;v E l @ n;;;;;;;
74402;3086;4;l;;Wellen;v E l @ n;;;;;;;
77489;3527;4;ə;;Wellen;v E l @ n;;;;;;;
81017;5291;4;n;;Wellen;v E l @ n;;;;;;;
86309;4850;5;z;;sanft;z a n f t;;;;;;;
91160;6614;5;a;;sanft;z a n f t;;;;;;;
97775;4409;5;n;;sanft;z a n f t;;;;;;;
102185;3086;5;f;;sanft;z a n f t;;;;;;;
105272;1322;5;t;;sanft;z a n f t;;;;;;;
106595;2204;6;ʔ;;ans;? a n s;;;;;;;
108800;4409;6;a;;ans;? a n s;;;;;;;
113210;3086;6;n;;ans;? a n s;;;;;;;
116297;4850;6;s;;ans;? a n s;;;;;;;
121148;3527;7;ʔ;;Ufer;? u: f 6;;;;;;;
124676;6614;7;uː;;Ufer;? u: f 6;;;;;;;
131291;7055;7;f;;Ufer;? u: f 6;;;;;;;
138347;9095;7;ɐ;;Ufer;? u: f 6;;;;;;;
