BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;0;d;;Das;d a s;;;;;;;
2078;4409;0;a;;Das;d a s;;;;;;;
6488;3086;0;s;;Das;d a s;;;;;;;
9575;4850;1;h;;Haus;h aU s;;;;;;;
14426;8819;1;aʊ;;Haus;h aU s;;;;;;;
23246;6173;1;s;;Haus;h aU s;;;;;;;
29420;3086;2;n;;neben;n e: b @ n;;;;;;;
32507;5291;2;eː;;neben;n e: b @ n;;;;;;;
37799;1322;2;b;;neben;n e: b @ n;;;;;;;
39122;1322;2;ə;;neben;n e: b @ n;;;;;;;
40445;2645;2;n;;neben;n e: b @ n;;;;;;;
43091;2645;3;d;;dem;d e: m;;;;;;;
45737;2204;3;eː;;dem;d e: m;;;;;;;
47942;5291;3;m;;dem;d e: m;;;;;;;
53234;1763;4;l;;Leuchtturm;l OY t @;;;;;;;
54998;6614;4;ɔʏ;;Leuchtturm;l OY t @;;;;;;;
61613;12788;4;t;;Leuchtturm;l OY t @;;;;;;;
74402;16757;4;ə;;Leuchtturm;l OY t @;;;;;;;
91160;3968;5;d;;dient;d i: n t;;;;;;;
95129;3968;5;iː;;dient;d i: n t;;;;;;;
99098;1322;5;n;;dient;d i: n t;;;;;;;
100421;2204;5;t;;dient;d i: n t;;;;;;;
102626;3527;6;z;;seit;z aI t;;;;;;;
106154;5291;6;aɪ;;seit;z aI t;;;;;;;
111446;2645;6;t;;seit;z aI t;;;;;;;
114092;3527;7;j;;Jahren;j a: r @ n;;;;;;;
117620;8378;7;aː;;Jahren;j a: r @ n;;;;;;;
125999;1322;7;r;;Jahren;j a: r @ n;;;;;;;
127322;1322;7;ə;;Jahren;j a: r @ n;;;;;;;
128645;3968;7;n;;Jahren;j a: r @ n;;;;;;;
132614;1763;8;ʔ;;als;? a l s;;;;;;;
134378;1763;8;a;;als;? a l s;;;;;;;
136142;3086;8;l;;als;? a l s;;;;;;;
139229;2645;8;s;;als;? a l s;;;;;;;
141875;2645;9;ʔ;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
144521;3086;9;ʊ;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
147608;1763;9;n;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
149372;4409;9;t;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
153782;3968;9;ɐ;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
157751;3968;9;ʃ;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
161720;2645;9;l;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
164366;3527;9;ʊ;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
167894;3086;9;p;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
170981;6614;9;f;;Unterschlupf;? U n t 6 S l U p f;;;;;;;
177596;10307;-1;(...);;;;;;;;;;
