BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2204;0;ʔ;;Ein;? aI n;;;;;;;
2960;3968;0;aɪ;;Ein;? aI n;;;;;;;
6929;2204;0;n;;Ein;? aI n;;;;;;;
9134;4409;1;f;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
13544;3527;1;ɐ;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
17072;3527;1;ɡ;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
20600;3086;1;ə;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
23687;6173;1;s;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
29861;3968;1;ə;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
33830;1322;1;n;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
35153;2204;1;ə;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
37358;4850;1;s;;vergessenes;f 6 g @ s @ n @ s;;;;;;;
42209;5732;2;l;;Lied;l i: t;;;;;;;
47942;7937;2;iː;;Lied;l i: t;;;;;;;
55880;3968;2;t;;Lied;l i: t;;;;;;;
59849;6614;3;h;;hallt;h a l t;;;;;;;
66464;1763;3;a;;hallt;h a l t;;;;;;;
68228;3527;3;l;;hallt;h a l t;;;;;;;
71756;2204;3;t;;hallt;h a l t;;;;;;;
73961;3527;4;d;;durch;d U 6 C;;;;;;;
77489;1322;4;ʊ;;durch;d U 6 C;;;;;;;
78812;1322;4;ɐ;;durch;d U 6 C;;;;;;;
80135;4409;4;ç;;durch;d U 6 C;;;;;;;
84545;2645;5;f;;verlassene;f E 6 l a s @ n @;;;;;;;
87191;1763;5;ɛ;;verlassene;f E 6 l a s @ n @;;;;;;;
88955;1322;5;ɐ;;verlassene;f E 6 l a s @ n @;;;;;;;
90278;3527;5;l;;verlassene;f E 6 l a s @ n @;;;;;;;
93806;4409;5;a;;verlassene;f E 6 l a s @ n @;;;;;;;
98216;6173;5;s;;verlassene;f E 6 l a s @ n @;;;;;;;
104390;3086;5;ə;;verlassene;f E 6 l a s @ n @;;;;;;;
107477;1763;5;n;;verlassene;f E 6 l a s @ n @;;;;;;;
109241;4409;5;ə;;verlassene;f E 6 l a s @ n @;;;;;;;
113651;3968;6;b;;Bahnhöfe;b a: n h 2: f @;;;;;;;
117620;8819;6;aː;;Bahnhöfe;b a: n h 2: f @;;;;;;;
126440;2645;6;n;;Bahnhöfe;b a: n h 2: f @;;;;;;;
129086;5291;6;h;;Bahnhöfe;b a: n h 2: f @;;;;;;;
134378;7937;6;øː;;Bahnhöfe;b a: n h 2: f @;;;;;;;
142316;7937;6;f;;Bahnhöfe;b a: n h 2: f @;;;;;;;
150254;10583;6;ə;;Bahnhöfe;b a: n h 2: f @;;;;;;;
160838;4025;-1;(...);;;;;;;;;;
