BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;ʔ;;Ich;? I C;;;;;;;
2960;3086;0;ɪ;;Ich;? I C;;;;;;;
6047;3968;0;ç;;Ich;? I C;;;;;;;
10016;2645;1;t;;trinke;t r I N k @;;;;;;;
12662;2645;1;r;;trinke;t r I N k @;;;;;;;
15308;4409;1;ɪ;;trinke;t r I N k @;;;;;;;
19718;1763;1;ŋ;;trinke;t r I N k @;;;;;;;
21482;3968;1;k;;trinke;t r I N k @;;;;;;;
25451;2204;1;ə;;trinke;t r I N k @;;;;;;;
27656;4850;2;ɡ;;gerne;g E 6 n @;;;;;;;
32507;1322;2;ɛ;;gerne;g E 6 n @;;;;;;;
33830;7055;2;ɐ;;gerne;g E 6 n @;;;;;;;
40886;2204;2;n;;gerne;g E 6 n @;;;;;;;
43091;3968;2;ə;;gerne;g E 6 n @;;;;;;;
47060;1322;3;ʔ;;einen;? aI n @ n;;;;;;;
48383;4409;3;aɪ;;einen;? aI n @ n;;;;;;;
52793;1322;3;n;;einen;? aI n @ n;;;;;;;
54116;1322;3;ə;;einen;? aI n @ n;;;;;;;
55439;1763;3;n;;einen;? aI n @ n;;;;;;;
57203;6173;4;k;;Kaffee;k a f e;;;;;;;
63377;3968;4;a;;Kaffee;k a f e;;;;;;;
67346;4409;4;f;;Kaffee;k a f e;;;;;;;
71756;4850;4;e;;Kaffee;k a f e;;;;;;;
76607;1322;5;ʔ;;am;? a m;;;;;;;
77930;3527;5;a;;am;? a m;;;;;;;
81458;4409;5;m;;am;? a m;;;;;;;
85868;1322;6;m;;Morgen;m O 6 g @ n;;;;;;;
87191;1763;6;ɔ;;Morgen;m O 6 g @ n;;;;;;;
88955;7937;6;ɐ;;Morgen;m O 6 g @ n;;;;;;;
96893;2204;6;ɡ;;Morgen;m O 6 g @ n;;;;;;;
99098;5732;6;ə;;Morgen;m O 6 g @ n;;;;;;;
104831;1322;6;n;;Morgen;m O 6 g @ n;;;;;;;
106154;3527;7;ʔ;;und;? U n t;;;;;;;
109682;4850;7;ʊ;;und;? U n t;;;;;;;
114533;2204;7;n;;und;? U n t;;;;;;;
116738;1763;7;t;;und;? U n t;;;;;;;
118502;3968;8;l;;lese;l e: z @;;;;;;;
122471;6173;8;eː;;lese;l e: z @;;;;;;;
128645;3527;8;z;;lese;l e: z @;;;;;;;
132173;3527;8;ə;;lese;l e: z @;;;;;;;
135701;5732;9;ts;;Zeitung;ts aI t U N;;;;;;;
141434;11024;9;aɪ;;Zeitung;ts aI t U N;;;;;;;
152459;6614;9;t;;Zeitung;ts aI t U N;;;;;;;
159074;5732;9;ʊ;;Zeitung;ts aI t U N;;;;;;;
164807;9260;9;ŋ;;Zeitung;ts aI t U N;;;;;;;
174068;4107;-1;(...);;;;;;;;;;
