BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;-1;(...);;;;;;;;;;
2960;1763;0;d;;Die;d i:;;;;;;;
4724;4409;0;iː;;Die;d i:;;;;;;;
9134;4409;1;f;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
13544;1322;1;ɛ;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
14867;1322;1;ɐ;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
16190;4850;1;l;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
21041;5732;1;oː;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
26774;2204;1;r;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
28979;1322;1;ə;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
30302;2645;1;n;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
32948;1763;1;ə;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
34712;3086;1;n;;verlorenen;f E 6 l o: r @ n @ n;;;;;;;
37799;3968;2;ʃ;;Schlüssel;S l Y s @ l;;;;;;;
41768;3086;2;l;;Schlüssel;S l Y s @ l;;;;;;;
44855;2645;2;ʏ;;Schlüssel;S l Y s @ l;;;;;;;
47501;5732;2;s;;Schlüssel;S l Y s @ l;;;;;;;
53234;2204;2;ə;;Schlüssel;S l Y s @ l;;;;;;;
55439;5732;2;l;;Schlüssel;S l Y s @ l;;;;;;;
61172;5732;3;f;;fanden;f a n d @ n;;;;;;;
66905;3086;3;a;;fanden;f a n d @ n;;;;;;;
69992;2645;3;n;;fanden;f a n d @ n;;;;;;;
72638;1322;3;d;;fanden;f a n d @ n;;;;;;;
73961;1322;3;ə;;fanden;f a n d @ n;;;;;;;
75284;3086;3;n;;fanden;f a n d @ n;;;;;;;
78371;3527;4;z;;sich;z I C;;;;;;;
81899;2204;4;ɪ;;sich;z I C;;;;;;;
84104;2645;4;ç;;sich;z I C;;;;;;;
86750;1322;5;ʔ;;im;? I m;;;;;;;
88073;1763;5;ɪ;;im;? I m;;;;;;;
89837;3527;5;m;;im;? I m;;;;;;;
93365;3086;6;b;;Blumentopf;b l u: m @ n t O p f;;;;;;;
96452;1322;6;l;;Blumentopf;b l u: m @ n t O p f;;;;;;;
97775;5291;6;uː;;Blumentopf;b l u: m @ n t O p f;;;;;;;
103067;4409;6;m;;Blumentopf;b l u: m @ n t O p f;;;;;;;
107477;1322;6;ə;;Blumentopf;b l u: m @ n t O p f;;;;;;;
108800;1322;6;n;;Blumentopf;b l u: m @ n t O p f;;;;;;;
110123;3968;6;t;;Blumentopf;b l u: m @ n t O p f;;;;;;;
114092;4409;6;ɔ;;Blumentopf;b l u: m @ n t O p f;;;;;;;
118502;2204;6;p;;Blumentopf;b l u: m @ n t O p f;;;;;;;
120707;3527;6;f;;Blumentopf;b l u: m @ n t O p f;;;;;;;
124235;5732;7;v;;wieder;v i: d 6;;;;;;;
129968;4850;7;iː;;wieder;v i: d 6;;;;;;;
134819;3086;7;d;;wieder;v i: d 6;;;;;;;
137906;10142;7;ɐ;;wieder;v i: d 6;;;;;;;
148049;6062;-1;(...);;;;;;;;;;
