BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2645;0;ʔ;;Am;? a m;;;;;;;
3401;3086;0;a;;Am;? a m;;;;;;;
6488;2204;0;m;;Am;? a m;;;;;;;
8693;4850;1;z;;Samstag;z a m s t a: k;;;;;;;
13544;4850;1;a;;Samstag;z a m s t a: k;;;;;;;
18395;2645;1;m;;Samstag;z a m s t a: k;;;;;;;
21041;4409;1;s;;Samstag;z a m s t a: k;;;;;;;
25451;1763;1;t;;Samstag;z a m s t a: k;;;;;;;
27215;5732;1;aː;;Samstag;z a m s t a: k;;;;;;;
32948;2865;1;k;;Samstag;z a m s t a: k;;;;;;;
35814;2865;2;ɡ;;gehe;g e: @;;;;;;;
38680;7056;2;eː;;gehe;g e: @;;;;;;;
45737;1322;2;ə;;gehe;g e: @;;;;;;;
47060;1322;3;ʔ;;ich;? I C;;;;;;;
48383;4850;3;ɪ;;ich;? I C;;;;;;;
53234;3527;3;ç;;ich;? I C;;;;;;;
56762;2645;4;ʔ;;oft;? O f t;;;;;;;
59408;3968;4;ɔ;;oft;? O f t;;;;;;;
63377;4409;4;f;;oft;? O f t;;;;;;;
67787;1763;4;t;;oft;? O f t;;;;;;;
69551;6173;5;ts;;zum;ts U m;;;;;;;
75725;2204;5;ʊ;;zum;ts U m;;;;;;;
77930;4850;5;m;;zum;ts U m;;;;;;;
82781;1763;6;m;;Markt;m a r k t;;;;;;;
84545;4409;6;a;;Markt;m a r k t;;;;;;;
88955;1322;6;r;;Markt;m a r k t;;;;;;;
90278;4409;6;k;;Markt;m a r k t;;;;;;;
94688;2204;6;t;;Markt;m a r k t;;;;;;;
96893;1322;7;ʔ;;einkaufen;? aI n k aU f @ n;;;;;;;
98216;6614;7;aɪ;;einkaufen;? aI n k aU f @ n;;;;;;;
104831;3968;7;n;;einkaufen;? aI n k aU f @ n;;;;;;;
108800;5732;7;k;;einkaufen;? aI n k aU f @ n;;;;;;;
114533;9260;7;aʊ;;einkaufen;? aI n k aU f @ n;;;;;;;
123794;5291;7;f;;einkaufen;? aI n k aU f @ n;;;;;;;
129086;10583;7;ə;;einkaufen;? aI n k aU f @ n;;;;;;;
139670;1322;7;n;;einkaufen;? aI n k aU f @ n;;;;;;;
140993;4414;-1;(...);;;;;;;;;;
