BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2645;0;ʔ;ʔ ɪ n;In;ʔ ɪ n;;;ʔ ɪ n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
3401;2204;0;ɪ;ʔ ɪ n;In;ʔ ɪ n;;;ʔ ɪ n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
5606;3527;0;n;ʔ ɪ n;In;ʔ ɪ n;;;ʔ ɪ n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
9134;1322;1;d;d eːɐ;der;d eː ɐ;;;d eːɐ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
10457;2204;1;eː;d eːɐ;der;d eː ɐ;;;d eːɐ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
12662;2645;1;ɐ;d eːɐ;der;d eː ɐ;;;d eːɐ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
15308;5291;2;a;a l.t m;alten;ʔ a l t ə n;;;ʔ a l . t ə n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
20600;3968;2;l;a l.t m;alten;ʔ a l t ə n;;;ʔ a l . t ə n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
24569;3527;2;t;a l.t m;alten;ʔ a l t ə n;;;ʔ a l . t ə n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
28097;5732;2;m;a l.t m;alten;ʔ a l t ə n;;;ʔ a l . t ə n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
33830;2204;3;b;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
36035;6614;3;uː;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
42650;4850;3;x;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
47501;1322;3;h;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
48824;4850;3;a;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
53675;2645;3;n;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
56321;1322;3;d;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
57644;1763;3;l;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
59408;4409;3;ʊ;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
63818;3968;3;ŋ;b uː x.h a n.d l ʊ ŋ;Buchhandlung;b uː x h a n d l ʊ ŋ;;;b uː x . h a n . d l ʊ ŋ;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
67787;4409;4;f;f a n t;fand;f a n t;;;f a n t;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
72197;3527;4;a;f a n t;fand;f a n t;;;f a n t;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
75725;2204;4;n;f a n t;fand;f a n t;;;f a n t;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
77930;2645;4;t;f a n t;fand;f a n t;;;f a n t;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
80576;2645;5;ɪ;ɪ ç;ich;ʔ ɪ ç;;;ʔ ɪ ç;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
83222;3086;5;ç;ɪ ç;ich;ʔ ɪ ç;;;ʔ ɪ ç;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
86309;5732;6;aɪ;aɪ n;ein;ʔ aɪ n;;;ʔ aɪ n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
92042;3968;6;n;aɪ n;ein;ʔ aɪ n;;;ʔ aɪ n;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
96011;3527;7;b;b uː x;Buch;b uː x;;;b uː x;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
99539;8378;7;uː;b uː x;Buch;b uː x;;;b uː x;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
107918;3968;7;x;b uː x;Buch;b uː x;;;b uː x;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
111887;3968;8;ʔ;ʔ oː.n ə;ohne;ʔ oː n ə;;;ʔ oː . n ə;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
115856;6614;8;oː;ʔ oː.n ə;ohne;ʔ oː n ə;;;ʔ oː . n ə;;In der alten Buchhandlung fand ich ein Buch ohne Titel;;
