BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;2204;0;d;;Der;d e: 6;;;;;;;
3401;2645;0;eː;;Der;d e: 6;;;;;;;
6047;1763;0;ɐ;;Der;d e: 6;;;;;;;
7811;7055;1;k;;Karlspreis;k a 6 l s p r aI s;;;;;;;
14867;5291;1;a;;Karlspreis;k a 6 l s p r aI s;;;;;;;
20159;1322;1;ɐ;;Karlspreis;k a 6 l s p r aI s;;;;;;;
21482;3527;1;l;;Karlspreis;k a 6 l s p r aI s;;;;;;;
25010;2204;1;s;;Karlspreis;k a 6 l s p r aI s;;;;;;;
27215;4850;1;p;;Karlspreis;k a 6 l s p r aI s;;;;;;;
32066;2204;1;r;;Karlspreis;k a 6 l s p r aI s;;;;;;;
34271;10142;1;aɪ;;Karlspreis;k a 6 l s p r aI s;;;;;;;
44414;4850;1;s;;Karlspreis;k a 6 l s p r aI s;;;;;;;
49265;1322;2;ʔ;;ist;? I s t;;;;;;;
50588;3086;2;ɪ;;ist;? I s t;;;;;;;
53675;6614;2;s;;ist;? I s t;;;;;;;
60290;1322;2;t;;ist;? I s t;;;;;;;
61613;1763;3;d;;die;d i:;;;;;;;
63377;3968;3;iː;;die;d i:;;;;;;;
67346;5291;4;ʃ;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
72638;2645;4;t;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
75284;2204;4;ɛ;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
77489;4409;4;ɐ;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
81899;1322;4;n;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
83222;4850;4;ʃ;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
88073;3968;4;t;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
92042;3527;4;ʊ;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
95570;3527;4;n;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
99098;1322;4;d;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
100421;3086;4;ə;;Sternstunde;S t E 6 n S t U n d @;;;;;;;
103508;1322;5;ʔ;;eines;? aI n @ s;;;;;;;
104831;3968;5;aɪ;;eines;? aI n @ s;;;;;;;
108800;2204;5;n;;eines;? aI n @ s;;;;;;;
111005;1322;5;ə;;eines;? aI n @ s;;;;;;;
112328;4850;5;s;;eines;? aI n @ s;;;;;;;
117179;5732;6;f;;Films;f I l m s;;;;;;;
122912;2204;6;ɪ;;Films;f I l m s;;;;;;;
125117;7496;6;l;;Films;f I l m s;;;;;;;
132614;6173;6;m;;Films;f I l m s;;;;;;;
138788;6173;6;s;;Films;f I l m s;;;;;;;
144962;5565;-1;(...);;;;;;;;;;
