BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;d;;Der;d e: 6;;;;;;;
2960;2645;0;eː;;Der;d e: 6;;;;;;;
5606;1322;0;ɐ;;Der;d e: 6;;;;;;;
6929;6614;1;ʃ;;Spiegel;S p i: g @ l;;;;;;;
13544;3086;1;p;;Spiegel;S p i: g @ l;;;;;;;
16631;6614;1;iː;;Spiegel;S p i: g @ l;;;;;;;
23246;2204;1;ɡ;;Spiegel;S p i: g @ l;;;;;;;
25451;3527;1;ə;;Spiegel;S p i: g @ l;;;;;;;
28979;3527;1;l;;Spiegel;S p i: g @ l;;;;;;;
32507;2645;2;r;;reflektiert;r e f l E k t i: r t;;;;;;;
35153;2204;2;e;;reflektiert;r e f l E k t i: r t;;;;;;;
37358;4409;2;f;;reflektiert;r e f l E k t i: r t;;;;;;;
41768;2645;2;l;;reflektiert;r e f l E k t i: r t;;;;;;;
44414;3527;2;ɛ;;reflektiert;r e f l E k t i: r t;;;;;;;
47942;2204;2;k;;reflektiert;r e f l E k t i: r t;;;;;;;
50147;4850;2;t;;reflektiert;r e f l E k t i: r t;;;;;;;
54998;2645;2;iː;;reflektiert;r e f l E k t i: r t;;;;;;;
57644;1322;2;r;;reflektiert;r e f l E k t i: r t;;;;;;;
58967;4188;2;t;;reflektiert;r e f l E k t i: r t;;;;;;;
63156;4188;3;t;;Träume;t r OY m @;;;;;;;
67345;4851;3;r;;Träume;t r OY m @;;;;;;;
72197;9260;3;ɔʏ;;Träume;t r OY m @;;;;;;;
81458;3968;3;m;;Träume;t r OY m @;;;;;;;
85427;11024;3;ə;;Träume;t r OY m @;;;;;;;
96452;3527;4;d;;die;d i:;;;;;;;
99980;2645;4;iː;;die;d i:;;;;;;;
102626;2645;5;n;;noch;n O x;;;;;;;
105272;2645;5;ɔ;;noch;n O x;;;;;;;
107918;3527;5;x;;noch;n O x;;;;;;;
111446;3527;6;n;;nicht;n I C t;;;;;;;
114974;3527;6;ɪ;;nicht;n I C t;;;;;;;
118502;2645;6;ç;;nicht;n I C t;;;;;;;
121148;3086;6;t;;nicht;n I C t;;;;;;;
124235;3086;7;ɡ;;geträumt;g @ t r OY m t;;;;;;;
127322;1322;7;ə;;geträumt;g @ t r OY m t;;;;;;;
128645;4850;7;t;;geträumt;g @ t r OY m t;;;;;;;
133496;4850;7;r;;geträumt;g @ t r OY m t;;;;;;;
138347;6614;7;ɔʏ;;geträumt;g @ t r OY m t;;;;;;;
144962;3527;7;m;;geträumt;g @ t r OY m t;;;;;;;
148490;5291;7;t;;geträumt;g @ t r OY m t;;;;;;;
153782;2204;8;v;;wurden;v U 6 d @ n;;;;;;;
155987;1322;8;ʊ;;wurden;v U 6 d @ n;;;;;;;
157310;8378;8;ɐ;;wurden;v U 6 d @ n;;;;;;;
165689;1322;8;d;;wurden;v U 6 d @ n;;;;;;;
167012;7937;8;ə;;wurden;v U 6 d @ n;;;;;;;
174950;1322;8;n;;wurden;v U 6 d @ n;;;;;;;
176273;3950;-1;(...);;;;;;;;;;
