BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;-1;(...);;;;;;;;;;
2960;2645;0;ʔ;;In;? I n;;;;;;;
5606;1763;0;ɪ;;In;? I n;;;;;;;
7370;3086;0;n;;In;? I n;;;;;;;
10457;1322;1;d;;der;d e: 6;;;;;;;
11780;1763;1;eː;;der;d e: 6;;;;;;;
13544;3086;1;ɐ;;der;d e: 6;;;;;;;
16631;4850;2;ʃ;;Stadt;S t a t;;;;;;;
21482;1763;2;t;;Stadt;S t a t;;;;;;;
23246;5291;2;a;;Stadt;S t a t;;;;;;;
28538;7496;2;t;;Stadt;S t a t;;;;;;;
36035;2204;3;h;;herrscht;h E 6 S t;;;;;;;
38240;2204;3;ɛ;;herrscht;h E 6 S t;;;;;;;
40445;2645;3;ɐ;;herrscht;h E 6 S t;;;;;;;
43091;2645;3;ʃ;;herrscht;h E 6 S t;;;;;;;
45737;2204;3;t;;herrscht;h E 6 S t;;;;;;;
47942;3086;4;ʔ;;immer;? I m 6;;;;;;;
51029;2204;4;ɪ;;immer;? I m 6;;;;;;;
53234;4850;4;m;;immer;? I m 6;;;;;;;
58085;3968;4;ɐ;;immer;? I m 6;;;;;;;
62054;7055;5;f;;viel;f i: l;;;;;;;
69110;4850;5;iː;;viel;f i: l;;;;;;;
73961;3086;5;l;;viel;f i: l;;;;;;;
77048;3527;6;t;;Trubel;t r u: b @ l;;;;;;;
80576;6173;6;r;;Trubel;t r u: b @ l;;;;;;;
86750;7055;6;uː;;Trubel;t r u: b @ l;;;;;;;
93806;3968;6;b;;Trubel;t r u: b @ l;;;;;;;
97775;9260;6;ə;;Trubel;t r u: b @ l;;;;;;;
107036;1322;6;l;;Trubel;t r u: b @ l;;;;;;;
108359;4850;7;ʔ;;und;? U n t;;;;;;;
113210;3086;7;ʊ;;und;? U n t;;;;;;;
116297;4409;7;n;;und;? U n t;;;;;;;
120707;1322;7;t;;und;? U n t;;;;;;;
122030;6173;8;l;;Lärm;l E 6 m;;;;;;;
128204;1322;8;ɛ;;Lärm;l E 6 m;;;;;;;
129527;20285;8;ɐ;;Lärm;l E 6 m;;;;;;;
149813;1322;8;m;;Lärm;l E 6 m;;;;;;;
151136;2975;-1;(...);;;;;;;;;;
