BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;d;d a s;Das;d a s;;;d a s;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
2960;1763;0;a;d a s;Das;d a s;;;d a s;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
4724;3968;0;s;d a s;Das;d a s;;;d a s;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
8693;3086;1;v;v ɛ t.ɐ;Wetter;v ɛ t ɐ;;;v ɛ t . ɐ;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
11780;3527;1;ɛ;v ɛ t.ɐ;Wetter;v ɛ t ɐ;;;v ɛ t . ɐ;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
15308;5291;1;t;v ɛ t.ɐ;Wetter;v ɛ t ɐ;;;v ɛ t . ɐ;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
20600;3968;1;ɐ;v ɛ t.ɐ;Wetter;v ɛ t ɐ;;;v ɛ t . ɐ;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
24569;3086;2;z;z iː t;sieht;z iː t;;;z iː t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
27656;3086;2;iː;z iː t;sieht;z iː t;;;z iː t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
30743;3086;2;t;z iː t;sieht;z iː t;;;z iː t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
33830;1322;3;n;n aː x;nach;n aː x;;;n aː x;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
35153;3527;3;aː;n aː x;nach;n aː x;;;n aː x;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
38681;2645;3;x;n aː x;nach;n aː x;;;n aː x;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
41327;2204;4;r;r eː.ɡ ə n;Regen;r eː ɡ ə n;;;r eː . ɡ ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
43532;8819;4;eː;r eː.ɡ ə n;Regen;r eː ɡ ə n;;;r eː . ɡ ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
52352;1322;4;ɡ;r eː.ɡ ə n;Regen;r eː ɡ ə n;;;r eː . ɡ ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
53675;2645;4;ə;r eː.ɡ ə n;Regen;r eː ɡ ə n;;;r eː . ɡ ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
56321;1763;4;n;r eː.ɡ ə n;Regen;r eː ɡ ə n;;;r eː . ɡ ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
58085;13670;5;aʊ;aʊ s;aus;ʔ aʊ s;;;ʔ aʊ s;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
71756;8378;5;s;aʊ s;aus;ʔ aʊ s;;;ʔ aʊ s;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
80135;7496;-1;(...);;;;;;;;;;
87632;5291;6;n;n ɪ m;nimm;n ɪ m;;;n ɪ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
92924;2204;6;ɪ;n ɪ m;nimm;n ɪ m;;;n ɪ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
95129;5732;6;m;n ɪ m;nimm;n ɪ m;;;n ɪ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
100862;5732;7;aɪ;aɪ n.n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
106595;1322;7;n;aɪ n.n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
107918;2204;7;n;aɪ n.n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
110123;6614;8;ʃ;ʃ ɪɐ m;Schirm;ʃ ɪ ɐ m;;;ʃ ɪɐ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
116738;3527;8;ɪ;ʃ ɪɐ m;Schirm;ʃ ɪ ɐ m;;;ʃ ɪɐ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
120266;3968;8;ɐ;ʃ ɪɐ m;Schirm;ʃ ɪ ɐ m;;;ʃ ɪɐ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
124235;7496;8;m;ʃ ɪɐ m;Schirm;ʃ ɪ ɐ m;;;ʃ ɪɐ m;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
131732;1322;9;m;m ɪ t;mit;m ɪ t;;;m ɪ t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
133055;1763;9;ɪ;m ɪ t;mit;m ɪ t;;;m ɪ t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
134819;9701;9;t;m ɪ t;mit;m ɪ t;;;m ɪ t;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
144521;3958;-1;(...);;;;;;;;;;
0;148478;-1;;;;;;;;;Das Wetter sieht nach Regen aus nimm einen Schirm mit;;
