BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2204;0;ʔ;;Ich;? I C;;;;;;;
2960;2204;0;ɪ;;Ich;? I C;;;;;;;
5165;4850;0;ç;;Ich;? I C;;;;;;;
10016;1763;1;l;;lese;l e: z @;;;;;;;
11780;9260;1;eː;;lese;l e: z @;;;;;;;
21041;4409;1;z;;lese;l e: z @;;;;;;;
25451;2204;1;ə;;lese;l e: z @;;;;;;;
27656;4850;2;ɡ;;gerne;g E 6 n @;;;;;;;
32507;2204;2;ɛ;;gerne;g E 6 n @;;;;;;;
34712;4409;2;ɐ;;gerne;g E 6 n @;;;;;;;
39122;1322;2;n;;gerne;g E 6 n @;;;;;;;
40445;4850;2;ə;;gerne;g E 6 n @;;;;;;;
45296;3527;3;b;;Bücher;b y: C 6;;;;;;;
48824;6614;3;yː;;Bücher;b y: C 6;;;;;;;
55439;6614;3;ç;;Bücher;b y: C 6;;;;;;;
62054;6614;3;ɐ;;Bücher;b y: C 6;;;;;;;
68669;1322;4;ʔ;;in;? I n;;;;;;;
69992;1322;4;ɪ;;in;? I n;;;;;;;
71315;3086;4;n;;in;? I n;;;;;;;
74402;2204;5;m;;meiner;m aI n 6;;;;;;;
76607;4409;5;aɪ;;meiner;m aI n 6;;;;;;;
81017;2645;5;n;;meiner;m aI n 6;;;;;;;
83663;4409;5;ɐ;;meiner;m aI n 6;;;;;;;
88073;2204;-1;(...);;;;;;;;;;
90278;1763;6;f;;Freizeit;f r aI ts aI t;;;;;;;
92042;4409;6;r;;Freizeit;f r aI ts aI t;;;;;;;
96452;8378;6;aɪ;;Freizeit;f r aI ts aI t;;;;;;;
104831;7496;6;ts;;Freizeit;f r aI ts aI t;;;;;;;
112328;11024;6;aɪ;;Freizeit;f r aI ts aI t;;;;;;;
123353;4409;6;t;;Freizeit;f r aI ts aI t;;;;;;;
127763;7916;-1;(...);;;;;;;;;;
