BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;2204;0;ʔ;;Ein;? aI n;;;;;;;
2960;4850;0;aɪ;;Ein;? aI n;;;;;;;
7811;2204;0;n;;Ein;? aI n;;;;;;;
10016;5291;1;v;;Windstoß;v I n t S t o: s;;;;;;;
15308;3968;1;ɪ;;Windstoß;v I n t S t o: s;;;;;;;
19277;2645;1;n;;Windstoß;v I n t S t o: s;;;;;;;
21923;1763;1;t;;Windstoß;v I n t S t o: s;;;;;;;
23687;5291;1;ʃ;;Windstoß;v I n t S t o: s;;;;;;;
28979;4850;1;t;;Windstoß;v I n t S t o: s;;;;;;;
33830;7937;1;oː;;Windstoß;v I n t S t o: s;;;;;;;
41768;7496;1;s;;Windstoß;v I n t S t o: s;;;;;;;
49265;3086;2;r;;reißt;r aI s t;;;;;;;
52352;6173;2;aɪ;;reißt;r aI s t;;;;;;;
58526;3968;2;s;;reißt;r aI s t;;;;;;;
62495;1322;2;t;;reißt;r aI s t;;;;;;;
63818;2204;3;d;;die;d i:;;;;;;;
66023;3086;3;iː;;die;d i:;;;;;;;
69110;3968;4;b;;Blätter;b l E t 6;;;;;;;
73079;2204;4;l;;Blätter;b l E t 6;;;;;;;
75284;2645;4;ɛ;;Blätter;b l E t 6;;;;;;;
77930;5732;4;t;;Blätter;b l E t 6;;;;;;;
83663;3527;4;ɐ;;Blätter;b l E t 6;;;;;;;
87191;2204;-1;(...);;;;;;;;;;
89396;2204;5;f;;vom;f O m;;;;;;;
91601;3086;5;ɔ;;vom;f O m;;;;;;;
94688;3086;5;m;;vom;f O m;;;;;;;
97775;4850;6;ʃ;;Schreibtisch;S r aI p t I S;;;;;;;
102626;3968;6;r;;Schreibtisch;S r aI p t I S;;;;;;;
106595;7055;6;aɪ;;Schreibtisch;S r aI p t I S;;;;;;;
113651;3968;6;p;;Schreibtisch;S r aI p t I S;;;;;;;
117620;4409;6;t;;Schreibtisch;S r aI p t I S;;;;;;;
122030;6614;6;ɪ;;Schreibtisch;S r aI p t I S;;;;;;;
128645;5291;6;ʃ;;Schreibtisch;S r aI p t I S;;;;;;;
133937;7374;-1;(...);;;;;;;;;;
