BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2518;0;d;d iː;Die;d iː;;;d iː;;Die Kekse in der Dose knisterten beim Öffnen;;
2519;4850;0;iː;d iː;Die;d iː;;;d iː;;Die Kekse in der Dose knisterten beim Öffnen;;
7370;5291;1;k;k eː k s;Kekse;k eː k s ə;;;k eː . k s ə;;Die Kekse in der Dose knisterten beim Öffnen;;
12662;7937;1;eː;k eː k s;Kekse;k eː k s ə;;;k eː . k s ə;;Die Kekse in der Dose knisterten beim Öffnen;;
20600;1763;1;k;k eː k s;Kekse;k eː k s ə;;;k eː . k s ə;;Die Kekse in der Dose knisterten beim Öffnen;;
22364;5732;1;s;k eː k s;Kekse;k eː k s ə;;;k eː . k s ə;;Die Kekse in der Dose knisterten beim Öffnen;;
28097;5291;2;ɪ;ɪ n;in;ʔ ɪ n;;;ʔ ɪ n;;Die Kekse in der Dose knisterten beim Öffnen;;
33389;4409;2;n;ɪ n;in;ʔ ɪ n;;;ʔ ɪ n;;Die Kekse in der Dose knisterten beim Öffnen;;
37799;1322;3;d;d eːɐ;der;d eː ɐ;;;d eːɐ;;Die Kekse in der Dose knisterten beim Öffnen;;
39122;2204;3;eː;d eːɐ;der;d eː ɐ;;;d eːɐ;;Die Kekse in der Dose knisterten beim Öffnen;;
41327;2204;3;ɐ;d eːɐ;der;d eː ɐ;;;d eːɐ;;Die Kekse in der Dose knisterten beim Öffnen;;
43532;4409;4;d;d oː.z ə;Dose;d oː z ə;;;d oː . z ə;;Die Kekse in der Dose knisterten beim Öffnen;;
47942;8819;4;oː;d oː.z ə;Dose;d oː z ə;;;d oː . z ə;;Die Kekse in der Dose knisterten beim Öffnen;;
56762;5291;4;z;d oː.z ə;Dose;d oː z ə;;;d oː . z ə;;Die Kekse in der Dose knisterten beim Öffnen;;
62054;4409;4;ə;d oː.z ə;Dose;d oː z ə;;;d oː . z ə;;Die Kekse in der Dose knisterten beim Öffnen;;
66464;3968;-1;(...);;;;;;;;;;
70433;4850;5;k;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
75284;4409;5;n;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
79694;3086;5;ɪ;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
82781;4409;5;s;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
87191;4850;5;t;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
92042;3086;5;ɐ;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
95129;3968;5;t;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
99098;3968;5;n;k n ɪ s.t ɐ.t n;knisterten;k n ɪ s t ɐ t ə n;;;k n ɪ s . t ɐ . t ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
103067;3086;6;b;b aɪ m;beim;b aɪ m;;;b aɪ m;;Die Kekse in der Dose knisterten beim Öffnen;;
106154;3086;6;aɪ;b aɪ m;beim;b aɪ m;;;b aɪ m;;Die Kekse in der Dose knisterten beim Öffnen;;
109241;3527;6;m;b aɪ m;beim;b aɪ m;;;b aɪ m;;Die Kekse in der Dose knisterten beim Öffnen;;
112769;3086;7;ʔ;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
115856;4850;7;œ;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
120707;6173;7;f;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
126881;4409;7;n;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
131291;3968;7;ə;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
135260;7937;7;n;ʔ œ f.n ə n;Öffnen;ʔ œ f n ə n;;;ʔ œ f . n ə n;;Die Kekse in der Dose knisterten beim Öffnen;;
143198;1185;-1;(...);;;;;;;;;;
0;144382;-1;;;;;;;;;Die Kekse in der Dose knisterten beim Öffnen;;
