BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;-1;(...);;;;;;;;;;
2078;2645;0;ʔ;;Im;? I m;;;;;;;
4724;2645;0;ɪ;;Im;? I m;;;;;;;
7370;4850;0;m;;Im;? I m;;;;;;;
12221;3527;1;f;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
15749;1763;1;ɛ;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
17513;1322;1;ɐ;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
18836;3527;1;l;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
22364;3968;1;a;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
26333;5732;1;s;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
32066;3527;1;ə;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
35594;1322;1;n;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
36917;1763;1;ə;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
38681;3527;1;n;;verlassenen;f E 6 l a s @ n @ n;;;;;;;
42209;3968;2;d;;Dorf;d O 6 f;;;;;;;
46178;3527;2;ɔ;;Dorf;d O 6 f;;;;;;;
49706;7937;2;ɐ;;Dorf;d O 6 f;;;;;;;
57644;7055;2;f;;Dorf;d O 6 f;;;;;;;
64700;2204;3;h;;hörte;h 2: 6 t @;;;;;;;
66905;1763;3;øː;;hörte;h 2: 6 t @;;;;;;;
68669;3086;3;ɐ;;hörte;h 2: 6 t @;;;;;;;
71756;2645;3;t;;hörte;h 2: 6 t @;;;;;;;
74402;1763;3;ə;;hörte;h 2: 6 t @;;;;;;;
76166;3527;4;m;;man;m a n;;;;;;;
79694;1763;4;a;;man;m a n;;;;;;;
81458;2204;4;n;;man;m a n;;;;;;;
83663;2645;5;p;;plötzlich;p l 9 t s l I C;;;;;;;
86309;4409;5;l;;plötzlich;p l 9 t s l I C;;;;;;;
90719;1763;5;œ;;plötzlich;p l 9 t s l I C;;;;;;;
92483;3527;5;t;;plötzlich;p l 9 t s l I C;;;;;;;
96011;5291;5;s;;plötzlich;p l 9 t s l I C;;;;;;;
101303;3086;5;l;;plötzlich;p l 9 t s l I C;;;;;;;
104390;2645;5;ɪ;;plötzlich;p l 9 t s l I C;;;;;;;
107036;4850;5;ç;;plötzlich;p l 9 t s l I C;;;;;;;
111887;2204;6;f;;fremde;f r E m d @;;;;;;;
114092;3527;6;r;;fremde;f r E m d @;;;;;;;
117620;3086;6;ɛ;;fremde;f r E m d @;;;;;;;
120707;4850;6;m;;fremde;f r E m d @;;;;;;;
125558;1763;6;d;;fremde;f r E m d @;;;;;;;
127322;2204;6;ə;;fremde;f r E m d @;;;;;;;
129527;4409;7;ʃ;;Stimmen;S t I m @ n;;;;;;;
133937;3527;7;t;;Stimmen;S t I m @ n;;;;;;;
137465;3527;7;ɪ;;Stimmen;S t I m @ n;;;;;;;
140993;4409;7;m;;Stimmen;S t I m @ n;;;;;;;
145403;1763;7;ə;;Stimmen;S t I m @ n;;;;;;;
147167;8819;7;n;;Stimmen;S t I m @ n;;;;;;;
155987;4268;-1;(...);;;;;;;;;;
