BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;ʔ;;Im;? I m;;;;;;;
2960;1322;0;ɪ;;Im;? I m;;;;;;;
4283;7055;0;m;;Im;? I m;;;;;;;
11339;3086;1;v;;Wald;v a l t;;;;;;;
14426;6173;1;a;;Wald;v a l t;;;;;;;
20600;6614;1;l;;Wald;v a l t;;;;;;;
27215;12788;1;t;;Wald;v a l t;;;;;;;
40004;6173;2;z;;singen;z I N @ n;;;;;;;
46178;3968;2;ɪ;;singen;z I N @ n;;;;;;;
50147;1322;2;ŋ;;singen;z I N @ n;;;;;;;
51470;2645;2;ə;;singen;z I N @ n;;;;;;;
54116;1322;2;n;;singen;z I N @ n;;;;;;;
55439;1763;3;d;;die;d i:;;;;;;;
57203;3968;3;iː;;die;d i:;;;;;;;
61172;7496;4;f;;Vögel;f 2: g @ l;;;;;;;
68669;7496;4;øː;;Vögel;f 2: g @ l;;;;;;;
76166;2645;4;ɡ;;Vögel;f 2: g @ l;;;;;;;
78812;7055;4;ə;;Vögel;f 2: g @ l;;;;;;;
85868;1322;4;l;;Vögel;f 2: g @ l;;;;;;;
87191;7055;5;f;;fröhlich;f r 2: l I C;;;;;;;
94247;3968;5;r;;fröhlich;f r 2: l I C;;;;;;;
98216;1763;5;øː;;fröhlich;f r 2: l I C;;;;;;;
99980;6614;5;l;;fröhlich;f r 2: l I C;;;;;;;
106595;5732;5;ɪ;;fröhlich;f r 2: l I C;;;;;;;
112328;4850;5;ç;;fröhlich;f r 2: l I C;;;;;;;
117179;1322;6;ʔ;;ihr;? i: 6;;;;;;;
118502;3968;6;iː;;ihr;? i: 6;;;;;;;
122471;2204;6;ɐ;;ihr;? i: 6;;;;;;;
124676;3527;7;l;;Lied;l i: t;;;;;;;
128204;11024;7;iː;;Lied;l i: t;;;;;;;
139229;7937;7;t;;Lied;l i: t;;;;;;;
147167;4896;-1;(...);;;;;;;;;;
