BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;Im;? I m;;;;;;;
1637;2204;0;ɪ;;Im;? I m;;;;;;;
3842;6173;0;m;;Im;? I m;;;;;;;
10016;2645;1;v;;Winter;v I n t 6;;;;;;;
12662;3086;1;ɪ;;Winter;v I n t 6;;;;;;;
15749;4409;1;n;;Winter;v I n t 6;;;;;;;
20159;5732;1;t;;Winter;v I n t 6;;;;;;;
25892;5291;1;ɐ;;Winter;v I n t 6;;;;;;;
31184;3527;2;t;;trug;t r u: k;;;;;;;
34712;3527;2;r;;trug;t r u: k;;;;;;;
38240;4409;2;uː;;trug;t r u: k;;;;;;;
42650;3527;2;k;;trug;t r u: k;;;;;;;
46178;2204;3;z;;sie;z i:;;;;;;;
48383;5291;3;iː;;sie;z i:;;;;;;;
53675;2204;4;v;;warme;v a r m @;;;;;;;
55880;7937;4;a;;warme;v a r m @;;;;;;;
63818;1322;4;r;;warme;v a r m @;;;;;;;
65141;3968;4;m;;warme;v a r m @;;;;;;;
69110;1322;4;ə;;warme;v a r m @;;;;;;;
70433;3968;5;j;;Jacke;j a k @;;;;;;;
74402;3086;5;a;;Jacke;j a k @;;;;;;;
77489;7496;5;k;;Jacke;j a k @;;;;;;;
84986;4850;5;ə;;Jacke;j a k @;;;;;;;
89837;1322;6;ʔ;;und;? U n t;;;;;;;
91160;2645;6;ʊ;;und;? U n t;;;;;;;
93806;1763;6;n;;und;? U n t;;;;;;;
95570;2204;6;t;;und;? U n t;;;;;;;
97775;5732;7;ʃ;;Schal;S a: l;;;;;;;
103508;10583;7;aː;;Schal;S a: l;;;;;;;
114092;7937;7;l;;Schal;S a: l;;;;;;;
122030;3921;-1;(...);;;;;;;;;;
