BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2959;0;d;d a s;Das;d a s;;;d a s;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
2960;3086;0;a;d a s;Das;d a s;;;d a s;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
6047;4409;0;s;d a s;Das;d a s;;;d a s;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
10457;3968;1;ɡ;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
14426;1322;1;ə;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
15749;5732;1;m;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
21482;9260;1;ɛː;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
30743;2645;1;l;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
33389;1763;1;d;ɡ ə.m ɛː l d;Gemälde;ɡ ə m ɛː l d ə;;;ɡ ə . m ɛː l . d ə;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
35153;7055;2;ɪ;ɪ m;im;ʔ ɪ m;;;ʔ ɪ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
42209;1763;2;m;ɪ m;im;ʔ ɪ m;;;ʔ ɪ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
43973;3527;3;m;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
47501;3086;3;u;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
50588;5732;3;z;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
56321;7055;3;eː;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
63377;3968;3;ʊ;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
67346;7055;3;m;m u.z eː.ʊ m;Museum;m u z eː ʊ m;;;m u . z eː . ʊ m;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
74402;2645;-1;(...);;;;;;;;;;
77048;3527;4;f;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
80576;2645;4;ɐ;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
83222;3086;4;b;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
86309;10142;4;a;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
96452;1322;4;r;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
97775;2645;4;k;f ɐ.b a r k;verbarg;f ɐ b a r k;;;f ɐ . b a r k;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
100421;6614;5;aɪ;aɪ.n ə n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
107036;1763;5;n;aɪ.n ə n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
108800;1322;5;ə;aɪ.n ə n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
110123;1763;5;n;aɪ.n ə n;einen;ʔ aɪ n ə n;;;ʔ aɪ . n ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
111887;1322;6;ɡ;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
113210;1322;6;ə;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
114533;6173;6;h;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
120707;6614;6;aɪ;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
127322;3968;6;m;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
131291;2204;6;ə;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
133496;1322;6;n;ɡ ə.h aɪ.m ə n;geheimen;ɡ ə h aɪ m ə n;;;ɡ ə . h aɪ . m ə n;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
134819;7937;7;t;t ʊ n.ə l;Tunnel;t ʊ n ə l;;;t ʊ n . ə l;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
142757;3527;7;ʊ;t ʊ n.ə l;Tunnel;t ʊ n ə l;;;t ʊ n . ə l;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
146285;3968;7;n;t ʊ n.ə l;Tunnel;t ʊ n ə l;;;t ʊ n . ə l;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
150254;3968;7;ə;t ʊ n.ə l;Tunnel;t ʊ n ə l;;;t ʊ n . ə l;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
154223;5732;7;l;t ʊ n.ə l;Tunnel;t ʊ n ə l;;;t ʊ n . ə l;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
159956;5931;-1;(...);;;;;;;;;;
0;165886;-1;;;;;;;;;Das Gemälde im Museum verbarg einen geheimen Tunnel;;
