BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;2645;0;ʔ;;In;? I n;;;;;;;
3842;2204;0;ɪ;;In;? I n;;;;;;;
6047;3968;0;n;;In;? I n;;;;;;;
10016;2204;1;d;;der;d e: 6;;;;;;;
12221;2204;1;eː;;der;d e: 6;;;;;;;
14426;3086;1;ɐ;;der;d e: 6;;;;;;;
17513;6614;2;ts;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
24128;3086;2;v;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
27215;7055;2;iː;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
34271;3527;2;l;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
37799;2645;2;ɪ;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
40445;3968;2;ç;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
44414;3968;2;t;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
48383;5291;2;s;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
53675;8378;2;oː;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
62054;3527;2;n;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
65582;5291;2;ə;;Zwielichtzone;ts v i: l I C t s o: n @;;;;;;;
70874;7937;3;f;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
78812;1322;3;ɛ;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
80135;1322;3;ɐ;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
81458;1763;3;z;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
83222;1322;3;ɪ;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
84545;1322;3;ç;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
85868;4409;3;v;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
90278;2645;3;ɪ;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
92924;2204;3;m;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
95129;1322;3;ə;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
96452;3968;3;n;;verschwimmen;f E 6 z I C v I m @ n;;;;;;;
100421;2204;4;d;;die;d i:;;;;;;;
102626;3968;4;iː;;die;d i:;;;;;;;
106595;3086;5;ɡ;;Grenzen;g r E n ts @ n;;;;;;;
109682;4850;5;r;;Grenzen;g r E n ts @ n;;;;;;;
114533;3527;5;ɛ;;Grenzen;g r E n ts @ n;;;;;;;
118061;4409;5;n;;Grenzen;g r E n ts @ n;;;;;;;
122471;6173;5;ts;;Grenzen;g r E n ts @ n;;;;;;;
128645;1322;5;ə;;Grenzen;g r E n ts @ n;;;;;;;
129968;2204;5;n;;Grenzen;g r E n ts @ n;;;;;;;
132173;1322;6;d;;der;d e: 6;;;;;;;
133496;2204;6;eː;;der;d e: 6;;;;;;;
135701;2204;6;ɐ;;der;d e: 6;;;;;;;
137906;1763;7;r;;Realität;r e a l i t E: t;;;;;;;
139670;8378;7;e;;Realität;r e a l i t E: t;;;;;;;
148049;3086;7;a;;Realität;r e a l i t E: t;;;;;;;
151136;2645;7;l;;Realität;r e a l i t E: t;;;;;;;
153782;2204;7;i;;Realität;r e a l i t E: t;;;;;;;
155987;6614;7;t;;Realität;r e a l i t E: t;;;;;;;
162602;11024;7;ɛː;;Realität;r e a l i t E: t;;;;;;;
173627;1763;7;t;;Realität;r e a l i t E: t;;;;;;;
175391;8928;-1;(...);;;;;;;;;;
