BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3400;0;d;;Die;d i:;;;;;;;
3401;3968;0;iː;;Die;d i:;;;;;;;
7370;1322;1;ʔ;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
8693;4850;1;e;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
13544;2645;1;v;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
16190;3086;1;o;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
19277;1322;1;l;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
20600;3968;1;u;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
24569;5732;1;ts;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
30302;1322;1;j;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
31625;5291;1;oː;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
36917;2204;1;n;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
39122;4409;1;s;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
43532;4850;1;t;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
48383;6173;1;e;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
54557;3968;1;o;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
58526;1322;1;r;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
59849;8378;1;iː;;Evolutionstheorie;? e v o l u ts j o: n s t e o r i:;;;;;;;
68228;4850;2;p;;prägt;p r E: k t;;;;;;;
73079;2645;2;r;;prägt;p r E: k t;;;;;;;
75725;4850;2;ɛː;;prägt;p r E: k t;;;;;;;
80576;3527;2;k;;prägt;p r E: k t;;;;;;;
84104;3086;2;t;;prägt;p r E: k t;;;;;;;
87191;1322;3;ʔ;;unser;? U n z 6;;;;;;;
88514;2204;3;ʊ;;unser;? U n z 6;;;;;;;
90719;1322;3;n;;unser;? U n z 6;;;;;;;
92042;3527;3;z;;unser;? U n z 6;;;;;;;
95570;3086;3;ɐ;;unser;? U n z 6;;;;;;;
98657;3086;4;f;;Verständnis;f E 6 S t E n t n I S;;;;;;;
101744;2204;4;ɛ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
103949;2204;4;ɐ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
106154;2645;4;ʃ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
108800;2645;4;t;;Verständnis;f E 6 S t E n t n I S;;;;;;;
111446;5291;4;ɛ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
116738;2204;4;n;;Verständnis;f E 6 S t E n t n I S;;;;;;;
118943;3527;4;t;;Verständnis;f E 6 S t E n t n I S;;;;;;;
122471;3086;4;n;;Verständnis;f E 6 S t E n t n I S;;;;;;;
125558;2645;4;ɪ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
128204;1322;4;ʃ;;Verständnis;f E 6 S t E n t n I S;;;;;;;
129527;3968;5;d;;des;d E s;;;;;;;
133496;2204;5;ɛ;;des;d E s;;;;;;;
135701;4409;5;s;;des;d E s;;;;;;;
140111;2645;6;l;;Lebens;l e: b @ n s;;;;;;;
142757;6173;6;eː;;Lebens;l e: b @ n s;;;;;;;
148931;1322;6;b;;Lebens;l e: b @ n s;;;;;;;
150254;1763;6;ə;;Lebens;l e: b @ n s;;;;;;;
152018;1322;6;n;;Lebens;l e: b @ n s;;;;;;;
153341;5291;6;s;;Lebens;l e: b @ n s;;;;;;;
158633;3968;7;n;;nachhaltig;n a: x h a l t I C;;;;;;;
162602;6173;7;aː;;nachhaltig;n a: x h a l t I C;;;;;;;
168776;5732;7;x;;nachhaltig;n a: x h a l t I C;;;;;;;
174509;1763;7;h;;nachhaltig;n a: x h a l t I C;;;;;;;
176273;1763;7;a;;nachhaltig;n a: x h a l t I C;;;;;;;
178037;4409;7;l;;nachhaltig;n a: x h a l t I C;;;;;;;
182447;5291;7;t;;nachhaltig;n a: x h a l t I C;;;;;;;
187739;3527;7;ɪ;;nachhaltig;n a: x h a l t I C;;;;;;;
191267;6173;7;ç;;nachhaltig;n a: x h a l t I C;;;;;;;
197441;6846;-1;(...);;;;;;;;;;
