BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;-1;(...);;;;;;;;;;
2078;2204;0;d;;Die;d i:;;;;;;;
4283;7055;0;iː;;Die;d i:;;;;;;;
11339;2204;1;l;;Liebe;l i: b @;;;;;;;
13544;7937;1;iː;;Liebe;l i: b @;;;;;;;
21482;3968;1;b;;Liebe;l i: b @;;;;;;;
25451;5732;1;ə;;Liebe;l i: b @;;;;;;;
31184;1322;2;ʔ;;erblühte;? E 6 r b l y: t @;;;;;;;
32507;1322;2;ɛ;;erblühte;? E 6 r b l y: t @;;;;;;;
33830;1763;2;ɐ;;erblühte;? E 6 r b l y: t @;;;;;;;
35594;1322;2;r;;erblühte;? E 6 r b l y: t @;;;;;;;
36917;3527;2;b;;erblühte;? E 6 r b l y: t @;;;;;;;
40445;2645;2;l;;erblühte;? E 6 r b l y: t @;;;;;;;
43091;3968;2;yː;;erblühte;? E 6 r b l y: t @;;;;;;;
47060;6173;2;t;;erblühte;? E 6 r b l y: t @;;;;;;;
53234;2645;2;ə;;erblühte;? E 6 r b l y: t @;;;;;;;
55880;2645;3;v;;wie;v i:;;;;;;;
58526;3527;3;iː;;wie;v i:;;;;;;;
62054;1322;4;ʔ;;eine;? aI n @;;;;;;;
63377;5732;4;aɪ;;eine;? aI n @;;;;;;;
69110;2204;4;n;;eine;? aI n @;;;;;;;
71315;2204;4;ə;;eine;? aI n @;;;;;;;
73520;6173;5;z;;seltene;z E l t @ n @;;;;;;;
79694;5291;5;ɛ;;seltene;z E l t @ n @;;;;;;;
84986;1763;5;l;;seltene;z E l t @ n @;;;;;;;
86750;4850;5;t;;seltene;z E l t @ n @;;;;;;;
91601;3527;5;ə;;seltene;z E l t @ n @;;;;;;;
95129;2204;5;n;;seltene;z E l t @ n @;;;;;;;
97334;3968;5;ə;;seltene;z E l t @ n @;;;;;;;
101303;3968;6;b;;Blume;b l u: m @;;;;;;;
105272;1322;6;l;;Blume;b l u: m @;;;;;;;
106595;7496;6;uː;;Blume;b l u: m @;;;;;;;
114092;3968;6;m;;Blume;b l u: m @;;;;;;;
118061;4409;6;ə;;Blume;b l u: m @;;;;;;;
122471;1322;7;ʔ;;im;? I m;;;;;;;
123794;1322;7;ɪ;;im;? I m;;;;;;;
125117;5732;7;m;;im;? I m;;;;;;;
130850;1763;8;v;;Winter;v I n t 6;;;;;;;
132614;4850;8;ɪ;;Winter;v I n t 6;;;;;;;
137465;5291;8;n;;Winter;v I n t 6;;;;;;;
142757;6173;8;t;;Winter;v I n t 6;;;;;;;
148931;11024;8;ɐ;;Winter;v I n t 6;;;;;;;
159956;5419;-1;(...);;;;;;;;;;
