BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;-1;(...);;;;;;;;;;
1637;2204;0;d;;Der;d e: 6;;;;;;;
3842;3527;0;eː;;Der;d e: 6;;;;;;;
7370;4409;0;ɐ;;Der;d e: 6;;;;;;;
11780;3527;1;b;;bunte;b U n t @;;;;;;;
15308;5732;1;ʊ;;bunte;b U n t @;;;;;;;
21041;3968;1;n;;bunte;b U n t @;;;;;;;
25010;4850;1;t;;bunte;b U n t @;;;;;;;
29861;3968;1;ə;;bunte;b U n t @;;;;;;;
33830;4409;2;d;;Drachen;d r a x @ n;;;;;;;
38240;3527;2;r;;Drachen;d r a x @ n;;;;;;;
41768;4850;2;a;;Drachen;d r a x @ n;;;;;;;
46619;6173;2;x;;Drachen;d r a x @ n;;;;;;;
52793;9701;2;ə;;Drachen;d r a x @ n;;;;;;;
62495;1763;2;n;;Drachen;d r a x @ n;;;;;;;
64259;4850;3;ʃ;;steigt;S t aI k t;;;;;;;
69110;3527;3;t;;steigt;S t aI k t;;;;;;;
72638;4850;3;aɪ;;steigt;S t aI k t;;;;;;;
77489;2645;3;k;;steigt;S t aI k t;;;;;;;
80135;2645;3;t;;steigt;S t aI k t;;;;;;;
82781;6173;4;h;;hoch;h o: x;;;;;;;
88955;9701;4;oː;;hoch;h o: x;;;;;;;
98657;4850;4;x;;hoch;h o: x;;;;;;;
103508;1763;5;ʔ;;in;? I n;;;;;;;
105272;2204;5;ɪ;;in;? I n;;;;;;;
107477;2204;5;n;;in;? I n;;;;;;;
109682;1763;6;d;;den;d e: n;;;;;;;
111446;3527;6;eː;;den;d e: n;;;;;;;
114974;1322;6;n;;den;d e: n;;;;;;;
116297;4850;7;h;;Himmel;h I m @ l;;;;;;;
121148;3086;7;ɪ;;Himmel;h I m @ l;;;;;;;
124235;3968;7;m;;Himmel;h I m @ l;;;;;;;
128204;8819;7;ə;;Himmel;h I m @ l;;;;;;;
137024;3086;7;l;;Himmel;h I m @ l;;;;;;;
140111;7856;-1;(...);;;;;;;;;;
