,phone,phone_surprisal,phone_entropy,word,id,word_order,phone_num
0,ʔ,,,ein,dis_205,1,1
1,aɪ,3.2589392271272044,2.2410469552427026,ein,dis_205,1,2
2,n,0.06414877737702182,0.23716810887047335,ein,dis_205,1,3
3,l,,,lächeln,dis_205,2,1
4,ɛ,3.591851539150573,0.29330381217232326,lächeln,dis_205,2,2
5,ç,3.752521613309578,0.02625760923624758,lächeln,dis_205,2,3
6,ə,0.9035170494225292,0.0021469414546893576,lächeln,dis_205,2,4
7,l,0.10823221626307625,0.0011462845424289195,lächeln,dis_205,2,5
8,n,0.3804218951017233,0.0010520049316222193,lächeln,dis_205,2,6
9,ʔ,,,erhellte,dis_205,3,1
10,ɛ,2.750844299944567,2.2410469552427026,erhellte,dis_205,3,2
11,ɐ,1.4584969957572176,0.34590391870179166,erhellte,dis_205,3,3
12,m,6.136012876402541,0.1359483678182793,erhellte,dis_205,3,4
13,h,3.8637258360192175,0.0032703107533750336,erhellte,dis_205,3,5
14,ɛ,2.8420394512585485,0.00025937139722990304,erhellte,dis_205,3,6
15,l,-0.0,3.881092447705184e-05,erhellte,dis_205,3,7
16,t,0.31797008131867915,3.881092447705184e-05,erhellte,dis_205,3,8
17,ə,2.3824696368224134,3.0352470481994753e-05,erhellte,dis_205,3,9
18,d,,,das,dis_205,4,1
19,a,1.5680214066406188,1.074776093989791,das,dis_205,4,2
20,s,0.787595526969828,0.35786606826723727,das,dis_205,4,3
21,ɡ,,,gesicht,dis_205,5,1
22,ə,1.2358945389701446,0.5701678078478355,gesicht,dis_205,5,2
23,z,2.9718958762280887,0.26212889119126337,gesicht,dis_205,5,3
24,ɪ,3.181391581896051,0.02872667148338933,gesicht,dis_205,5,4
25,ç,0.031920199688600485,0.003611979143443762,gesicht,dis_205,5,5
26,t,0.10496422703662873,0.003495678088808943,gesicht,dis_205,5,6
27,d,,,des,dis_205,6,1
28,ɛ,4.80404383378558,1.074776093989791,des,dis_205,6,2
29,s,1.5816567243042106,0.05403012107367732,des,dis_205,6,3
30,m,,,müden,dis_205,7,1
31,yː,8.802724248027657,0.6236166673650485,müden,dis_205,7,2
32,d,0.8007051192864976,0.0020836990814793294,müden,dis_205,7,3
33,ə,0.040421746624601296,0.0010962258146287275,müden,dis_205,7,4
34,n,5.498831078692247,0.001054052463805729,müden,dis_205,7,5
35,r,,,reisenden,dis_205,8,1
36,aɪ,3.0732203866696404,0.19941723343125461,reisenden,dis_205,8,2
37,z,3.5604160252768247,0.023645218497965612,reisenden,dis_205,8,3
38,ə,0.013561936353798392,0.0020586731942941433,reisenden,dis_205,8,4
39,n,1.614716712014875,0.002029919125719,reisenden,dis_205,8,5
40,d,2.0899047338101875,0.0006827381014395901,reisenden,dis_205,8,6
41,ə,0.35562814249929847,0.00018556996036644597,reisenden,dis_205,8,7
42,n,1.1045199872234437,0.00014362983028027725,reisenden,dis_205,8,8
43,d,,,die,dis_136,1,1
44,iː,2.650458870553376,1.074776093989791,die,dis_136,1,2
45,l,,,lampe,dis_136,2,1
46,a,1.6441748501795022,0.29330381217232326,lampe,dis_136,2,2
47,m,7.260376149112906,0.0925109476438518,lampe,dis_136,2,3
48,p,0.8350679340182817,0.0008406196519889229,lampe,dis_136,2,4
49,ə,0.18929127161012194,0.00045234291544087447,lampe,dis_136,2,5
50,ʔ,,,erhellte,dis_136,3,1
51,ɛ,2.750844299944567,2.2410469552427026,erhellte,dis_136,3,2
52,ɐ,1.4584969957572176,0.34590391870179166,erhellte,dis_136,3,3
53,m,6.136012876402541,0.1359483678182793,erhellte,dis_136,3,4
54,h,3.8637258360192175,0.0032703107533750336,erhellte,dis_136,3,5
55,ɛ,2.8420394512585485,0.00025937139722990304,erhellte,dis_136,3,6
56,l,-0.0,3.881092447705184e-05,erhellte,dis_136,3,7
57,t,0.31797008131867915,3.881092447705184e-05,erhellte,dis_136,3,8
58,ə,2.3824696368224134,3.0352470481994753e-05,erhellte,dis_136,3,9
59,d,,,den,dis_136,4,1
60,eː,2.6740124257360707,1.074776093989791,den,dis_136,4,2
61,n,1.7418462024256847,0.15308446785274016,den,dis_136,4,3
62,r,,,raum,dis_136,5,1
63,aʊ,3.3827727224542428,0.19941723343125461,raum,dis_136,5,2
64,m,3.3460283446878485,0.0174526449181644,raum,dis_136,5,3
65,m,,,mit,dis_136,6,1
66,ɪ,2.0673509384110798,0.6236166673650485,mit,dis_136,6,2
67,t,0.9597259623144939,0.12431584262009066,mit,dis_136,6,3
68,v,,,warmem,dis_136,7,1
69,a,1.5930162103589418,0.854418881101613,warmem,dis_136,7,2
70,r,3.1285446797568692,0.2701258789326657,warmem,dis_136,7,3
71,m,5.876981139372626,0.036440114081548416,warmem,dis_136,7,4
72,ə,1.6642342087582656,0.0009341660885130205,warmem,dis_136,7,5
73,m,5.679681157974295,0.0003169007015127813,warmem,dis_136,7,6
74,l,,,licht,dis_136,8,1
75,ɪ,5.069829494033621,0.29330381217232326,licht,dis_136,8,2
76,ç,1.981453663754239,0.010370482910128109,licht,dis_136,8,3
77,t,0.02805353101128763,0.002471043467950544,licht,dis_136,8,4
78,ʔ,,,auf,dis_180,1,1
79,aʊ,3.858868143146389,2.2410469552427026,auf,dis_180,1,2
80,f,1.1226337252700107,0.18594995903978884,auf,dis_180,1,3
81,d,,,dem,dis_180,2,1
82,eː,2.6740124257360707,1.074776093989791,dem,dis_180,2,2
83,m,2.7714931078373874,0.15308446785274016,dem,dis_180,2,3
84,j,,,jahrmarkt,dis_180,3,1
85,aː,3.6873321743609435,0.16543315089271474,jahrmarkt,dis_180,3,2
86,r,0.29859869689073937,0.01627925516338449,jahrmarkt,dis_180,3,3
87,m,7.708876085018186,0.012488029690247622,jahrmarkt,dis_180,3,4
88,a,0.10106152778187477,8.724083305449678e-05,jahrmarkt,dis_180,3,5
89,r,-0.0,7.99116000285684e-05,jahrmarkt,dis_180,3,6
90,k,-0.0,7.99116000285684e-05,jahrmarkt,dis_180,3,7
91,t,-0.0,7.99116000285684e-05,jahrmarkt,dis_180,3,8
92,f,,,fand,dis_180,4,1
93,a,3.4475017034462407,0.6355156082837807,fand,dis_180,4,2
94,n,3.770236685095855,0.06277072033267424,fand,dis_180,4,3
95,t,0.4463489553415621,0.004934100914806983,fand,dis_180,4,4
96,z,,,sie,dis_180,5,1
97,iː,1.469619257747852,0.6041195836525136,sie,dis_180,5,2
98,d,,,das,dis_180,6,1
99,a,1.5680214066406188,1.074776093989791,das,dis_180,6,2
100,s,0.787595526969828,0.35786606826723727,das,dis_180,6,3
101,t,,,ticket,dis_180,7,1
102,ɪ,6.972791722638043,0.46355329219979374,ticket,dis_180,7,2
103,k,3.0655461452563957,0.005070070404359772,ticket,dis_180,7,3
104,ə,0.6079300622682818,0.0006492325516377039,ticket,dis_180,7,4
105,t,0.24583474818497694,0.0004121643309693091,ticket,dis_180,7,5
106,ʔ,,,ins,dis_180,8,1
107,ɪ,1.7669356894197654,2.2410469552427026,ins,dis_180,8,2
108,n,2.8633342602695935,0.44260385181950945,ins,dis_180,8,3
109,s,4.0245976008535225,0.08647769743864933,ins,dis_180,8,4
110,ʔ,,,abenteuer,dis_180,9,1
111,aː,5.126992158848271,2.2410469552427026,abenteuer,dis_180,9,2
112,b,0.2888377247004695,0.06550742461597563,abenteuer,dis_180,9,3
113,ə,3.540414344372961,0.04730958279941765,abenteuer,dis_180,9,4
114,n,0.033288912136794274,0.006393581784515729,abenteuer,dis_180,9,5
115,t,0.012934778894941308,0.006184049033536909,abenteuer,dis_180,9,6
116,ɔʏ,4.315058816628415,0.006097726141335019,abenteuer,dis_180,9,7
117,ɐ,0.016782682460437615,0.00040803932442489213,abenteuer,dis_180,9,8
118,m,,,mit,dis_066,1,1
119,ɪ,2.0673509384110798,0.6236166673650485,mit,dis_066,1,2
120,t,0.9597259623144939,0.12431584262009066,mit,dis_066,1,3
121,z,,,samthandschuhen,dis_066,2,1
122,a,2.4090400396700775,0.6041195836525136,samthandschuhen,dis_066,2,2
123,m,6.522615040640743,0.14192444844623628,samthandschuhen,dis_066,2,3
124,t,4.828266243153165,0.0023590057529782778,samthandschuhen,dis_066,2,4
125,h,2.669026765509631,9.299344029888659e-05,samthandschuhen,dis_066,2,5
126,a,-0.0,1.649372964259825e-05,samthandschuhen,dis_066,2,6
127,n,-0.0,1.649372964259825e-05,samthandschuhen,dis_066,2,7
128,t,-0.0,1.649372964259825e-05,samthandschuhen,dis_066,2,8
129,ʃ,-0.0,1.649372964259825e-05,samthandschuhen,dis_066,2,9
130,uː,-0.0,1.649372964259825e-05,samthandschuhen,dis_066,2,10
131,ə,0.1627295000381083,1.649372964259825e-05,samthandschuhen,dis_066,2,11
132,n,1.4811266897366162,1.4580177431491516e-05,samthandschuhen,dis_066,2,12
133,b,,,betrachtet,dis_066,3,1
134,ə,1.9423892193026466,0.48810590209500676,betrachtet,dis_066,3,2
135,t,3.690551224692779,0.15036762491971012,betrachtet,dis_066,3,3
136,r,1.2109080142354636,0.012374545104526622,betrachtet,dis_066,3,4
137,a,2.111783313011127,0.005465990792414597,betrachtet,dis_066,3,5
138,x,0.5597365244329828,0.0013078298597884283,betrachtet,dis_066,3,6
139,t,-0.0,0.000854365786051482,betrachtet,dis_066,3,7
140,ə,0.35808409652488743,0.000854365786051482,betrachtet,dis_066,3,8
141,t,1.4488380819287456,0.0006504973496736654,betrachtet,dis_066,3,9
142,d,,,der,dis_066,4,1
143,eː,2.6740124257360707,1.074776093989791,der,dis_066,4,2
144,ɐ,0.8765551008298207,0.15308446785274016,der,dis_066,4,3
145,k,,,künstler,dis_066,5,1
146,ʏ,6.02335055025167,0.46467499767391635,künstler,dis_066,5,2
147,n,2.7284530501986297,0.008470606283917147,künstler,dis_066,5,3
148,s,0.6783542605379252,0.0014710919111325244,künstler,dis_066,5,4
149,t,-0.0,0.0009078550501986146,künstler,dis_066,5,5
150,l,0.11578316483723965,0.0009078550501986146,künstler,dis_066,5,6
151,ɐ,0.9604633661111112,0.0008330355447672647,künstler,dis_066,5,7
152,z,,,sein,dis_066,6,1
153,aɪ,3.387560437754885,0.6041195836525136,sein,dis_066,6,2
154,n,0.5177701576987906,0.06573719114532578,sein,dis_066,6,3
155,ʔ,,,unvollendetes,dis_066,7,1
156,ʊ,3.2187657185449967,2.2410469552427026,unvollendetes,dis_066,7,2
157,n,0.21586674836719344,0.23405879094649534,unvollendetes,dis_066,7,3
158,v,7.562755008532109,0.19299134541796917,unvollendetes,dis_066,7,4
159,ɔ,4.468769483216635,0.0024007496063037726,unvollendetes,dis_066,7,5
160,l,-0.0,0.00011537009873926069,unvollendetes,dis_066,7,6
161,ʔ,1.8735886204576913,0.00011537009873926069,unvollendetes,dis_066,7,7
162,ɛ,-0.0,3.218400580067615e-05,unvollendetes,dis_066,7,8
163,n,-0.0,3.218400580067615e-05,unvollendetes,dis_066,7,9
164,d,-0.0,3.218400580067615e-05,unvollendetes,dis_066,7,10
165,ə,-0.0,3.218400580067615e-05,unvollendetes,dis_066,7,11
166,t,-0.0,3.218400580067615e-05,unvollendetes,dis_066,7,12
167,ə,0.8616165158440776,3.218400580067615e-05,unvollendetes,dis_066,7,13
168,s,2.7725895038969277,1.802223626604621e-05,unvollendetes,dis_066,7,14
169,m,,,meisterwerk,dis_066,8,1
170,aɪ,2.8399117399858715,0.6236166673650485,meisterwerk,dis_066,8,2
171,s,4.712988810445676,0.08408147696307422,meisterwerk,dis_066,8,3
172,t,0.06883563434945379,0.004615660497001113,meisterwerk,dis_066,8,4
173,ɐ,0.9908412059262136,0.00433178423794416,meisterwerk,dis_066,8,5
174,v,4.942230705782728,0.0021373479135234725,meisterwerk,dis_066,8,6
175,ɛ,0.14362467564572842,9.149920830119896e-05,meisterwerk,dis_066,8,7
176,ɐ,-0.0,8.09029747998619e-05,meisterwerk,dis_066,8,8
177,k,-0.0,8.09029747998619e-05,meisterwerk,dis_066,8,9
178,d,,,die,dis_259,1,1
179,iː,2.650458870553376,1.074776093989791,die,dis_259,1,2
180,p,,,polizei,dis_259,2,1
181,o,3.906700302605739,0.15977060410334676,polizei,dis_259,2,2
182,l,0.6173261305716906,0.010795195869845101,polizei,dis_259,2,3
183,i,0.028777633147805792,0.006642661596322439,polizei,dis_259,2,4
184,ts,0.29766665986639,0.006445736335479543,polizei,dis_259,2,5
185,aɪ,0.42523442870256106,0.005027793500291741,polizei,dis_259,2,6
186,ʔ,,,ermittelt,dis_259,3,1
187,ɛ,2.750844299944567,2.2410469552427026,ermittelt,dis_259,3,2
188,ɐ,1.4584969957572176,0.34590391870179166,ermittelt,dis_259,3,3
189,m,6.136012876402541,0.1359483678182793,ermittelt,dis_259,3,4
190,ɪ,2.4486883367403713,0.0032703107533750336,ermittelt,dis_259,3,5
191,t,-0.0,0.0006067892155529695,ermittelt,dis_259,3,6
192,ə,1.5074837480434393,0.0006067892155529695,ermittelt,dis_259,3,7
193,l,-0.0,0.00021906775936919552,ermittelt,dis_259,3,8
194,t,1.1725794548882902,0.00021906775936919552,ermittelt,dis_259,3,9
195,n,,,nach,dis_259,4,1
196,aː,3.678387444722206,0.41426992892455883,nach,dis_259,4,2
197,x,0.3836473724010814,0.04216024576257092,nach,dis_259,4,3
198,ʔ,,,einem,dis_259,5,1
199,aɪ,3.2589392271272044,2.2410469552427026,einem,dis_259,5,2
200,n,0.06414877737702182,0.23716810887047335,einem,dis_259,5,3
201,ə,1.2421537785498582,0.22043457454325524,einem,dis_259,5,4
202,m,2.956661668467553,0.08637808006746195,einem,dis_259,5,5
203,ʔ,,,überfall,dis_259,6,1
204,yː,6.146344252775599,2.2410469552427026,überfall,dis_259,6,2
205,b,0.018697621733419642,0.04831564247025884,überfall,dis_259,6,3
206,ɐ,0.12118777150305626,0.0475096031642237,überfall,dis_259,6,4
207,f,5.128982376710782,0.043264603006291404,überfall,dis_259,6,5
208,a,0.9324221293759225,0.001644435510239282,überfall,dis_259,6,6
209,l,0.45931753402115455,0.0007889549382898729,überfall,dis_259,6,7
210,ʔ,,,in,dis_259,7,1
211,ɪ,1.7669356894197654,2.2410469552427026,in,dis_259,7,2
212,n,2.8633342602695935,0.44260385181950945,in,dis_259,7,3
213,d,,,der,dis_259,8,1
214,eː,2.6740124257360707,1.074776093989791,der,dis_259,8,2
215,ɐ,0.8765551008298207,0.15308446785274016,der,dis_259,8,3
216,ʔ,,,innenstadt,dis_259,9,1
217,ɪ,1.7669356894197654,2.2410469552427026,innenstadt,dis_259,9,2
218,n,2.8633342602695935,0.44260385181950945,innenstadt,dis_259,9,3
219,ə,7.161287295765742,0.08647769743864933,innenstadt,dis_259,9,4
220,n,1.1398229696528974,0.001219770508725951,innenstadt,dis_259,9,5
221,ʃ,2.705692947398299,0.0005755683860205868,innenstadt,dis_259,9,6
222,t,0.036144563735094865,8.879019278513568e-05,innenstadt,dis_259,9,7
223,a,0.024609467344001414,8.57979985365386e-05,innenstadt,dis_259,9,8
224,t,-0.0,8.388444632543187e-05,innenstadt,dis_259,9,9
225,d,,,die,dis_126,1,1
226,iː,2.650458870553376,1.074776093989791,die,dis_126,1,2
227,k,,,katze,dis_126,2,1
228,a,1.5356545500572338,0.46467499767391635,katze,dis_126,2,2
229,t,5.379104404009695,0.14014901106822475,katze,dis_126,2,3
230,s,1.8526568454179795,0.004968913005829769,katze,dis_126,2,4
231,ə,0.25875975073346774,0.0013158999024501928,katze,dis_126,2,5
232,ʃ,,,schnurrte,dis_126,3,1
233,n,4.821267857275295,0.40221886521989353,schnurrte,dis_126,3,2
234,u,6.230849020139947,0.014089336614950638,schnurrte,dis_126,3,3
235,r,0.6895184317637459,0.0002548314952830698,schnurrte,dis_126,3,4
236,t,3.443606651475614,0.0001585363332110023,schnurrte,dis_126,3,5
237,ə,2.643856189774725,1.5963412768125787e-05,schnurrte,dis_126,3,6
238,ts,,,zufrieden,dis_126,4,1
239,u,0.6818901525863695,0.23052324275521557,zufrieden,dis_126,4,2
240,f,6.443147783520081,0.12122880678679857,zufrieden,dis_126,4,3
241,r,1.4470614156507748,0.002354445435716358,zufrieden,dis_126,4,4
242,iː,0.0020312499531357667,0.0008547713305534568,zufrieden,dis_126,4,5
243,d,0.004071099818644732,0.00085285777834235,zufrieden,dis_126,4,6
244,ə,-0.0,0.0008490306739201367,zufrieden,dis_126,4,7
245,n,-0.0,0.0008490306739201367,zufrieden,dis_126,4,8
246,ʔ,,,auf,dis_126,5,1
247,aʊ,3.858868143146389,2.2410469552427026,auf,dis_126,5,2
248,f,1.1226337252700107,0.18594995903978884,auf,dis_126,5,3
249,d,,,dem,dis_126,6,1
250,eː,2.6740124257360707,1.074776093989791,dem,dis_126,6,2
251,m,2.7714931078373874,0.15308446785274016,dem,dis_126,6,3
252,v,,,warmen,dis_126,7,1
253,a,1.5930162103589418,0.854418881101613,warmen,dis_126,7,2
254,r,3.1285446797568692,0.2701258789326657,warmen,dis_126,7,3
255,m,5.876981139372626,0.036440114081548416,warmen,dis_126,7,4
256,ə,1.6642342087582656,0.0009341660885130205,warmen,dis_126,7,5
257,n,1.8664496695800215,0.0003169007015127813,warmen,dis_126,7,6
258,z,,,sofa,dis_126,8,1
259,oː,6.726359801039166,0.6041195836525136,sofa,dis_126,8,2
260,f,4.95986342447956,0.00852862375514401,sofa,dis_126,8,3
261,a,0.7608722101651505,0.00034651328582888466,sofa,dis_126,8,4
262,d,,,der,dis_038,1,1
263,eː,2.6740124257360707,1.074776093989791,der,dis_038,1,2
264,ɐ,0.8765551008298207,0.15308446785274016,der,dis_038,1,3
265,ʔ,,,abenteurer,dis_038,2,1
266,aː,5.126992158848271,2.2410469552427026,abenteurer,dis_038,2,2
267,b,0.2888377247004695,0.06550742461597563,abenteurer,dis_038,2,3
268,ə,3.540414344372961,0.04730958279941765,abenteurer,dis_038,2,4
269,n,0.033288912136794274,0.006393581784515729,abenteurer,dis_038,2,5
270,t,0.012934778894941308,0.006184049033536909,abenteurer,dis_038,2,6
271,øː,7.138593665741452,0.006097726141335019,abenteurer,dis_038,2,7
272,r,-0.0,6.574905392372372e-05,abenteurer,dis_038,2,8
273,ɐ,0.10496955960154265,6.574905392372372e-05,abenteurer,dis_038,2,9
274,ʔ,,,erklimmt,dis_038,3,1
275,ɛ,2.750844299944567,2.2410469552427026,erklimmt,dis_038,3,2
276,ɐ,1.4584969957572176,0.34590391870179166,erklimmt,dis_038,3,3
277,r,4.77953924249714,0.1359483678182793,erklimmt,dis_038,3,4
278,k,3.8652653220192663,0.009042167092710994,erklimmt,dis_038,3,5
279,l,0.7153737395178628,0.0006489537822644591,erklimmt,dis_038,3,6
280,ɪ,4.106751450482891,0.00036913700007310993,erklimmt,dis_038,3,7
281,m,2.8826430493618416,2.4420775051293957e-05,erklimmt,dis_038,3,8
282,t,1.0,3.8271044222134645e-06,erklimmt,dis_038,3,9
283,d,,,den,dis_038,4,1
284,eː,2.6740124257360707,1.074776093989791,den,dis_038,4,2
285,n,1.7418462024256847,0.15308446785274016,den,dis_038,4,3
286,ʃ,,,steilen,dis_038,5,1
287,t,1.8671643077321751,0.40221886521989353,steilen,dis_038,5,2
288,aɪ,4.960291082814704,0.11545154980933205,steilen,dis_038,5,3
289,l,5.8757988269042505,0.003985053384854543,steilen,dis_038,5,4
290,ə,2.2030117935006555,8.509093954039942e-05,steilen,dis_038,5,5
291,n,0.6251515908368552,1.956614482105468e-05,steilen,dis_038,5,6
292,ɡ,,,gipfel,dis_038,6,1
293,ɪ,6.548427587833709,0.5701678078478355,gipfel,dis_038,6,2
294,p,5.037464956919315,0.006938921911138842,gipfel,dis_038,6,3
295,f,1.1732237515439323,0.0002676622683865156,gipfel,dis_038,6,4
296,ə,-0.0,0.000119969709257327,gipfel,dis_038,6,5
297,l,-0.0,0.000119969709257327,gipfel,dis_038,6,6
298,d,,,des,dis_038,7,1
299,ɛ,4.80404383378558,1.074776093989791,des,dis_038,7,2
300,s,1.5816567243042106,0.05403012107367732,des,dis_038,7,3
301,b,,,berges,dis_038,8,1
302,ɛ,4.333550142086508,0.48810590209500676,berges,dis_038,8,2
303,ɐ,3.863819535727052,0.02506046521858344,berges,dis_038,8,3
304,ɡ,1.5169227586939817,0.0021197717940974084,berges,dis_038,8,4
305,ə,0.1503113000505549,0.0007231452271584145,berges,dis_038,8,5
306,s,3.753601595758068,0.0006345924327336482,berges,dis_038,8,6
307,ʔ,,,ein,dis_266,1,1
308,aɪ,3.2589392271272044,2.2410469552427026,ein,dis_266,1,2
309,n,0.06414877737702182,0.23716810887047335,ein,dis_266,1,3
310,n,,,neues,dis_266,2,1
311,ɔʏ,5.5962333549833065,0.41426992892455883,neues,dis_266,2,2
312,ə,0.7768779207134007,0.013470649026934622,neues,dis_266,2,3
313,s,1.9110786946105445,0.007123990916565667,neues,dis_266,2,4
314,ɡ,,,gesetz,dis_266,3,1
315,ə,1.2358945389701446,0.5701678078478355,gesetz,dis_266,3,2
316,z,2.9718958762280887,0.26212889119126337,gesetz,dis_266,3,3
317,ɛ,3.4595657043328933,0.02872667148338933,gesetz,dis_266,3,4
318,t,0.8239940988322874,0.0034813805734847745,gesetz,dis_266,3,5
319,s,0.007019848695019711,0.0019697630445197367,gesetz,dis_266,3,6
320,f,,,verbietet,dis_266,4,1
321,ɛ,1.9394388576361672,0.6355156082837807,verbietet,dis_266,4,2
322,ɐ,0.15027091443936902,0.19122862105807722,verbietet,dis_266,4,3
323,b,4.40419032636144,0.1712608421636254,verbietet,dis_266,4,4
324,ə,4.732391843071299,0.008917184684577003,verbietet,dis_266,4,5
325,iː,1.0420725201037868,0.0004058289999290081,verbietet,dis_266,4,6
326,t,0.16514846950197215,0.00018320867330507331,verbietet,dis_266,4,7
327,ə,0.0066178787645075334,0.00016048647793260234,verbietet,dis_266,4,8
328,t,1.060968017291427,0.00015948907984973665,verbietet,dis_266,4,9
329,d,,,die,dis_266,5,1
330,iː,2.650458870553376,1.074776093989791,die,dis_266,5,2
331,n,,,nutzung,dis_266,6,1
332,ʊ,6.997265583057637,0.41426992892455883,nutzung,dis_266,6,2
333,t,1.5819229735494476,0.005395522124814548,nutzung,dis_266,6,3
334,s,0.3211193001628583,0.0019656363117654917,nutzung,dis_266,6,4
335,ʊ,6.084321831678402,0.0015586782960807237,nutzung,dis_266,6,5
336,ŋ,-0.0,2.884559001741761e-05,nutzung,dis_266,6,6
337,f,,,von,dis_266,7,1
338,ɔ,2.8312960817186723,0.6355156082837807,von,dis_266,7,2
339,n,0.55660711572634,0.06852026142785311,von,dis_266,7,3
340,p,,,plastiktüten,dis_266,8,1
341,l,3.5181406355457683,0.15977060410334676,plastiktüten,dis_266,8,2
342,a,0.43549338891352396,0.013678369673862116,plastiktüten,dis_266,8,3
343,s,5.054441013460398,0.009986676136664747,plastiktüten,dis_266,8,4
344,t,0.2826171365062838,0.0003948598579346324,plastiktüten,dis_266,8,5
345,ɪ,0.04333827870978786,0.0003231300567438971,plastiktüten,dis_266,8,6
346,k,0.39140113501160867,0.00031140501161338284,plastiktüten,dis_266,8,7
347,t,3.029146345659514,0.00023537813203996998,plastiktüten,dis_266,8,8
348,yː,0.3048545815284211,3.1415822158831e-05,plastiktüten,dis_266,8,9
349,t,-0.0,2.4708432465631355e-05,plastiktüten,dis_266,8,10
350,ə,-0.0,2.4708432465631355e-05,plastiktüten,dis_266,8,11
351,n,2.0874628412503395,2.4708432465631355e-05,plastiktüten,dis_266,8,12
352,d,,,das,dis_091,1,1
353,a,1.5680214066406188,1.074776093989791,das,dis_091,1,2
354,s,0.787595526969828,0.35786606826723727,das,dis_091,1,3
355,k,,,knisternde,dis_091,2,1
356,n,6.269108105719809,0.46467499767391635,knisternde,dis_091,2,2
357,ɪ,4.551356600410224,0.007926162069240907,knisternde,dis_091,2,3
358,s,3.0156290390279286,0.0003934187728422254,knisternde,dis_091,2,4
359,t,-0.0,4.949816806427869e-05,knisternde,dis_091,2,5
360,ɐ,-0.0,4.949816806427869e-05,knisternde,dis_091,2,6
361,n,0.6461027955350604,4.949816806427869e-05,knisternde,dis_091,2,7
362,d,2.266786540694901,3.149250687675421e-05,knisternde,dis_091,2,8
363,ə,0.19264507794239571,7.180902507265301e-06,knisternde,dis_091,2,9
364,f,,,feuer,dis_091,3,1
365,ɔʏ,7.424155098759686,0.6355156082837807,feuer,dis_091,3,2
366,ɐ,0.1795407757331126,0.004439951626932045,feuer,dis_091,3,3
367,v,,,wärmt,dis_091,4,1
368,ɛ,3.376622593115413,0.854418881101613,wärmt,dis_091,4,2
369,ɐ,5.0294488066910015,0.09072965508186728,wärmt,dis_091,4,3
370,m,3.621274894001096,0.004540075658183246,wärmt,dis_091,4,4
371,ə,0.4077694988148046,0.0003871872548560179,wärmt,dis_091,4,5
372,t,3.105243160027337,0.0002906531109788361,wärmt,dis_091,4,6
373,d,,,die,dis_091,5,1
374,iː,2.650458870553376,1.074776093989791,die,dis_091,5,2
375,k,,,kalten,dis_091,6,1
376,a,1.5356545500572338,0.46467499767391635,kalten,dis_091,6,2
377,l,5.854128046197053,0.14014901106822475,kalten,dis_091,6,3
378,t,0.8035328932929149,0.0035092954179433053,kalten,dis_091,6,4
379,ə,2.112724095991992,0.0018343077775010077,kalten,dis_091,6,5
380,n,1.2506506813779616,0.0004801227855513503,kalten,dis_091,6,6
381,h,,,hände,dis_091,7,1
382,ɛ,3.2645622405294152,0.5464500311101149,hände,dis_091,7,2
383,n,3.7212339417047438,0.070785833458249,hände,dis_091,7,3
384,d,0.29770897698456183,0.0056064750465796,hände,dis_091,7,4
385,ə,0.5115649626257358,0.004436301919233602,hände,dis_091,7,5
386,m,,,mit,dis_121,1,1
387,ɪ,2.0673509384110798,0.6236166673650485,mit,dis_121,1,2
388,t,0.9597259623144939,0.12431584262009066,mit,dis_121,1,3
389,l,,,leuchtenden,dis_121,2,1
390,ɔʏ,4.162477267662749,0.29330381217232326,leuchtenden,dis_121,2,2
391,ç,5.600839183870184,0.014530353016161202,leuchtenden,dis_121,2,3
392,t,-0.0,0.0004955626835486137,leuchtenden,dis_121,2,4
393,ə,0.46049867450869403,0.0004955626835486137,leuchtenden,dis_121,2,5
394,n,0.8089213663384112,0.00034536247956689747,leuchtenden,dis_121,2,6
395,d,1.3454320317929769,0.00019885558001869768,leuchtenden,dis_121,2,7
396,ə,0.20564692367627393,8.300516829463346e-05,leuchtenden,dis_121,2,8
397,n,1.3380929143183693,7.140303139700245e-05,leuchtenden,dis_121,2,9
398,ʔ,,,augen,dis_121,3,1
399,aʊ,3.858868143146389,2.2410469552427026,augen,dis_121,3,2
400,ɡ,5.005307202725619,0.18594995903978884,augen,dis_121,3,3
401,ə,0.06055164525784403,0.007081536366929079,augen,dis_121,3,4
402,n,0.29228611893334244,0.006678705140142375,augen,dis_121,3,5
403,l,,,lauschte,dis_121,4,1
404,aʊ,5.232550134095442,0.29330381217232326,lauschte,dis_121,4,2
405,ʃ,6.884909037190023,0.00892838495256994,lauschte,dis_121,4,3
406,t,2.023458972823989,0.000103065932737657,lauschte,dis_121,4,4
407,ə,1.376148485885249,2.5817236295477424e-05,lauschte,dis_121,4,5
408,z,,,sie,dis_121,5,1
409,iː,1.469619257747852,0.6041195836525136,sie,dis_121,5,2
410,d,,,dem,dis_121,6,1
411,eː,2.6740124257360707,1.074776093989791,dem,dis_121,6,2
412,m,2.7714931078373874,0.15308446785274016,dem,dis_121,6,3
413,d,,,duftenden,dis_121,7,1
414,ʊ,6.312042776839892,1.074776093989791,duftenden,dis_121,7,2
415,f,6.42134668182407,0.024449229682837182,duftenden,dis_121,7,3
416,t,0.29337344206537763,0.0003675367582713923,duftenden,dis_121,7,4
417,ə,1.3192120067787794,0.0002972667372636514,duftenden,dis_121,7,5
418,n,1.5827029935390315,0.00012780881474155128,duftenden,dis_121,7,6
