,phone,phone_surprisal,phone_entropy,word,target_id,word_order,phone_num
0,f,,,frische,59,1,1
1,r,3.188717278502326,0.6355174497156335,frische,59,1,2
2,ɪ,5.528574257369012,0.07235820631635168,frische,59,1,3
3,ʃ,0.7195301207943902,0.001987413616118211,frische,59,1,4
4,ə,1.1006292177357937,0.0011562129256967651,frische,59,1,5
5,ɡ,,,gardinen,59,2,1
6,a,3.6415234831287226,0.5701630781764331,gardinen,59,2,2
7,r,4.479320886052997,0.04522680152589993,gardinen,59,2,3
8,d,2.952498832999208,0.0027873369556292694,gardinen,59,2,4
9,iː,3.519658461989541,0.00038651071786611005,gardinen,59,2,5
10,n,-0.0,3.662908954744943e-05,gardinen,59,2,6
11,ə,0.3178584305783153,3.662908954744943e-05,gardinen,59,2,7
12,n,0.31685710533994055,2.901414626602846e-05,gardinen,59,2,8
13,h,,,hängen,59,3,1
14,ɛ,3.264573425772516,0.5464493382207486,hängen,59,3,2
15,ŋ,5.17398537630604,0.07078474359935433,hängen,59,3,3
16,ə,1.3132221284269043,0.0022278204626030368,hängen,59,3,4
17,n,0.30348288284766417,0.0008918571440365247,hängen,59,3,5
18,ʔ,,,am,59,4,1
19,a,1.6357452193168687,2.2410487228891505,am,59,4,2
20,m,5.757870454780846,0.8533098065212363,am,59,4,3
21,f,,,fenster,59,5,1
22,ɛ,1.9394424384642945,0.6355174497156335,fenster,59,5,2
23,n,6.432179268970871,0.1912283684147088,fenster,59,5,3
24,s,0.417246505429202,0.0022999798348161873,fenster,59,5,4
25,t,0.22878569537779042,0.0016069069025590862,fenster,59,5,5
26,ɐ,0.0012378336588539523,0.0013420634368800893,fenster,59,5,6
27,d,,,der,30,1,1
28,eː,2.674012425736514,1.0747748069098002,der,30,1,2
29,ɐ,0.8765551008297994,0.1530842885872705,der,30,1,3
30,r,,,regen,30,2,1
31,eː,3.462108012689491,0.19941777424498747,regen,30,2,2
32,ɡ,2.3501106793218,0.01561113753559591,regen,30,2,3
33,ə,0.2616798203175415,0.003738062007086332,regen,30,2,4
34,n,1.6189625848993183,0.0030350950926875354,regen,30,2,5
35,t,,,tropft,30,3,1
36,r,3.7455744746162054,0.4635526956186452,tropft,30,3,2
37,ɔ,2.635363511008748,0.04491136132201208,tropft,30,3,3
38,p,4.665819135247385,0.0070925026844619495,tropft,30,3,4
39,f,0.022694547270795253,0.00031778760769331894,tropft,30,3,5
40,t,3.0247183952039864,0.00031160411171168444,tropft,30,3,6
41,f,,,vom,30,4,1
42,ɔ,2.8312996625466624,0.6355174497156335,vom,30,4,2
43,m,3.771413413934822,0.06852017577932991,vom,30,4,3
44,d,,,dach,30,5,1
45,a,1.568021406641046,1.0747748069098002,dach,30,5,2
46,x,5.955914686394385,0.35786564093554474,dach,30,5,3
47,m,,,montag,44,1,1
48,oː,6.700667420228179,0.6236366443941769,montag,44,1,2
49,n,0.4515307137735023,0.009085681614945355,montag,44,1,3
50,t,2.7098215632176506,0.006289568562695694,montag,44,1,4
51,aː,1.010837196805724,0.0010339448496269395,montag,44,1,5
52,k,0.18496032980359225,0.0005267757750478289,montag,44,1,6
53,v,,,war,44,2,1
54,aː,3.7262485352678247,0.8544178205053973,war,44,2,2
55,r,0.1377601837463117,0.06398623644308668,war,44,2,3
56,ʔ,,,es,44,3,1
57,ɛ,2.7508470390166497,2.2410487228891505,es,44,3,2
58,s,1.2525756893257727,0.3459024941311942,es,44,3,3
59,ʔ,,,uns,44,4,1
60,ʊ,3.218766885982564,2.2410487228891505,uns,44,4,2
61,n,0.2158667483671557,0.23405850554192903,uns,44,4,3
62,s,2.7762926825069654,0.1929911121652366,uns,44,4,4
63,ts,,,zu,44,5,1
64,u,0.6818928192497886,0.23052394940373788,zu,44,5,2
65,r,,,regnerisch,44,6,1
66,eː,3.462108012689491,0.19941777424498747,regnerisch,44,6,2
67,ɡ,2.3501106793218,0.01561113753559591,regnerisch,44,6,3
68,n,3.0544856928181523,0.003738062007086332,regnerisch,44,6,4
69,ə,0.08755880234172603,0.0004878932088019491,regnerisch,44,6,5
70,r,4.818820108551059,0.00045373352989321205,regnerisch,44,6,6
71,ɪ,-0.0,2.064321291995792e-05,regnerisch,44,6,7
72,ʃ,-0.0,2.064321291995792e-05,regnerisch,44,6,8
73,d,,,der,17,1,1
74,eː,2.674012425736514,1.0747748069098002,der,17,1,2
75,ɐ,0.8765551008297994,0.1530842885872705,der,17,1,3
76,b,,,bus,17,2,1
77,ʊ,6.3189308444922725,0.4881120664797247,bus,17,2,2
78,s,2.6213310061389787,0.007973456652765984,bus,17,2,3
79,h,,,hupt,17,3,1
80,uː,7.061352370470449,0.5464493382207486,hupt,17,3,2
81,p,2.9948405156039897,0.006080223770674963,hupt,17,3,3
82,t,3.7631204006475163,0.0007749711656024706,hupt,17,3,4
83,f,,,vor,17,4,1
84,oː,3.78975523943709,0.6355174497156335,vor,17,4,2
85,ɐ,0.10402129033137938,0.04627622923829162,vor,17,4,3
86,d,,,der,17,5,1
87,eː,2.674012425736514,1.0747748069098002,der,17,5,2
88,ɐ,0.8765551008297994,0.1530842885872705,der,17,5,3
89,b,,,belebten,17,6,1
90,ə,1.9424014416075492,0.4881120664797247,belebten,17,6,2
91,l,5.296184671582993,0.15036742542242326,belebten,17,6,3
92,eː,3.636728822256362,0.004444142642832998,belebten,17,6,4
93,p,3.1728904599188734,0.00038645524093792815,belebten,17,6,5
94,t,-0.0,4.633393557621185e-05,belebten,17,6,6
95,ə,1.6051403826587867,4.633393557621185e-05,belebten,17,6,7
96,n,1.1955508091178069,1.5894227098142392e-05,belebten,17,6,8
97,h,,,haltestelle,17,7,1
98,a,0.8609053616706619,0.5464493382207486,haltestelle,17,7,2
99,l,3.788548645543303,0.269188588470656,haltestelle,17,7,3
100,t,1.0853065341745916,0.024383584036539264,haltestelle,17,7,4
101,ə,0.831073901670259,0.011480279569077484,haltestelle,17,7,5
102,ʃ,7.270402146699608,0.006516325419948117,haltestelle,17,7,6
103,t,-0.0,6.397213650066089e-05,haltestelle,17,7,7
104,ɛ,0.034454056329126195,6.397213650066089e-05,haltestelle,17,7,8
105,l,-0.0,6.205858691650508e-05,haltestelle,17,7,9
106,ə,-0.0,6.205858691650508e-05,haltestelle,17,7,10
107,z,,,sie,257,1,1
108,iː,1.4696201298495948,0.6041198393683194,sie,257,1,2
109,t,,,trägt,257,2,1
110,r,3.7455744746162054,0.4635526956186452,trägt,257,2,2
111,ɛː,4.4655018732066,0.04491136132201208,trägt,257,2,3
112,k,0.6107058072424063,0.001971818211669577,trägt,257,2,4
113,t,0.6325262620122095,0.0012327423141978314,trägt,257,2,5
114,ʔ,,,ein,257,3,1
115,aɪ,3.2589403945646755,2.2410487228891505,ein,257,3,2
116,n,0.06414877737699887,0.23716781735682246,ein,257,3,3
117,l,,,lächeln,257,4,1
118,ɛ,3.5918252051997306,0.2933054252628303,lächeln,257,4,2
119,ç,3.752553184028632,0.026258572150485705,lächeln,257,4,3
120,ə,0.9035170494225285,0.002146938605603175,lächeln,257,4,4
121,l,0.10823221626307658,0.0011462830214524302,lächeln,257,4,5
122,n,0.38042189510172264,0.0010520035372920506,lächeln,257,4,6
123,ʔ,,,im,257,5,1
124,ɪ,1.7669368568570172,2.2410487228891505,im,257,5,2
125,m,4.04787711445444,0.4426033601596914,im,257,5,3
126,ɡ,,,gesicht,257,6,1
127,ə,1.2358954763659376,0.5701630781764331,gesicht,257,6,2
128,z,2.9718896618062565,0.2621265528560844,gesicht,257,6,3
129,ɪ,3.181391581896048,0.028726634545748662,gesicht,257,6,4
130,ç,0.03192019968860065,0.003611974420411359,gesicht,257,6,5
131,t,0.10496422703663288,0.0034956735236197647,gesicht,257,6,6
132,k,,,kinder,27,1,1
133,ɪ,4.789511477098468,0.4646733962568012,kinder,27,1,2
134,n,0.5420953975918917,0.018077955692801014,kinder,27,1,3
135,d,0.7551234431306537,0.011282485671431051,kinder,27,1,4
136,ɐ,0.0752354677640594,0.006760318797898185,kinder,27,1,5
137,ʃ,,,spielen,27,2,1
138,p,2.916139796323565,0.40221135511294975,spielen,27,2,2
139,iː,2.055416407096019,0.054871350804256626,spielen,27,2,3
140,l,0.08719051898178123,0.012335383801146708,spielen,27,2,4
141,ə,1.461618733957584,0.011416557602119902,spielen,27,2,5
142,n,0.2877961558384314,0.003861567437904208,spielen,27,2,6
143,f,,,fröhlich,27,3,1
144,r,3.188717278502326,0.6355174497156335,fröhlich,27,3,2
145,øː,7.404802759699406,0.07235820631635168,fröhlich,27,3,3
146,l,0.2079412650389077,0.0005691062307486656,fröhlich,27,3,4
147,ɪ,-0.0,0.0004823159522951629,fröhlich,27,3,5
148,ç,-0.0,0.0004823159522951629,fröhlich,27,3,6
149,ʔ,,,im,27,4,1
150,ɪ,1.7669368568570172,2.2410487228891505,im,27,4,2
151,m,4.04787711445444,0.4426033601596914,im,27,4,3
152,p,,,park,27,5,1
153,a,1.5372796142756289,0.15977039222193734,park,27,5,2
154,r,2.719432908298022,0.04993793701035173,park,27,5,3
155,k,2.1343414838526553,0.008518738223825326,park,27,5,4
156,ʔ,,,ein,209,1,1
157,aɪ,3.2589403945646755,2.2410487228891505,ein,209,1,2
158,n,0.06414877737699887,0.23716781735682246,ein,209,1,3
159,ʃ,,,schiff,209,2,1
160,ɪ,5.231710040737829,0.40221135511294975,schiff,209,2,2
161,f,1.8757759890346053,0.011451405381600282,schiff,209,2,3
162,ɡ,,,gleitet,209,3,1
163,l,3.803136498536656,0.5701630781764331,gleitet,209,3,2
164,aɪ,2.083091139227039,0.040414947554388944,gleitet,209,3,3
165,t,7.0869167352394316,0.009274511757119921,gleitet,209,3,4
166,ə,0.648670988672079,0.00011228069171651843,gleitet,209,3,5
167,t,1.9958483567295324,6.986817346519143e-05,gleitet,209,3,6
168,ʔ,,,über,209,4,1
169,yː,6.146345420212952,2.2410487228891505,über,209,4,2
170,b,0.01869762173341932,0.04831557929007424,über,209,4,3
171,ɐ,0.12118777150305644,0.047509541066515774,über,209,4,4
172,d,,,das,209,5,1
173,a,1.568021406641046,1.0747748069098002,das,209,5,2
174,s,0.7875955269698235,0.35786564093554474,das,209,5,3
175,v,,,wasser,209,6,1
176,a,1.5930162103593999,0.8544178205053973,wasser,209,6,2
177,s,1.3666614652146534,0.2701255465185516,wasser,209,6,3
178,ɐ,5.363136145458842,0.07677853116750284,wasser,209,6,4
179,z,,,sie,260,1,1
180,iː,1.4696201298495948,0.6041198393683194,sie,260,1,2
181,l,,,läuft,260,2,1
182,ɔʏ,4.162482504430958,0.2933054252628303,läuft,260,2,2
183,f,2.441636343608842,0.014530334404119554,läuft,260,2,3
184,t,0.12602304715550794,0.0030124913663910234,läuft,260,2,4
185,ʔ,,,entspannt,260,3,1
186,ɛ,2.7508470390166497,2.2410487228891505,entspannt,260,3,2
187,n,3.673280958293182,0.3459024941311942,entspannt,260,3,3
188,t,0.37801596619954725,0.04353252415407605,entspannt,260,3,4
189,ʃ,1.1354348298364842,0.03418795293150786,entspannt,260,3,5
190,p,3.361740311183857,0.014476442731449997,entspannt,260,3,6
191,a,0.5097267350915778,0.0016670019460242682,entspannt,260,3,7
192,n,-0.0,0.0011284433507650665,entspannt,260,3,8
193,t,2.501941913953258,0.0011284433507650665,entspannt,260,3,9
194,ʔ,,,am,260,4,1
195,a,1.6357452193168687,2.2410487228891505,am,260,4,2
196,m,5.757870454780846,0.8533098065212363,am,260,4,3
197,ʃ,,,strand,260,5,1
198,t,1.8671573854689671,0.40221135511294975,strand,260,5,2
199,r,3.213663562647911,0.11545039998874028,strand,260,5,3
200,a,0.6132215288357259,0.014298715656101066,strand,260,5,4
201,n,3.547576209151769,0.009007179917294375,strand,260,5,5
202,t,0.03511611794458166,0.000705477658123521,strand,260,5,6
203,ʔ,,,entlang,260,6,1
204,ɛ,2.7508470390166497,2.2410487228891505,entlang,260,6,2
205,n,3.673280958293182,0.3459024941311942,entlang,260,6,3
206,t,0.37801596619954725,0.04353252415407605,entlang,260,6,4
207,l,2.7113102440190815,0.03418795293150786,entlang,260,6,5
208,a,1.776334380340265,0.004700434583466079,entlang,260,6,6
209,ŋ,1.0388059634883027,0.001585546338383918,entlang,260,6,7
210,d,,,die,69,1,1
211,iː,2.650458870553818,1.0747748069098002,die,69,1,2
212,r,,,rinder,69,2,1
213,ɪ,3.2616670717449563,0.19941777424498747,rinder,69,2,2
214,n,6.939300602811721,0.019029800547703524,rinder,69,2,3
215,d,1.2108250940074152,0.00023170971553401873,rinder,69,2,4
216,ɐ,0.3159665366486455,0.00010246808085666724,rinder,69,2,5
217,z,,,sind,69,3,1
218,ɪ,2.7285395884014725,0.6041198393683194,sind,69,3,2
219,n,1.0514107353144493,0.09179039435454486,sind,69,3,3
220,t,0.048822440605615365,0.03905295968687373,sind,69,3,4
221,n,,,noch,69,4,1
222,ɔ,3.161651228996462,0.41426642954982945,noch,69,4,2
223,x,0.42626817238147063,0.051748999012966444,noch,69,4,3
224,ʔ,,,auf,69,5,1
225,aʊ,3.8588693105840255,2.2410487228891505,auf,69,5,2
226,f,1.1226337252698098,0.18594972360693296,auf,69,5,3
227,d,,,der,69,6,1
228,eː,2.674012425736514,1.0747748069098002,der,69,6,2
229,ɐ,0.8765551008297994,0.1530842885872705,der,69,6,3
230,v,,,weide,69,7,1
231,aɪ,3.799721234902916,0.8544178205053973,weide,69,7,2
232,d,9.89264081119214,0.06965414856721525,weide,69,7,3
233,ə,0.5688067323301149,0.0001366966804972569,weide,69,7,4
234,d,,,die,207,1,1
235,iː,2.650458870553818,1.0747748069098002,die,207,1,2
236,f,,,vögel,207,2,1
237,øː,8.702049898180341,0.6355174497156335,vögel,207,2,2
238,ɡ,1.3264712359704216,0.0019233661932843288,vögel,207,2,3
239,ə,-0.0,0.0007680516063819637,vögel,207,2,4
240,l,-0.0,0.0007680516063819637,vögel,207,2,5
241,ʔ,,,umkreisten,207,3,1
242,ʊ,3.218766885982564,2.2410487228891505,umkreisten,207,3,2
243,m,2.9219210369204083,0.23405850554192903,umkreisten,207,3,3
244,k,6.667101760747899,0.037413788727728665,umkreisten,207,3,4
245,r,1.666317195562909,0.0006589394473806896,umkreisten,207,3,5
246,aɪ,0.08621795805903276,0.00019922674809181532,umkreisten,207,3,6
247,s,0.17681644777476077,0.00018540753460350912,umkreisten,207,3,7
248,t,2.3541684318875706,0.00016080381668042866,umkreisten,207,3,8
249,ə,4.467605550082998,3.4784160655088765e-05,umkreisten,207,3,9
250,n,-0.0,1.9135495841558027e-06,umkreisten,207,3,10
251,d,,,den,207,4,1
252,eː,2.674012425736514,1.0747748069098002,den,207,4,2
253,n,1.7418462024256618,0.1530842885872705,den,207,4,3
254,t,,,turm,207,5,1
255,ʊ,7.882741509725312,0.4635526956186452,turm,207,5,2
256,ɐ,0.9960577182152088,0.0027857926563410206,turm,207,5,3
257,m,2.673141319673976,0.00134678053942807,turm,207,5,4
258,d,,,die,51,1,1
259,iː,2.650458870553818,1.0747748069098002,die,51,1,2
260,ʔ,,,ärzte,51,2,1
261,ɛ,2.7508470390166497,2.2410487228891505,ärzte,51,2,2
262,ɐ,1.4584997433230527,0.3459024941311942,ärzte,51,2,3
263,ts,4.4039189033471535,0.13594720023878254,ärzte,51,2,4
264,t,4.306761199079024,0.008575014119240264,ärzte,51,2,5
265,ə,0.1677212485278693,0.0005013062939789618,ärzte,51,2,6
266,z,,,sind,51,3,1
267,ɪ,2.7285395884014725,0.6041198393683194,sind,51,3,2
268,n,1.0514107353144493,0.09179039435454486,sind,51,3,3
269,t,0.048822440605615365,0.03905295968687373,sind,51,3,4
270,d,,,damit,51,4,1
271,a,1.568021406641046,1.0747748069098002,damit,51,4,2
272,m,5.502004172860679,0.35786564093554474,damit,51,4,3
273,ɪ,0.05128228078140032,0.01038125572745736,damit,51,4,4
274,t,-0.0,0.00970754315596053,damit,51,4,5
275,ɡ,,,gar,51,5,1
276,aː,5.442838453681894,0.5701630781764331,gar,51,5,2
277,r,0.8741965716359372,0.012586006528854592,gar,51,5,3
278,n,,,nicht,51,6,1
279,ɪ,1.194009262008945,0.41426642954982945,nicht,51,6,2
280,ç,0.04789285988272652,0.13174819666839319,nicht,51,6,3
281,t,0.0013376791726174395,0.12227584848342418,nicht,51,6,4
282,ʔ,,,einverstanden,51,7,1
283,aɪ,3.2589403945646755,2.2410487228891505,einverstanden,51,7,2
284,n,0.06414877737699887,0.23716781735682246,einverstanden,51,7,3
285,f,4.122857241101341,0.22043430509471776,einverstanden,51,7,4
286,ɛ,4.5081839968887065,0.015541105983878993,einverstanden,51,7,5
287,ɐ,0.3113132082482853,0.000974691233730519,einverstanden,51,7,6
288,ʃ,0.02405271909703768,0.000749571153112483,einverstanden,51,7,7
289,t,-0.0,0.0007307334516591106,einverstanden,51,7,8
290,a,0.07558559719454759,0.0007307334516591106,einverstanden,51,7,9
291,n,-0.0,0.0006831943991147734,einverstanden,51,7,10
292,d,-0.0,0.0006831943991147734,einverstanden,51,7,11
293,ə,-0.0,0.0006831943991147734,einverstanden,51,7,12
294,n,-0.0,0.0006831943991147734,einverstanden,51,7,13
295,ʔ,,,auf,60,1,1
296,aʊ,3.8588693105840255,2.2410487228891505,auf,60,1,2
297,f,1.1226337252698098,0.18594972360693296,auf,60,1,3
298,d,,,dem,60,2,1
299,eː,2.674012425736514,1.0747748069098002,dem,60,2,2
300,m,2.771493107837365,0.1530842885872705,dem,60,2,3
301,b,,,brett,60,3,1
302,r,3.1725804612474424,0.4881120664797247,brett,60,3,2
303,ɛ,4.249645568825274,0.0570877000958653,brett,60,3,3
304,t,2.6305785998648754,0.003657716779179185,brett,60,3,4
305,l,,,leuchten,60,4,1
306,ɔʏ,4.162482504430958,0.2933054252628303,leuchten,60,4,2
307,ç,5.600839183870185,0.014530334404119554,leuchten,60,4,3
308,t,-0.0,0.0004955620131791491,leuchten,60,4,4
309,ə,0.4604986745086947,0.0004955620131791491,leuchten,60,4,5
310,n,0.8089213663384112,0.00034536201400044646,leuchten,60,4,6
311,b,,,bunte,60,5,1
312,ʊ,6.3189308444922725,0.4881120664797247,bunte,60,5,2
313,n,3.6445645700157967,0.007973456652765984,bunte,60,5,3
314,t,1.7167694882135105,0.0007440902649035593,bunte,60,5,4
315,ə,1.903659474345505,0.0002172692931707331,bunte,60,5,5
316,t,,,tulpen,60,6,1
317,ʊ,7.882741509725312,0.4635526956186452,tulpen,60,6,2
318,l,5.1118928800708945,0.0027857926563410206,tulpen,60,6,3
319,p,2.133166451432195,9.061349466154993e-05,tulpen,60,6,4
320,ə,-0.0,2.17570390496887e-05,tulpen,60,6,5
321,n,-0.0,2.17570390496887e-05,tulpen,60,6,6
322,ʔ,,,opa,150,1,1
323,oː,5.517659855290922,2.2410487228891505,opa,150,1,2
324,p,5.9239369857172175,0.05588854730960918,opa,150,1,3
325,a,1.2947475950598335,0.001535027356875322,opa,150,1,4
326,j,,,jammert,150,2,1
327,a,1.0522834851306664,0.1654357415985263,jammert,150,2,2
328,m,7.020683981964472,0.06741209126260922,jammert,150,2,3
329,ɐ,1.653457723564247,0.0011003755420449057,jammert,150,2,4
330,t,3.203037488691646,0.00034715134267526335,jammert,150,2,5
331,ʃ,,,ständig,150,3,1
332,t,1.8671573854689671,0.40221135511294975,ständig,150,3,2
333,ɛ,2.469833200468762,0.11545039998874028,ständig,150,3,3
334,n,3.954389360183327,0.019574223433683237,ständig,150,3,4
335,d,0.027104393497773903,0.0013091256334912139,ständig,150,3,5
336,ɪ,0.07267393332776659,0.0012725479730561705,ständig,150,3,6
337,ç,0.11787705941296404,0.0011905772198347938,ständig,150,3,7
338,ʔ,,,über,150,4,1
339,yː,6.146345420212952,2.2410487228891505,über,150,4,2
340,b,0.01869762173341932,0.04831557929007424,über,150,4,3
341,ɐ,0.12118777150305644,0.047509541066515774,über,150,4,4
342,z,,,seine,150,5,1
343,aɪ,3.387561309856604,0.6041198393683194,seine,150,5,2
344,n,0.5177701576987986,0.06573710855914029,seine,150,5,3
345,ə,1.7030768387531556,0.04249146093133893,seine,150,5,4
346,ʔ,,,asthmaanfälle,150,6,1
347,a,1.6357452193168687,2.2410487228891505,asthmaanfälle,150,6,2
348,s,8.899675569218541,0.8533098065212363,asthmaanfälle,150,6,3
349,t,2.2507675292428795,0.003109351484868849,asthmaanfälle,150,6,4
350,m,3.350662183067039,0.0006963324134104016,asthmaanfälle,150,6,5
351,aː,4.422064766172813,6.636942404521371e-05,asthmaanfälle,150,6,6
352,ʔ,2.0,3.9083430041259784e-06,asthmaanfälle,150,6,7
353,a,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,8
354,n,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,9
355,f,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,10
356,ɛ,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,11
357,l,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,12
358,ə,-0.0,9.973967099850879e-07,asthmaanfälle,150,6,13
359,d,,,das,23,1,1
360,a,1.568021406641046,1.0747748069098002,das,23,1,2
361,s,0.7875955269698235,0.35786564093554474,das,23,1,3
362,t,,,telefon,23,2,1
363,e,5.929633824805239,0.4635526956186452,telefon,23,2,2
364,l,1.2579780994484655,0.010123101256902477,telefon,23,2,3
365,e,0.03607977673399007,0.004013094805582771,telefon,23,2,4
366,f,0.07786047111851631,0.0038838079915237025,telefon,23,2,5
367,oː,0.2689836721649802,0.0036270931363640508,telefon,23,2,6
368,n,-0.0,0.002907313781729668,telefon,23,2,7
369,k,,,klingelt,23,3,1
370,l,3.3863740640207407,0.4646733962568012,klingelt,23,3,2
371,ɪ,3.545024091350927,0.04798544552357639,klingelt,23,3,3
372,ŋ,0.3576394403026846,0.004474651592160004,klingelt,23,3,4
373,ə,1.5782562895049255,0.0032731975025612754,klingelt,23,3,5
374,l,0.708947541820638,0.0012452960575613352,klingelt,23,3,6
375,t,0.5172092938937237,0.0007651988349833016,klingelt,23,3,7
376,ʔ,,,in,23,4,1
377,ɪ,1.7669368568570172,2.2410487228891505,in,23,4,2
378,n,2.863334260269735,0.4426033601596914,in,23,4,3
379,d,,,der,23,5,1
380,eː,2.674012425736514,1.0747748069098002,der,23,5,2
381,ɐ,0.8765551008297994,0.1530842885872705,der,23,5,3
382,ʃ,,,stillen,23,6,1
383,t,1.8671573854689671,0.40221135511294975,stillen,23,6,2
384,ɪ,2.901624425113356,0.11545039998874028,stillen,23,6,3
385,l,2.8178224335507656,0.014178388278148605,stillen,23,6,4
386,ə,2.973352770746194,0.002155051137932413,stillen,23,6,5
387,n,1.5919943345003946,0.0003205717670447065,stillen,23,6,6
388,v,,,wohnung,23,7,1
389,oː,4.913791559292535,0.8544178205053973,wohnung,23,7,2
390,n,3.360692636364,0.030502737721182463,wohnung,23,7,3
391,ʊ,1.5789957187124795,0.00435241047579102,wohnung,23,7,4
392,ŋ,-0.0,0.0013477254849578863,wohnung,23,7,5
393,d,,,du,128,1,1
394,uː,2.725566893924926,1.0747748069098002,du,128,1,2
395,h,,,hilfst,128,2,1
396,ɪ,4.245958679712785,0.5464493382207486,hilfst,128,2,2
397,l,2.170833483089508,0.038461106231466646,hilfst,128,2,3
398,f,0.08390914730191994,0.00772339666450033,hilfst,128,2,4
399,s,3.9548156370309524,0.007138733399548036,hilfst,128,2,5
400,t,0.5462625765104786,0.0006178074776324242,hilfst,128,2,6
401,m,,,mir,128,3,1
402,iː,3.139703633253632,0.6236366443941769,mir,128,3,2
403,ɐ,0.04732616514595847,0.05205095492053637,mir,128,3,3
404,b,,,beim,128,4,1
405,aɪ,3.612284386926623,0.4881120664797247,beim,128,4,2
406,m,3.1175455793139175,0.03344933241500597,beim,128,4,3
407,f,,,fernstudium,128,5,1
408,ɛ,1.9394424384642945,0.6355174497156335,fernstudium,128,5,2
409,ɐ,0.15027091443936122,0.1912283684147088,fernstudium,128,5,3
410,n,4.994082912129719,0.1712606160493922,fernstudium,128,5,4
411,ʃ,8.01268525963111,0.006014485732797224,fernstudium,128,5,5
412,t,-0.0,2.8428725244762906e-05,fernstudium,128,5,6
413,uː,3.523561956057013,2.8428725244762906e-05,fernstudium,128,5,7
414,d,-0.0,2.7990374801844726e-06,fernstudium,128,5,8
415,j,-0.0,2.7990374801844726e-06,fernstudium,128,5,9
416,ʊ,-0.0,2.7990374801844726e-06,fernstudium,128,5,10
417,m,-0.0,2.7990374801844726e-06,fernstudium,128,5,11
418,d,,,draußen,68,1,1
419,r,5.414820591328623,1.0747748069098002,draußen,68,1,2
420,aʊ,2.704326923503127,0.043952067045732436,draußen,68,1,3
421,s,0.7720285447696927,0.00614666257201299,draußen,68,1,4
422,ə,0.07372382311427347,0.003430501366299767,draußen,68,1,5
423,n,-0.0,0.0032009279080853124,draußen,68,1,6
424,f,,,fliegt,68,2,1
425,l,5.204004702025411,0.6355174497156335,fliegt,68,2,2
426,iː,2.202023287285245,0.02213392570446982,fliegt,68,2,3
427,k,2.336987041546427,0.004365383146301278,fliegt,68,2,4
428,t,0.5675520960233095,0.0008781563725969479,fliegt,68,2,5
429,d,,,die,68,3,1
430,iː,2.650458870553818,1.0747748069098002,die,68,3,2
431,l,,,landschaft,68,4,1
432,a,1.6441882712441136,0.2933054252628303,landschaft,68,4,2
433,n,4.079193822241235,0.09250983006764618,landschaft,68,4,3
434,t,0.5991948508157502,0.006214908834581403,landschaft,68,4,4
435,ʃ,4.38057731263176,0.0037593775301344337,landschaft,68,4,5
436,a,0.8024524233365993,0.00025485131643621133,landschaft,68,4,6
437,f,-0.0,0.0001413642096991295,landschaft,68,4,7
438,t,-0.0,0.0001413642096991295,landschaft,68,4,8
439,f,,,vorbei,68,5,1
440,oː,3.78975523943709,0.6355174497156335,vorbei,68,5,2
441,ɐ,0.10402129033137938,0.04627622923829162,vorbei,68,5,3
442,b,3.021714829490751,0.04237208320663423,vorbei,68,5,4
443,aɪ,0.4337214811776231,0.005579614710315683,vorbei,68,5,5
444,d,,,die,25,1,1
445,iː,2.650458870553818,1.0747748069098002,die,25,1,2
446,b,,,blumen,25,2,1
447,l,3.9078016381913145,0.4881120664797247,blumen,25,2,2
448,uː,2.639230032868315,0.03574438181330258,blumen,25,2,3
449,m,2.2732458612796904,0.006110663026332056,blumen,25,2,4
450,ə,0.11804885376648537,0.0013035260105531848,blumen,25,2,5
451,n,0.39131442247120757,0.001173772844883591,blumen,25,2,6
452,b,,,blühen,25,3,1
453,l,3.9078016381913145,0.4881120664797247,blühen,25,3,2
454,yː,6.451829647110537,0.03574438181330258,blühen,25,3,3
455,ə,1.6264779889720138,0.0005327044058596422,blühen,25,3,4
456,n,0.03234877769786043,0.00016752603518544327,blühen,25,3,5
457,ʔ,,,im,25,4,1
458,ɪ,1.7669368568570172,2.2410487228891505,im,25,4,2
459,m,4.04787711445444,0.4426033601596914,im,25,4,3
460,ɡ,,,garten,25,5,1
461,a,3.6415234831287226,0.5701630781764331,garten,25,5,2
462,r,4.479320886052997,0.04522680152589993,garten,25,5,3
463,t,1.6598621292689835,0.0027873369556292694,garten,25,5,4
464,ə,0.5312885390657803,0.0008428904959927486,garten,25,5,5
465,n,-0.0,0.0005639522633039023,garten,25,5,6
466,d,,,die,253,1,1
467,iː,2.650458870553818,1.0747748069098002,die,253,1,2
468,r,,,radfahrer,253,2,1
469,aː,5.279866593392283,0.19941777424498747,radfahrer,253,2,2
470,t,1.0421810048137068,0.0059451708825211,radfahrer,253,2,3
471,f,6.983256736165422,0.0026894438780456654,radfahrer,253,2,4
472,aː,0.7185870648513515,2.8117988538334315e-05,radfahrer,253,2,5
473,r,-0.0,1.7097812530212573e-05,radfahrer,253,2,6
474,ɐ,3.303780748177103,1.7097812530212573e-05,radfahrer,253,2,7
475,ʔ,,,erkunden,253,3,1
