,words,phone,phone_order,wordnum,start_s,end_s,audibility,ids,filename
813,kocht,x,10,3,1.0771201814058957,1.2170975056689342,0.3216145833333333,026,026.csv
814,kocht,t,11,3,1.2171201814058956,1.2670975056689342,0.0625,026,026.csv
815,auf,ʔ,12,4,1.2671201814058957,1.3170975056689342,0.4720982142857143,026,026.csv
816,auf,aʊ,13,4,1.3171201814058957,1.4470975056689341,0.46047794117647056,026,026.csv
817,auf,f,14,4,1.4471201814058956,1.4770975056689342,0.1015625,026,026.csv
818,dem,d,15,5,1.4771201814058956,1.5670975056689342,0.18489583333333334,026,026.csv
819,dem,eː,16,5,1.5671201814058957,1.6170975056689343,0.5848214285714286,026,026.csv
820,dem,m,17,5,1.6171201814058958,1.6970975056689341,0.16328125,026,026.csv
821,Herd,h,18,6,1.6971201814058956,1.7970975056689342,0.7121394230769231,026,026.csv
822,Herd,eː,19,6,1.7971201814058957,1.9070975056689343,0.50390625,026,026.csv
823,Herd,ɐ,20,6,1.9071201814058958,2.027097505668934,0.18541666666666667,026,026.csv
824,Herd,t,21,6,2.0271201814058957,2.177097505668934,0.20970394736842105,026,026.csv
825,Ein,ʔ,1,1,0.0,0.03709750566893424,0.0046875,215,215.csv
826,Ein,aɪ,2,1,0.037120181405895694,0.12709750566893424,0.6256510416666666,215,215.csv
827,Ein,n,3,1,0.1271201814058957,0.18709750566893424,0.4150390625,215,215.csv
828,freundliches,f,4,2,0.1871201814058957,0.2970975056689342,0.34207589285714285,215,215.csv
829,freundliches,r,5,2,0.2971201814058957,0.36709750566893423,0.3619791666666667,215,215.csv
830,freundliches,ɔʏ,6,2,0.3671201814058957,0.49709750566893424,0.5542279411764706,215,215.csv
831,freundliches,n,7,2,0.4971201814058957,0.5870975056689343,0.13997395833333334,215,215.csv
832,freundliches,t,8,2,0.5871201814058957,0.6170975056689343,0.18359375,215,215.csv
833,freundliches,l,9,2,0.6171201814058956,0.6870975056689342,0.06944444444444445,215,215.csv
834,freundliches,ɪ,10,2,0.6871201814058957,0.7270975056689343,0.125,215,215.csv
835,freundliches,ç,11,2,0.7271201814058957,0.8170975056689342,0.3255208333333333,215,215.csv
836,freundliches,ə,12,2,0.8171201814058957,0.8970975056689342,0.42578125,215,215.csv
837,freundliches,s,13,2,0.8971201814058957,0.9970975056689343,0.18028846153846154,215,215.csv
838,Lächeln,l,14,3,0.9971201814058956,1.1070975056689343,0.41238839285714285,215,215.csv
839,Lächeln,ɛ,15,3,1.1071201814058957,1.1970975056689341,0.5227864583333334,215,215.csv
840,Lächeln,ç,16,3,1.1971201814058956,1.3370975056689343,0.5789930555555556,215,215.csv
841,Lächeln,ə,17,3,1.3371201814058957,1.4370975056689343,0.46875,215,215.csv
842,Lächeln,l,18,3,1.4371201814058956,1.5170975056689342,0.6453125,215,215.csv
843,Lächeln,n,19,3,1.5171201814058957,1.5970975056689343,0.228125,215,215.csv
844,erhellt,ʔ,20,4,1.5971201814058957,1.7070975056689341,0.11607142857142858,215,215.csv
845,erhellt,ɛ,21,4,1.7071201814058956,1.7570975056689342,0.2611607142857143,215,215.csv
846,erhellt,ɐ,22,4,1.7571201814058957,1.7870975056689342,0.27734375,215,215.csv
847,erhellt,h,23,4,1.7871201814058957,1.9170975056689343,0.44255514705882354,215,215.csv
848,erhellt,ɛ,24,4,1.9171201814058958,1.9470975056689341,0.912109375,215,215.csv
849,erhellt,l,25,4,1.9471201814058956,2.0870975056689343,0.5559895833333334,215,215.csv
850,erhellt,t,26,4,2.0871201814058957,2.117097505668934,0.0,215,215.csv
851,den,d,27,5,2.1171201814058955,2.1670975056689343,0.12053571428571429,215,215.csv
852,den,eː,28,5,2.167120181405896,2.2470975056689344,0.2390625,215,215.csv
853,den,n,29,5,2.247120181405896,2.3370975056689343,0.07161458333333333,215,215.csv
854,Tag,t,30,6,2.3371201814058957,2.4170975056689343,0.3203125,215,215.csv
855,Tag,aː,31,6,2.417120181405896,2.6870975056689343,0.5392922794117647,215,215.csv
856,Tag,k,32,6,2.687120181405896,2.827097505668934,0.2960069444444444,215,215.csv
857,Diese,d,1,1,0.0,0.03709750566893424,0.0078125,102,102.csv
858,Diese,iː,2,1,0.037120181405895694,0.19709750566893425,0.16015625,102,102.csv
859,Diese,z,3,1,0.19712018140589568,0.2970975056689342,0.4152644230769231,102,102.csv
860,Diese,ə,4,1,0.2971201814058957,0.3570975056689342,0.658203125,102,102.csv
861,Gegend,ɡ,5,2,0.3571201814058957,0.4770975056689342,0.34270833333333334,102,102.csv
862,Gegend,eː,6,2,0.4771201814058957,0.6370975056689342,0.393359375,102,102.csv
863,Gegend,ɡ,7,2,0.6371201814058957,0.6970975056689342,0.9140625,102,102.csv
864,Gegend,ə,8,2,0.6971201814058957,0.8570975056689343,0.64765625,102,102.csv
865,Gegend,n,9,2,0.8571201814058957,0.9070975056689342,0.03459821428571429,102,102.csv
866,Gegend,t,10,2,0.9071201814058957,0.9770975056689343,0.0,102,102.csv
867,nennt,n,11,3,0.9771201814058957,1.0970975056689343,0.37864583333333335,102,102.csv
868,nennt,ɛ,12,3,1.0971201814058957,1.1670975056689343,0.9713541666666666,102,102.csv
869,nennt,n,13,3,1.1671201814058958,1.2570975056689342,0.21223958333333334,102,102.csv
870,nennt,t,14,3,1.2571201814058957,1.2870975056689342,0.0,102,102.csv
871,man,m,15,4,1.3371201814058957,1.4170975056689343,0.13828125,102,102.csv
872,man,a,16,4,1.4171201814058958,1.5070975056689342,0.5071614583333334,102,102.csv
873,man,n,17,4,1.5071201814058957,1.5970975056689343,0.21875,102,102.csv
874,Sandwüste,z,18,5,1.5971201814058957,1.6870975056689343,0.18098958333333334,102,102.csv
875,Sandwüste,a,19,5,1.6871201814058956,1.7970975056689342,0.7896205357142857,102,102.csv
876,Sandwüste,n,20,5,1.7971201814058957,1.8870975056689343,0.408203125,102,102.csv
877,Sandwüste,t,21,5,1.8871201814058958,1.9570975056689341,0.08506944444444445,102,102.csv
878,Sandwüste,v,22,5,1.9571201814058956,2.0470975056689342,0.18294270833333334,102,102.csv
879,Sandwüste,yː,23,5,2.0471201814058957,2.2070975056689344,0.519921875,102,102.csv
880,Sandwüste,s,24,5,2.207120181405896,2.3570975056689343,0.25699013157894735,102,102.csv
881,Sandwüste,t,25,5,2.3571201814058957,2.4570975056689344,0.13401442307692307,102,102.csv
882,Sandwüste,ə,26,5,2.457120181405896,2.617097505668934,0.245703125,102,102.csv
883,Ihr,ʔ,1,1,0.0,0.03709750566893424,0.0,037,037.csv
884,Ihr,iː,2,1,0.037120181405895694,0.12709750566893424,0.255859375,037,037.csv
885,Ihr,ɐ,3,1,0.1271201814058957,0.16709750566893425,0.6609375,037,037.csv
886,Lachen,l,4,2,0.16712018140589568,0.27709750566893426,0.3872767857142857,037,037.csv
887,Lachen,a,5,2,0.27712018140589567,0.3470975056689342,0.6206597222222222,037,037.csv
888,Lachen,x,6,2,0.3471201814058957,0.5370975056689342,0.6637369791666666,037,037.csv
889,Lachen,ə,7,2,0.5371201814058957,0.6370975056689342,0.1736778846153846,037,037.csv
890,Lachen,n,8,2,0.6371201814058957,0.6770975056689342,0.934375,037,037.csv
891,hallte,h,9,3,0.6771201814058957,0.8370975056689343,0.417578125,037,037.csv
892,hallte,a,10,3,0.8371201814058957,0.8970975056689342,0.7119140625,037,037.csv
893,hallte,l,11,3,0.8971201814058957,1.0170975056689342,0.4354166666666667,037,037.csv
894,hallte,t,12,3,1.0171201814058957,1.1370975056689343,0.36770833333333336,037,037.csv
895,hallte,ə,13,3,1.1371201814058958,1.2070975056689341,0.23697916666666666,037,037.csv
896,durch,d,14,4,1.2071201814058956,1.2570975056689342,0.06919642857142858,037,037.csv
897,durch,ʊ,15,4,1.2571201814058957,1.2870975056689342,0.814453125,037,037.csv
898,durch,ɐ,16,4,1.2871201814058957,1.3470975056689343,1.0,037,037.csv
899,durch,ç,17,4,1.3471201814058957,1.4570975056689341,0.35267857142857145,037,037.csv
900,den,d,18,5,1.4571201814058956,1.5370975056689342,0.02578125,037,037.csv
901,den,eː,19,5,1.5371201814058957,1.5970975056689343,0.1103515625,037,037.csv
902,den,n,20,5,1.5971201814058957,1.6770975056689343,0.15546875,037,037.csv
903,leeren,l,21,6,1.6771201814058956,1.7770975056689342,0.23978365384615385,037,037.csv
904,leeren,eː,22,6,1.7771201814058957,1.9670975056689342,0.6389973958333334,037,037.csv
905,leeren,r,23,6,1.9671201814058956,2.0670975056689342,0.3840144230769231,037,037.csv
906,leeren,ə,24,6,2.0671201814058957,2.097097505668934,0.173828125,037,037.csv
907,leeren,n,25,6,2.0971201814058955,2.1870975056689343,0.11783854166666667,037,037.csv
908,Park,p,26,7,2.187120181405896,2.3570975056689343,0.23117897727272727,037,037.csv
909,Park,a,27,7,2.3571201814058957,2.6470975056689343,0.5648226351351351,037,037.csv
910,Park,r,28,7,2.647120181405896,2.677097505668934,0.0,037,037.csv
911,Park,k,29,7,2.6771201814058956,2.7470975056689344,0.0642361111111111,037,037.csv
912,Er,ʔ,1,1,0.01712018140589569,0.05709750566893424,0.025,113,113.csv
913,Er,ɛ,2,1,0.05712018140589569,0.11709750566893425,0.1474609375,113,113.csv
914,Er,ɐ,3,1,0.1171201814058957,0.14709750566893423,0.162109375,113,113.csv
915,hat,h,4,2,0.1471201814058957,0.27709750566893426,0.4494485294117647,113,113.csv
916,hat,a,5,2,0.27712018140589567,0.31709750566893424,0.7375,113,113.csv
917,hat,t,6,2,0.3171201814058957,0.39709750566893426,0.08515625,113,113.csv
918,eine,ʔ,7,3,0.39712018140589567,0.42709750566893423,0.126953125,113,113.csv
919,eine,aɪ,8,3,0.4271201814058957,0.5870975056689343,0.648828125,113,113.csv
920,eine,n,9,3,0.5871201814058957,0.6570975056689342,0.15885416666666666,113,113.csv
921,eine,ə,10,3,0.6571201814058957,0.7570975056689342,0.9873798076923077,113,113.csv
922,sprunghafte,ʃ,11,4,0.7571201814058957,0.9070975056689342,0.3861019736842105,113,113.csv
923,sprunghafte,p,12,4,0.9071201814058957,0.9770975056689343,0.06163194444444445,113,113.csv
924,sprunghafte,r,13,4,0.9771201814058957,1.0470975056689342,0.1840277777777778,113,113.csv
925,sprunghafte,ʊ,14,4,1.0471201814058957,1.1070975056689343,0.4814453125,113,113.csv
926,sprunghafte,ŋ,15,4,1.1071201814058957,1.1870975056689343,0.52109375,113,113.csv
927,sprunghafte,h,16,4,1.1871201814058956,1.3170975056689342,0.39705882352941174,113,113.csv
928,sprunghafte,a,17,4,1.3171201814058957,1.3970975056689343,0.690625,113,113.csv
929,sprunghafte,f,18,4,1.3971201814058958,1.5270975056689342,0.22196691176470587,113,113.csv
930,sprunghafte,t,19,4,1.5271201814058957,1.5970975056689343,0.1987847222222222,113,113.csv
931,sprunghafte,ə,20,4,1.5971201814058957,1.6770975056689343,0.93984375,113,113.csv
932,Gangart,ɡ,21,5,1.6771201814058956,1.7970975056689342,0.24166666666666667,113,113.csv
933,Gangart,a,22,5,1.7971201814058957,1.9270975056689343,0.5427389705882353,113,113.csv
934,Gangart,ŋ,23,5,1.9271201814058956,2.0470975056689342,0.7223958333333333,113,113.csv
935,Gangart,ʔ,24,5,2.0471201814058957,2.077097505668934,0.5859375,113,113.csv
936,Gangart,aː,25,5,2.0771201814058955,2.137097505668934,0.0380859375,113,113.csv
937,Gangart,ɐ,26,5,2.1371201814058955,2.3070975056689345,0.4783380681818182,113,113.csv
938,Gangart,t,27,5,2.3071201814058955,2.515374149659864,0.1556712962962963,113,113.csv
939,Ein,ʔ,1,1,0.0,0.03709750566893424,0.16875,204,204.csv
940,Ein,aɪ,2,1,0.037120181405895694,0.15709750566893424,0.7234375,204,204.csv
941,Ein,n,3,1,0.1571201814058957,0.19709750566893425,0.05,204,204.csv
942,Lächeln,l,4,2,0.19712018140589568,0.32709750566893425,0.45266544117647056,204,204.csv
943,Lächeln,ɛ,5,2,0.3271201814058957,0.4170975056689342,0.8190104166666666,204,204.csv
944,Lächeln,ç,6,2,0.4171201814058957,0.5470975056689342,0.15349264705882354,204,204.csv
945,Lächeln,ə,7,2,0.5471201814058957,0.6970975056689342,0.49835526315789475,204,204.csv
946,Lächeln,l,8,2,0.6971201814058957,0.7270975056689343,0.513671875,204,204.csv
947,Lächeln,n,9,2,0.7271201814058957,0.8270975056689343,0.28365384615384615,204,204.csv
948,erhellt,ʔ,10,3,0.8271201814058957,0.8570975056689343,0.0,204,204.csv
949,erhellt,ɛ,11,3,0.8571201814058957,0.9470975056689342,0.4388020833333333,204,204.csv
950,erhellt,ɐ,12,3,0.9471201814058957,0.9770975056689343,0.662109375,204,204.csv
951,erhellt,h,13,3,0.9771201814058957,1.1170975056689343,0.6241319444444444,204,204.csv
952,erhellt,ɛ,14,3,1.1171201814058958,1.1570975056689343,0.721875,204,204.csv
953,erhellt,l,15,3,1.1571201814058958,1.2670975056689342,0.6300223214285714,204,204.csv
954,erhellt,t,16,3,1.2671201814058957,1.3070975056689342,0.1703125,204,204.csv
955,das,d,17,4,1.3071201814058957,1.3870975056689343,0.190625,204,204.csv
956,das,a,18,4,1.3871201814058958,1.4970975056689342,0.6205357142857143,204,204.csv
957,das,s,19,4,1.4971201814058956,1.5870975056689343,0.15755208333333334,204,204.csv
958,Gesicht,ɡ,20,5,1.5871201814058957,1.6770975056689343,0.240234375,204,204.csv
959,Gesicht,ə,21,5,1.6771201814058956,1.7070975056689341,0.96875,204,204.csv
960,Gesicht,z,22,5,1.7071201814058956,1.8770975056689343,0.5394176136363636,204,204.csv
961,Gesicht,ɪ,23,5,1.8771201814058958,1.9470975056689341,0.7178819444444444,204,204.csv
962,Gesicht,ç,24,5,1.9471201814058956,2.117097505668934,0.20170454545454544,204,204.csv
963,Gesicht,t,25,5,2.1171201814058955,2.3227891156462586,0.1640625,204,204.csv
964,Es,ʔ,1,1,0.0,0.03709750566893424,0.221875,114,114.csv
965,Es,ɛ,2,1,0.037120181405895694,0.09709750566893424,0.326171875,114,114.csv
966,Es,s,3,1,0.09712018140589569,0.23709750566893423,0.3359375,114,114.csv
967,wird,v,4,2,0.2371201814058957,0.2970975056689342,0.2041015625,114,114.csv
968,wird,ɪ,5,2,0.2971201814058957,0.32709750566893425,0.720703125,114,114.csv
969,wird,ɐ,6,2,0.3271201814058957,0.40709750566893427,0.428125,114,114.csv
970,wird,t,7,2,0.4071201814058957,0.4770975056689342,0.5590277777777778,114,114.csv
971,auch,ʔ,8,3,0.4771201814058957,0.5370975056689342,0.7041015625,114,114.csv
972,auch,aʊ,9,3,0.5371201814058957,0.6370975056689342,0.48497596153846156,114,114.csv
973,auch,x,10,3,0.6371201814058957,0.7370975056689343,0.14182692307692307,114,114.csv
974,da,d,11,4,0.7371201814058957,0.8470975056689343,0.011160714285714286,114,114.csv
975,da,a,12,4,0.8471201814058957,1.0870975056689343,0.5190104166666667,114,114.csv
976,chinesisch,ç,13,5,1.0871201814058957,1.2470975056689342,0.17578125,114,114.csv
977,chinesisch,ɪ,14,5,1.2471201814058956,1.3470975056689343,0.7085336538461539,114,114.csv
978,chinesisch,n,15,5,1.3471201814058957,1.4270975056689343,0.453125,114,114.csv
979,chinesisch,eː,16,5,1.4271201814058956,1.5470975056689342,0.26875,114,114.csv
980,chinesisch,z,17,5,1.5471201814058957,1.6670975056689343,0.25833333333333336,114,114.csv
981,chinesisch,ɪ,18,5,1.6671201814058958,1.7270975056689342,0.2685546875,114,114.csv
982,chinesisch,ʃ,19,5,1.7271201814058956,1.8370975056689343,0.3158482142857143,114,114.csv
983,gesprochen,ɡ,20,6,1.8371201814058957,1.9070975056689343,0.013888888888888888,114,114.csv
984,gesprochen,ə,21,6,1.9071201814058958,1.9470975056689341,0.428125,114,114.csv
985,gesprochen,ʃ,22,6,1.9471201814058956,2.0670975056689342,0.5411458333333333,114,114.csv
986,gesprochen,p,23,6,2.0671201814058957,2.1270975056689343,0.015625,114,114.csv
987,gesprochen,r,24,6,2.1271201814058958,2.1870975056689343,0.0224609375,114,114.csv
988,gesprochen,ɔ,25,6,2.187120181405896,2.257097505668934,0.3914930555555556,114,114.csv
989,gesprochen,x,26,6,2.2571201814058957,2.4170975056689343,0.10546875,114,114.csv
990,gesprochen,ə,27,6,2.417120181405896,2.507097505668934,0.4147135416666667,114,114.csv
991,gesprochen,n,28,6,2.5071201814058957,2.5870975056689343,0.0328125,114,114.csv
992,Vor,f,1,1,0.05712018140589569,0.21709750566893424,0.05703125,168,168.csv
993,Vor,oː,2,1,0.2171201814058957,0.26709750566893425,0.18080357142857142,168,168.csv
994,Vor,ɐ,3,1,0.2671201814058957,0.38709750566893425,0.36302083333333335,168,168.csv
995,dem,d,4,2,0.3871201814058957,0.43709750566893424,0.6037946428571429,168,168.csv
996,dem,eː,5,2,0.4371201814058957,0.4770975056689342,0.965625,168,168.csv
997,dem,m,6,2,0.4771201814058957,0.6070975056689343,0.43612132352941174,168,168.csv
998,Schloss,ʃ,7,3,0.6071201814058957,0.7470975056689343,0.7604166666666666,168,168.csv
999,Schloss,l,8,3,0.7471201814058956,0.8270975056689343,0.2265625,168,168.csv
1000,Schloss,ɔ,9,3,0.8271201814058957,0.9770975056689343,0.2158717105263158,168,168.csv
1001,Schloss,s,10,3,0.9771201814058957,1.2370975056689342,0.19176136363636365,168,168.csv
1002,wartet,v,11,4,1.2371201814058956,1.3670975056689343,0.17417279411764705,168,168.csv
1003,wartet,a,12,4,1.3671201814058958,1.6070975056689343,0.596875,168,168.csv
1004,wartet,r,13,4,1.6071201814058957,1.6570975056689343,0.16852678571428573,168,168.csv
1005,wartet,t,14,4,1.6571201814058958,1.7170975056689342,0.3935546875,168,168.csv
1006,wartet,ə,15,4,1.7171201814058956,1.8370975056689343,0.325,168,168.csv
1007,wartet,t,16,4,1.8371201814058957,1.9270975056689343,0.6399739583333334,168,168.csv
1008,eine,ʔ,17,5,1.9271201814058956,2.0470975056689342,0.0734375,168,168.csv
1009,eine,aɪ,18,5,2.0471201814058957,2.1470975056689343,0.6929086538461539,168,168.csv
1010,eine,n,19,5,2.147120181405896,2.2070975056689344,0.203125,168,168.csv
1011,eine,ə,20,5,2.207120181405896,2.237097505668934,0.43359375,168,168.csv
1012,einsame,ʔ,21,6,2.2371201814058956,2.277097505668934,0.2375,168,168.csv
1013,einsame,aɪ,22,6,2.2771201814058957,2.4570975056689344,0.492866847826087,168,168.csv
1014,einsame,n,23,6,2.457120181405896,2.4970975056689344,0.05625,168,168.csv
1015,einsame,z,24,6,2.497120181405896,2.5870975056689343,0.14973958333333334,168,168.csv
1016,einsame,aː,25,6,2.5871201814058957,2.7070975056689344,0.2,168,168.csv
1017,einsame,m,26,6,2.707120181405896,2.7970975056689342,0.10546875,168,168.csv
1018,einsame,ə,27,6,2.7971201814058957,2.8370975056689343,0.4171875,168,168.csv
1019,Gestalt,ɡ,28,7,2.8371201814058957,2.9170975056689343,0.315625,168,168.csv
1020,Gestalt,ə,29,7,2.917120181405896,2.967097505668934,0.296875,168,168.csv
1021,Gestalt,ʃ,30,7,2.9671201814058956,3.0870975056689343,0.25833333333333336,168,168.csv
1022,Gestalt,t,31,7,3.0871201814058957,3.117097505668934,0.0,168,168.csv
1023,Gestalt,a,32,7,3.1171201814058955,3.277097505668934,0.21484375,168,168.csv
1024,Gestalt,l,33,7,3.2771201814058957,3.347097505668934,0.2803819444444444,168,168.csv
1025,Gestalt,t,34,7,3.3471201814058955,3.467097505668934,0.1609375,168,168.csv
1026,Der,d,1,1,0.0,0.04709750566893424,0.3072916666666667,030,030.csv
1027,Der,eː,2,1,0.04712018140589569,0.13709750566893425,0.5032552083333334,030,030.csv
1028,Der,ɐ,3,1,0.13712018140589569,0.22709750566893425,0.14518229166666666,030,030.csv
1029,Regen,r,4,2,0.22712018140589568,0.2870975056689342,0.0107421875,030,030.csv
1030,Regen,eː,5,2,0.2871201814058957,0.4770975056689342,0.4104817708333333,030,030.csv
1031,Regen,ɡ,6,2,0.4771201814058957,0.5870975056689343,0.0625,030,030.csv
1032,Regen,ə,7,2,0.5871201814058957,0.7470975056689343,0.447265625,030,030.csv
1033,Regen,n,8,2,0.7471201814058956,0.8070975056689342,0.0673828125,030,030.csv
1034,tropft,t,9,3,0.8571201814058957,0.8870975056689342,0.0,030,030.csv
1035,tropft,r,10,3,0.8871201814058957,1.0070975056689342,0.328125,030,030.csv
1036,tropft,ɔ,11,3,1.0071201814058957,1.0870975056689343,0.75625,030,030.csv
1037,tropft,p,12,3,1.0871201814058957,1.1670975056689343,0.053125,030,030.csv
1038,tropft,f,13,3,1.1671201814058958,1.2570975056689342,0.15299479166666666,030,030.csv
1039,tropft,t,14,3,1.2571201814058957,1.2970975056689342,0.0,030,030.csv
1040,vom,f,15,4,1.2971201814058957,1.4270975056689343,0.15487132352941177,030,030.csv
1041,vom,ɔ,16,4,1.4271201814058956,1.5270975056689342,0.7133413461538461,030,030.csv
1042,vom,m,17,4,1.5271201814058957,1.6370975056689343,0.6729910714285714,030,030.csv
1043,Dach,d,18,5,1.6371201814058958,1.6970975056689341,0.0927734375,030,030.csv
1044,Dach,a,19,5,1.6971201814058956,1.7970975056689342,0.6808894230769231,030,030.csv
1045,Dach,x,20,5,1.7971201814058957,2.097097505668934,0.2816611842105263,030,030.csv
1046,Unser,ʔ,1,1,0.0,0.03709750566893424,0.0,093,093.csv
1047,Unser,ʊ,2,1,0.037120181405895694,0.11709750566893425,0.2390625,093,093.csv
1048,Unser,n,3,1,0.1171201814058957,0.18709750566893424,0.59375,093,093.csv
1049,Unser,z,4,1,0.1871201814058957,0.26709750566893425,0.3921875,093,093.csv
1050,Unser,ɐ,5,1,0.2671201814058957,0.37709750566893424,0.21540178571428573,093,093.csv
1051,Doktor,d,6,2,0.3771201814058957,0.45709750566893426,0.14609375,093,093.csv
1052,Doktor,ɔ,7,2,0.45712018140589566,0.5470975056689342,0.806640625,093,093.csv
1053,Doktor,k,8,2,0.5471201814058957,0.6570975056689342,0.26171875,093,093.csv
1054,Doktor,t,9,2,0.6571201814058957,0.7370975056689343,0.165625,093,093.csv
1055,Doktor,oː,10,2,0.7371201814058957,0.7770975056689342,0.1046875,093,093.csv
1056,Doktor,ɐ,11,2,0.7771201814058957,1.0170975056689342,0.49322916666666666,093,093.csv
1057,besucht,b,12,3,1.0171201814058957,1.0670975056689342,0.026785714285714284,093,093.csv
1058,besucht,ə,13,3,1.0671201814058957,1.1170975056689343,0.5546875,093,093.csv
1059,besucht,z,14,3,1.1171201814058958,1.2170975056689342,0.65625,093,093.csv
1060,besucht,uː,15,3,1.2171201814058956,1.3270975056689343,0.21875,093,093.csv
1061,besucht,x,16,3,1.3271201814058957,1.4070975056689343,0.4921875,093,093.csv
1062,besucht,t,17,3,1.4071201814058958,1.4470975056689341,0.0015625,093,093.csv
1063,Vater,f,18,4,1.4471201814058956,1.5970975056689343,0.23396381578947367,093,093.csv
1064,Vater,aː,19,4,1.5971201814058957,1.7370975056689342,0.6510416666666666,093,093.csv
1065,Vater,t,20,4,1.7371201814058956,1.8270975056689343,0.1015625,093,093.csv
1066,Vater,ɐ,21,4,1.8271201814058957,1.9270975056689343,0.19591346153846154,093,093.csv
1067,täglich,t,22,5,1.9271201814058956,2.097097505668934,0.15944602272727273,093,093.csv
1068,täglich,ɛː,23,5,2.0971201814058955,2.217097505668934,0.7802083333333333,093,093.csv
1069,täglich,k,24,5,2.2171201814058956,2.327097505668934,0.10435267857142858,093,093.csv
1070,täglich,l,25,5,2.3271201814058955,2.427097505668934,0.09975961538461539,093,093.csv
1071,täglich,ɪ,26,5,2.4271201814058956,2.4970975056689344,0.21354166666666666,093,093.csv
1072,täglich,ç,27,5,2.497120181405896,2.697097505668934,0.3978125,093,093.csv
1073,Am,ʔ,1,1,0.01712018140589569,0.06709750566893424,0.027901785714285716,042,042.csv
1074,Am,a,2,1,0.06712018140589569,0.14709750566893423,0.39375,042,042.csv
1075,Am,m,3,1,0.1471201814058957,0.2970975056689342,0.27837171052631576,042,042.csv
1076,blauen,b,4,2,0.2971201814058957,0.36709750566893423,0.2543402777777778,042,042.csv
1077,blauen,l,5,2,0.3671201814058957,0.4170975056689342,0.5412946428571429,042,042.csv
1078,blauen,aʊ,6,2,0.4171201814058957,0.6570975056689342,0.3578125,042,042.csv
1079,blauen,ə,7,2,0.6571201814058957,0.7170975056689343,0.3896484375,042,042.csv
1080,blauen,n,8,2,0.7171201814058957,0.7770975056689342,0.552734375,042,042.csv
1081,Himmel,h,9,3,0.8371201814058957,0.8970975056689342,0.6455078125,042,042.csv
1082,Himmel,ɪ,10,3,0.8971201814058957,0.9670975056689343,0.6553819444444444,042,042.csv
1083,Himmel,m,11,3,0.9671201814058957,1.0970975056689343,0.5730698529411765,042,042.csv
1084,Himmel,ə,12,3,1.0971201814058957,1.2270975056689342,0.7738970588235294,042,042.csv
1085,Himmel,l,13,3,1.2271201814058956,1.2970975056689342,0.20225694444444445,042,042.csv
1086,ziehen,ts,14,4,1.2971201814058957,1.5270975056689342,0.16648706896551724,042,042.csv
1087,ziehen,iː,15,4,1.5271201814058957,1.6570975056689343,0.3492647058823529,042,042.csv
1088,ziehen,ə,16,4,1.6571201814058958,1.6870975056689343,0.15625,042,042.csv
1089,ziehen,n,17,4,1.6871201814058956,1.8370975056689343,0.22203947368421054,042,042.csv
1090,die,d,18,5,1.8371201814058957,1.8670975056689343,0.251953125,042,042.csv
1091,die,iː,19,5,1.8671201814058958,1.9970975056689342,0.2743566176470588,042,042.csv
1092,Wolken,v,20,6,1.9971201814058956,2.0670975056689342,0.03211805555555555,042,042.csv
1093,Wolken,ɔ,21,6,2.0671201814058957,2.157097505668934,0.3938802083333333,042,042.csv
1094,Wolken,l,22,6,2.1571201814058956,2.3070975056689345,0.48807565789473684,042,042.csv
1095,Wolken,k,23,6,2.3071201814058955,2.4370975056689343,0.0,042,042.csv
1096,Wolken,ə,24,6,2.437120181405896,2.6070975056689343,0.23792613636363635,042,042.csv
1097,Wolken,n,25,6,2.6071201814058957,2.637097505668934,0.060546875,042,042.csv
1098,Der,d,1,1,0.0,0.03709750566893424,0.03125,166,166.csv
1099,Der,eː,2,1,0.037120181405895694,0.07709750566893424,0.1515625,166,166.csv
1100,Der,ɐ,3,1,0.07712018140589569,0.12709750566893424,0.12611607142857142,166,166.csv
1101,Kühlschrank,k,4,2,0.1271201814058957,0.27709750566893426,0.3618421052631579,166,166.csv
1102,Kühlschrank,yː,5,2,0.27712018140589567,0.37709750566893424,0.45252403846153844,166,166.csv
1103,Kühlschrank,l,6,2,0.3771201814058957,0.43709750566893424,0.576171875,166,166.csv
1104,Kühlschrank,ʃ,7,2,0.4371201814058957,0.5570975056689342,0.31197916666666664,166,166.csv
1105,Kühlschrank,r,8,2,0.5571201814058957,0.6470975056689342,0.12890625,166,166.csv
1106,Kühlschrank,a,9,2,0.6471201814058957,0.7670975056689342,0.7265625,166,166.csv
1107,Kühlschrank,ŋ,10,2,0.7671201814058957,0.8970975056689342,0.5307904411764706,166,166.csv
1108,Kühlschrank,k,11,2,0.8971201814058957,0.9670975056689343,0.3585069444444444,166,166.csv
1109,summt,z,12,3,1.0471201814058957,1.1170975056689343,0.4878472222222222,166,166.csv
1110,summt,ʊ,13,3,1.1171201814058958,1.2070975056689341,0.6536458333333334,166,166.csv
1111,summt,m,14,3,1.2071201814058956,1.3270975056689343,0.07135416666666666,166,166.csv
1112,summt,t,15,3,1.3271201814058957,1.4070975056689343,0.175,166,166.csv
1113,seltsame,z,16,4,1.4071201814058958,1.4670975056689342,0.1083984375,166,166.csv
1114,seltsame,ɛ,17,4,1.4671201814058956,1.5870975056689343,0.5630208333333333,166,166.csv
1115,seltsame,l,18,4,1.5871201814058957,1.6470975056689343,0.22265625,166,166.csv
