BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Danach;d a n a: x;;;;;;;
1637;8378;0;a;;Danach;d a n a: x;;;;;;;
10016;3086;0;n;;Danach;d a n a: x;;;;;;;
13103;8378;0;aː;;Danach;d a n a: x;;;;;;;
21482;5291;0;x;;Danach;d a n a: x;;;;;;;
26774;6173;1;k;;kannst;k a n s t;;;;;;;
32948;2204;1;a;;kannst;k a n s t;;;;;;;
35153;2645;1;n;;kannst;k a n s t;;;;;;;
37799;3968;1;s;;kannst;k a n s t;;;;;;;
41768;1322;1;t;;kannst;k a n s t;;;;;;;
43091;1322;2;d;;Du;d u:;;;;;;;
44414;1763;2;uː;;Du;d u:;;;;;;;
46178;1322;3;d;;Dich;d I C;;;;;;;
47501;3527;3;ɪ;;Dich;d I C;;;;;;;
51029;5291;3;ç;;Dich;d I C;;;;;;;
56321;2204;4;v;;wirklich;v I 6 k l I C;;;;;;;
58526;1322;4;ɪ;;wirklich;v I 6 k l I C;;;;;;;
59849;3968;4;ɐ;;wirklich;v I 6 k l I C;;;;;;;
63818;3968;4;k;;wirklich;v I 6 k l I C;;;;;;;
67787;1763;4;l;;wirklich;v I 6 k l I C;;;;;;;
69551;2645;4;ɪ;;wirklich;v I 6 k l I C;;;;;;;
72197;4409;4;ç;;wirklich;v I 6 k l I C;;;;;;;
76607;3086;5;r;;richten;r I C t @ n;;;;;;;
79694;3527;5;ɪ;;richten;r I C t @ n;;;;;;;
83222;5732;5;ç;;richten;r I C t @ n;;;;;;;
88955;5291;5;t;;richten;r I C t @ n;;;;;;;
94247;1322;5;ə;;richten;r I C t @ n;;;;;;;
95570;4850;5;n;;richten;r I C t @ n;;;;;;;
100421;2118;-1;(...);;;;;;;;;;
