BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;In;? I n;;;;;;;
1637;1763;0;ɪ;;In;? I n;;;;;;;
3401;3527;0;n;;In;? I n;;;;;;;
6929;1322;1;d;;den;d e: n;;;;;;;
8252;2645;1;eː;;den;d e: n;;;;;;;
10898;5291;1;n;;den;d e: n;;;;;;;
16190;2204;2;b;;Bergen;b E 6 g @ n;;;;;;;
18395;2645;2;ɛ;;Bergen;b E 6 g @ n;;;;;;;
21041;9260;2;ɐ;;Bergen;b E 6 g @ n;;;;;;;
30302;3086;2;ɡ;;Bergen;b E 6 g @ n;;;;;;;
33389;7055;2;ə;;Bergen;b E 6 g @ n;;;;;;;
40445;2204;2;n;;Bergen;b E 6 g @ n;;;;;;;
42650;7055;3;k;;kann;k a n;;;;;;;
49706;1763;3;a;;kann;k a n;;;;;;;
51470;1322;3;n;;kann;k a n;;;;;;;
52793;3086;4;m;;man;m a n;;;;;;;
55880;3086;4;a;;man;m a n;;;;;;;
58967;4409;4;n;;man;m a n;;;;;;;
63377;6173;5;ʃ;;Ski;S i:;;;;;;;
69551;7496;5;iː;;Ski;S i:;;;;;;;
77048;4409;6;l;;laufen;l aU f @ n;;;;;;;
81458;9260;6;aʊ;;laufen;l aU f @ n;;;;;;;
90719;7055;6;f;;laufen;l aU f @ n;;;;;;;
97775;4850;6;ə;;laufen;l aU f @ n;;;;;;;
102626;1763;6;n;;laufen;l aU f @ n;;;;;;;
104390;2775;-1;(...);;;;;;;;;;
