BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;5291;0;iː;;Die;d i:;;;;;;;
6929;2204;-1;(...);;;;;;;;;;
9134;7055;1;k;;Kaffeetasse;k a f e t a s @;;;;;;;
16190;3968;1;a;;Kaffeetasse;k a f e t a s @;;;;;;;
20159;4850;1;f;;Kaffeetasse;k a f e t a s @;;;;;;;
25010;4850;1;e;;Kaffeetasse;k a f e t a s @;;;;;;;
29861;7055;1;t;;Kaffeetasse;k a f e t a s @;;;;;;;
36917;5291;1;a;;Kaffeetasse;k a f e t a s @;;;;;;;
42209;7496;1;s;;Kaffeetasse;k a f e t a s @;;;;;;;
49706;8378;1;ə;;Kaffeetasse;k a f e t a s @;;;;;;;
58085;12788;-1;(...);;;;;;;;;;
70874;5732;2;k;;klirrt;k l I r t;;;;;;;
76607;3527;2;l;;klirrt;k l I r t;;;;;;;
80135;1763;2;ɪ;;klirrt;k l I r t;;;;;;;
81899;2645;2;r;;klirrt;k l I r t;;;;;;;
84545;3527;2;t;;klirrt;k l I r t;;;;;;;
88073;2204;-1;(...);;;;;;;;;;
90278;3086;3;b;;beim;b aI m;;;;;;;
93365;3968;3;aɪ;;beim;b aI m;;;;;;;
97334;2645;3;m;;beim;b aI m;;;;;;;
99980;3968;4;f;;Frühstück;f r y: S t Y k;;;;;;;
103949;3968;4;r;;Frühstück;f r y: S t Y k;;;;;;;
107918;5291;4;yː;;Frühstück;f r y: S t Y k;;;;;;;
113210;5291;4;ʃ;;Frühstück;f r y: S t Y k;;;;;;;
118502;3086;4;t;;Frühstück;f r y: S t Y k;;;;;;;
121589;5291;4;ʏ;;Frühstück;f r y: S t Y k;;;;;;;
126881;7937;4;k;;Frühstück;f r y: S t Y k;;;;;;;
134819;1922;-1;(...);;;;;;;;;;
