BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;Im;? I m;;;;;;;
1637;3086;0;ɪ;;Im;? I m;;;;;;;
4724;7055;0;m;;Im;? I m;;;;;;;
11780;2204;1;m;;Meer;m e: 6;;;;;;;
13985;7055;1;eː;;Meer;m e: 6;;;;;;;
21041;7496;1;ɐ;;Meer;m e: 6;;;;;;;
28538;3968;2;t;;tummeln;t U m @ l n;;;;;;;
32507;5291;2;ʊ;;tummeln;t U m @ l n;;;;;;;
37799;4850;2;m;;tummeln;t U m @ l n;;;;;;;
42650;1322;2;ə;;tummeln;t U m @ l n;;;;;;;
43973;3086;2;l;;tummeln;t U m @ l n;;;;;;;
47060;1763;2;n;;tummeln;t U m @ l n;;;;;;;
48824;6173;3;z;;sich;z I C;;;;;;;
54998;3968;3;ɪ;;sich;z I C;;;;;;;
58967;3086;3;ç;;sich;z I C;;;;;;;
62054;6173;4;f;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
68228;4409;4;a;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
72638;7937;4;s;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
80576;1763;4;ts;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
82340;3527;4;i;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
85868;2645;4;n;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
88514;5732;4;iː;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
94247;2645;4;r;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
96893;1322;4;ə;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
98216;4409;4;n;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
102626;1763;4;d;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
104390;4409;4;ə;;faszinierende;f a s ts i n i: r @ n d @;;;;;;;
108800;4850;5;l;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
113651;6173;5;eː;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
119825;2204;5;b;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
122030;1763;5;ə;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
123794;4409;5;n;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
128204;6614;5;s;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
134819;3086;5;f;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
137906;5291;5;ɔ;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
143198;3527;5;ɐ;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
146726;4409;5;m;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
151136;2645;5;a;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
153782;1763;5;eː;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
155546;4409;5;n;;Lebensformen;l e: b @ n s f O 6 m a e: n;;;;;;;
159956;3715;-1;(...);;;;;;;;;;
