BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;In;? I n;;;;;;;
1637;3968;0;ɪ;;In;? I n;;;;;;;
5606;1763;0;n;;In;? I n;;;;;;;
7370;1322;1;ʔ;;ihrem;? i: r @ m;;;;;;;
8693;6614;1;iː;;ihrem;? i: r @ m;;;;;;;
15308;4409;1;r;;ihrem;? i: r @ m;;;;;;;
19718;3527;1;ə;;ihrem;? i: r @ m;;;;;;;
23246;2204;1;m;;ihrem;? i: r @ m;;;;;;;
25451;3086;2;b;;Blick;b l I k;;;;;;;
28538;3086;2;l;;Blick;b l I k;;;;;;;
31625;4409;2;ɪ;;Blick;b l I k;;;;;;;
36035;6173;2;k;;Blick;b l I k;;;;;;;
42209;2204;-1;(...);;;;;;;;;;
44414;4850;3;l;;lag;l a: k;;;;;;;
49265;6173;3;aː;;lag;l a: k;;;;;;;
55439;2645;3;k;;lag;l a: k;;;;;;;
58085;1322;4;ʔ;;eine;? aI n @;;;;;;;
59408;4409;4;aɪ;;eine;? aI n @;;;;;;;
63818;2204;4;n;;eine;? aI n @;;;;;;;
66023;4850;4;ə;;eine;? aI n @;;;;;;;
70874;2204;-1;(...);;;;;;;;;;
73079;5732;5;t;;tiefe;t i: f @;;;;;;;
78812;5732;5;iː;;tiefe;t i: f @;;;;;;;
84545;5732;5;f;;tiefe;t i: f @;;;;;;;
90278;2645;5;ə;;tiefe;t i: f @;;;;;;;
92924;6173;6;z;;Sehnsucht;z e: n z U x t;;;;;;;
99098;6173;6;eː;;Sehnsucht;z e: n z U x t;;;;;;;
105272;3086;6;n;;Sehnsucht;z e: n z U x t;;;;;;;
108359;3968;6;z;;Sehnsucht;z e: n z U x t;;;;;;;
112328;6173;6;ʊ;;Sehnsucht;z e: n z U x t;;;;;;;
118502;5732;6;x;;Sehnsucht;z e: n z U x t;;;;;;;
124235;8378;6;t;;Sehnsucht;z e: n z U x t;;;;;;;
132614;5485;-1;(...);;;;;;;;;;
