BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;3527;0;v;;Wir;v i: 6;;;;;;;
4283;4850;0;iː;;Wir;v i: 6;;;;;;;
9134;5732;0;ɐ;;Wir;v i: 6;;;;;;;
14867;1763;1;v;;wollen;v O l @ n;;;;;;;
16631;4850;1;ɔ;;wollen;v O l @ n;;;;;;;
21482;6173;1;l;;wollen;v O l @ n;;;;;;;
27656;2204;1;ə;;wollen;v O l @ n;;;;;;;
29861;1763;1;n;;wollen;v O l @ n;;;;;;;
31625;5291;2;h;;heute;h OY t @;;;;;;;
36917;6614;2;ɔʏ;;heute;h OY t @;;;;;;;
43532;5732;2;t;;heute;h OY t @;;;;;;;
49265;2645;2;ə;;heute;h OY t @;;;;;;;
51911;5291;3;ʃ;;spazieren;S p a ts i: r @ n;;;;;;;
57203;2645;3;p;;spazieren;S p a ts i: r @ n;;;;;;;
59849;2645;3;a;;spazieren;S p a ts i: r @ n;;;;;;;
62495;9260;3;ts;;spazieren;S p a ts i: r @ n;;;;;;;
71756;6173;3;iː;;spazieren;S p a ts i: r @ n;;;;;;;
77930;1322;3;r;;spazieren;S p a ts i: r @ n;;;;;;;
79253;1322;3;ə;;spazieren;S p a ts i: r @ n;;;;;;;
80576;4409;3;n;;spazieren;S p a ts i: r @ n;;;;;;;
84986;3968;4;ɡ;;gehen;g e: @ n;;;;;;;
88955;7496;4;eː;;gehen;g e: @ n;;;;;;;
96452;1322;4;ə;;gehen;g e: @ n;;;;;;;
97775;7055;4;n;;gehen;g e: @ n;;;;;;;
104831;1965;-1;(...);;;;;;;;;;
