BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2518;0;d;;Der;d e: 6;;;;;;;
2519;3086;0;eː;;Der;d e: 6;;;;;;;
5606;3086;0;ɐ;;Der;d e: 6;;;;;;;
8693;3968;-1;(...);;;;;;;;;;
12662;2645;1;b;;Bus;b U s;;;;;;;
15308;5291;1;ʊ;;Bus;b U s;;;;;;;
20600;13229;1;s;;Bus;b U s;;;;;;;
33830;5732;-1;(...);;;;;;;;;;
39563;8378;2;h;;hupt;h u: p t;;;;;;;
47942;8378;2;uː;;hupt;h u: p t;;;;;;;
56321;3968;2;p;;hupt;h u: p t;;;;;;;
60290;4850;2;t;;hupt;h u: p t;;;;;;;
65141;6614;3;f;;vor;f o: 6;;;;;;;
71756;1763;3;oː;;vor;f o: 6;;;;;;;
73520;4850;3;ɐ;;vor;f o: 6;;;;;;;
78371;1322;4;d;;der;d e: 6;;;;;;;
79694;1763;4;eː;;der;d e: 6;;;;;;;
81458;3527;4;ɐ;;der;d e: 6;;;;;;;
84986;3968;5;b;;belebten;b @ l e: p t @ n;;;;;;;
88955;1763;5;ə;;belebten;b @ l e: p t @ n;;;;;;;
90719;4409;5;l;;belebten;b @ l e: p t @ n;;;;;;;
95129;6614;5;eː;;belebten;b @ l e: p t @ n;;;;;;;
101744;3968;5;p;;belebten;b @ l e: p t @ n;;;;;;;
105713;5291;5;t;;belebten;b @ l e: p t @ n;;;;;;;
111005;2204;5;ə;;belebten;b @ l e: p t @ n;;;;;;;
113210;2204;5;n;;belebten;b @ l e: p t @ n;;;;;;;
115415;5732;6;h;;Haltestelle;h a l t @ S t E l @;;;;;;;
121148;1322;6;a;;Haltestelle;h a l t @ S t E l @;;;;;;;
122471;4850;6;l;;Haltestelle;h a l t @ S t E l @;;;;;;;
127322;3086;6;t;;Haltestelle;h a l t @ S t E l @;;;;;;;
130409;3086;6;ə;;Haltestelle;h a l t @ S t E l @;;;;;;;
133496;5291;6;ʃ;;Haltestelle;h a l t @ S t E l @;;;;;;;
138788;2645;6;t;;Haltestelle;h a l t @ S t E l @;;;;;;;
141434;3968;6;ɛ;;Haltestelle;h a l t @ S t E l @;;;;;;;
145403;4409;6;l;;Haltestelle;h a l t @ S t E l @;;;;;;;
149813;7496;6;ə;;Haltestelle;h a l t @ S t E l @;;;;;;;
157310;3403;-1;(...);;;;;;;;;;
