BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;5732;0;iː;;Die;d i:;;;;;;;
7370;5291;1;z;;Sonne;z O n @;;;;;;;
12662;6173;1;ɔ;;Sonne;z O n @;;;;;;;
18836;3086;1;n;;Sonne;z O n @;;;;;;;
21923;8378;1;ə;;Sonne;z O n @;;;;;;;
30302;7055;2;ʃ;;scheint;S aI n t;;;;;;;
37358;8378;2;aɪ;;scheint;S aI n t;;;;;;;
45737;4409;2;n;;scheint;S aI n t;;;;;;;
50147;2204;2;t;;scheint;S aI n t;;;;;;;
52352;1763;3;ʔ;;am;? a m;;;;;;;
54116;3527;3;a;;am;? a m;;;;;;;
57644;4850;3;m;;am;? a m;;;;;;;
62495;2645;4;b;;blauen;b l aU @ n;;;;;;;
65141;2204;4;l;;blauen;b l aU @ n;;;;;;;
67346;8378;4;aʊ;;blauen;b l aU @ n;;;;;;;
75725;1322;4;ə;;blauen;b l aU @ n;;;;;;;
77048;2204;4;n;;blauen;b l aU @ n;;;;;;;
79253;4850;5;h;;Himmel;h I m @ l;;;;;;;
84104;2204;5;ɪ;;Himmel;h I m @ l;;;;;;;
86309;4850;5;m;;Himmel;h I m @ l;;;;;;;
91160;8378;5;ə;;Himmel;h I m @ l;;;;;;;
99539;1322;5;l;;Himmel;h I m @ l;;;;;;;
100862;2712;-1;(...);;;;;;;;;;
