BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2518;0;d;;Die;d i:;;;;;;;
2519;4850;0;iː;;Die;d i:;;;;;;;
7370;2645;1;t;;Treppe;t r E p @;;;;;;;
10016;4850;1;r;;Treppe;t r E p @;;;;;;;
14867;4409;1;ɛ;;Treppe;t r E p @;;;;;;;
19277;4850;1;p;;Treppe;t r E p @;;;;;;;
24128;6614;1;ə;;Treppe;t r E p @;;;;;;;
30743;8378;2;f;;führt;f y: 6 t;;;;;;;
39122;4850;2;yː;;führt;f y: 6 t;;;;;;;
43973;3968;2;ɐ;;führt;f y: 6 t;;;;;;;
47942;2645;2;t;;führt;f y: 6 t;;;;;;;
50588;1322;3;ʔ;;ins;? I n s;;;;;;;
51911;2645;3;ɪ;;ins;? I n s;;;;;;;
54557;3086;3;n;;ins;? I n s;;;;;;;
57644;4850;3;s;;ins;? I n s;;;;;;;
62495;4850;4;k;;kuschelige;k U S e: l I g @;;;;;;;
67346;3086;4;ʊ;;kuschelige;k U S e: l I g @;;;;;;;
70433;5732;4;ʃ;;kuschelige;k U S e: l I g @;;;;;;;
76166;2645;4;eː;;kuschelige;k U S e: l I g @;;;;;;;
78812;1322;4;l;;kuschelige;k U S e: l I g @;;;;;;;
80135;2645;4;ɪ;;kuschelige;k U S e: l I g @;;;;;;;
82781;3086;4;ɡ;;kuschelige;k U S e: l I g @;;;;;;;
85868;3968;4;ə;;kuschelige;k U S e: l I g @;;;;;;;
89837;4850;5;ʃ;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
94688;3527;5;l;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
98216;6614;5;aː;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
104831;5291;5;f;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
110123;6614;5;ts;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
116738;1763;5;ɪ;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
118502;4850;5;m;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
123353;7055;5;ɐ;;Schlafzimmer;S l a: f ts I m 6;;;;;;;
130409;2143;-1;(...);;;;;;;;;;
