BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;Im;? I m;;;;;;;
1637;2645;0;ɪ;;Im;? I m;;;;;;;
4283;6614;0;m;;Im;? I m;;;;;;;
10898;7496;1;dʒ;;Dschungel;dZ U N @ l;;;;;;;
18395;4409;1;ʊ;;Dschungel;dZ U N @ l;;;;;;;
22805;3527;1;ŋ;;Dschungel;dZ U N @ l;;;;;;;
26333;8819;1;ə;;Dschungel;dZ U N @ l;;;;;;;
35153;1322;1;l;;Dschungel;dZ U N @ l;;;;;;;
36476;11024;2;h;;herrscht;h E 6 S t;;;;;;;
47501;1322;2;ɛ;;herrscht;h E 6 S t;;;;;;;
48824;4850;2;ɐ;;herrscht;h E 6 S t;;;;;;;
53675;7055;2;ʃ;;herrscht;h E 6 S t;;;;;;;
60731;5291;2;t;;herrscht;h E 6 S t;;;;;;;
66023;3968;-1;(...);;;;;;;;;;
69992;3968;3;s;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
73961;3968;3;k;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
77930;1322;3;r;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
79253;5291;3;uː;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
84545;3968;3;p;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
88514;1763;3;ə;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
90278;1322;3;l;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
91601;1322;3;l;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
92924;8378;3;oː;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
101303;6173;3;z;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
107477;2204;3;ə;;skrupellose;s k r u: p @ l l o: z @;;;;;;;
109682;7055;4;l;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
116738;6614;4;eː;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
123353;2204;4;b;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
125558;2645;4;ə;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
128204;2204;4;n;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
130409;5732;4;s;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
136142;3527;4;f;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
139670;3968;4;ɔ;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
143639;6173;4;ɐ;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
149813;7496;4;m;;Lebensform;l e: b @ n s f O 6 m;;;;;;;
157310;3484;-1;(...);;;;;;;;;;
