BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;6614;0;l;;Leise;l aI z @;;;;;;;
7811;8819;0;aɪ;;Leise;l aI z @;;;;;;;
16631;4850;0;z;;Leise;l aI z @;;;;;;;
21482;3968;0;ə;;Leise;l aI z @;;;;;;;
25451;4850;1;r;;rollen;r O l @ n;;;;;;;
30302;3527;1;ɔ;;rollen;r O l @ n;;;;;;;
33830;8819;1;l;;rollen;r O l @ n;;;;;;;
42650;1322;1;ə;;rollen;r O l @ n;;;;;;;
43973;1322;1;n;;rollen;r O l @ n;;;;;;;
45296;1763;2;v;;wir;v i: 6;;;;;;;
47060;5732;2;iː;;wir;v i: 6;;;;;;;
52793;2204;2;ɐ;;wir;v i: 6;;;;;;;
54998;1322;3;ʔ;;aus;? aU s;;;;;;;
56321;5732;3;aʊ;;aus;? aU s;;;;;;;
62054;4409;3;s;;aus;? aU s;;;;;;;
66464;2204;4;d;;dem;d e: m;;;;;;;
68669;2645;4;eː;;dem;d e: m;;;;;;;
71315;3968;4;m;;dem;d e: m;;;;;;;
75284;1763;5;b;;Bahnhof;b a: n h o: f;;;;;;;
77048;7937;5;aː;;Bahnhof;b a: n h o: f;;;;;;;
84986;3086;5;n;;Bahnhof;b a: n h o: f;;;;;;;
88073;4409;5;h;;Bahnhof;b a: n h o: f;;;;;;;
92483;6614;5;oː;;Bahnhof;b a: n h o: f;;;;;;;
99098;9260;5;f;;Bahnhof;b a: n h o: f;;;;;;;
108359;3271;-1;(...);;;;;;;;;;
