BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;4409;0;iː;;Die;d i:;;;;;;;
6047;4409;1;b;;Blumen;b l u: m @ n;;;;;;;
10457;1322;1;l;;Blumen;b l u: m @ n;;;;;;;
11780;3527;1;uː;;Blumen;b l u: m @ n;;;;;;;
15308;1322;1;m;;Blumen;b l u: m @ n;;;;;;;
16631;2645;1;ə;;Blumen;b l u: m @ n;;;;;;;
19277;13670;1;n;;Blumen;b l u: m @ n;;;;;;;
32948;3086;2;b;;blühen;b l y: @ n;;;;;;;
36035;3968;2;l;;blühen;b l y: @ n;;;;;;;
40004;8378;2;yː;;blühen;b l y: @ n;;;;;;;
48383;1322;2;ə;;blühen;b l y: @ n;;;;;;;
49706;7055;2;n;;blühen;b l y: @ n;;;;;;;
56762;2204;3;ʔ;;im;? I m;;;;;;;
58967;1763;3;ɪ;;im;? I m;;;;;;;
60731;7055;3;m;;im;? I m;;;;;;;
67787;2204;4;v;;Winter;v I n t 6;;;;;;;
69992;3527;4;ɪ;;Winter;v I n t 6;;;;;;;
73520;4409;4;n;;Winter;v I n t 6;;;;;;;
77930;4409;4;t;;Winter;v I n t 6;;;;;;;
82340;5291;4;ɐ;;Winter;v I n t 6;;;;;;;
87632;6614;5;b;;blau;b l aU;;;;;;;
94247;2645;5;l;;blau;b l aU;;;;;;;
96893;14552;5;aʊ;;blau;b l aU;;;;;;;
111446;4557;-1;(...);;;;;;;;;;
