BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;754;-1;(...);;;;;;;;;;
755;4850;0;z;;Sie;z i:;;;;;;;
5606;8819;0;iː;;Sie;z i:;;;;;;;
14426;1322;1;ʔ;;isst;? I s t;;;;;;;
15749;4409;1;ɪ;;isst;? I s t;;;;;;;
20159;7496;1;s;;isst;? I s t;;;;;;;
27656;3527;1;t;;isst;? I s t;;;;;;;
31184;6614;2;k;;kein;k aI n;;;;;;;
37799;5291;2;aɪ;;kein;k aI n;;;;;;;
43091;3086;2;n;;kein;k aI n;;;;;;;
46178;4409;3;z;;salziges;z a l ts I g @ s;;;;;;;
50588;3086;3;a;;salziges;z a l ts I g @ s;;;;;;;
53675;4409;3;l;;salziges;z a l ts I g @ s;;;;;;;
58085;5732;3;ts;;salziges;z a l ts I g @ s;;;;;;;
63818;2204;3;ɪ;;salziges;z a l ts I g @ s;;;;;;;
66023;1763;3;ɡ;;salziges;z a l ts I g @ s;;;;;;;
67787;3086;3;ə;;salziges;z a l ts I g @ s;;;;;;;
70874;3968;3;s;;salziges;z a l ts I g @ s;;;;;;;
74843;4850;4;ɡ;;Gericht;g @ r I C t;;;;;;;
79694;1763;4;ə;;Gericht;g @ r I C t;;;;;;;
81458;3086;4;r;;Gericht;g @ r I C t;;;;;;;
84545;3968;4;ɪ;;Gericht;g @ r I C t;;;;;;;
88514;5732;4;ç;;Gericht;g @ r I C t;;;;;;;
94247;8378;4;t;;Gericht;g @ r I C t;;;;;;;
102626;2456;-1;(...);;;;;;;;;;
