BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2518;0;d;;Der;d e: 6;;;;;;;
2519;3086;0;eː;;Der;d e: 6;;;;;;;
5606;3527;0;ɐ;;Der;d e: 6;;;;;;;
9134;2204;1;r;;Regen;r e: g @ n;;;;;;;
11339;10583;1;eː;;Regen;r e: g @ n;;;;;;;
21923;3086;1;ɡ;;Regen;r e: g @ n;;;;;;;
25010;9260;1;ə;;Regen;r e: g @ n;;;;;;;
34271;1322;1;n;;Regen;r e: g @ n;;;;;;;
35594;5732;2;k;;klopft;k l O p f t;;;;;;;
41327;3527;2;l;;klopft;k l O p f t;;;;;;;
44855;3527;2;ɔ;;klopft;k l O p f t;;;;;;;
48383;1763;2;p;;klopft;k l O p f t;;;;;;;
50147;6614;2;f;;klopft;k l O p f t;;;;;;;
56762;4409;2;t;;klopft;k l O p f t;;;;;;;
61172;2645;3;ʔ;;ans;? a n s;;;;;;;
63818;4409;3;a;;ans;? a n s;;;;;;;
68228;3527;3;n;;ans;? a n s;;;;;;;
71756;4409;3;s;;ans;? a n s;;;;;;;
76166;3086;4;f;;Fenster;f E n s t 6;;;;;;;
79253;3968;4;ɛ;;Fenster;f E n s t 6;;;;;;;
83222;3527;4;n;;Fenster;f E n s t 6;;;;;;;
86750;7496;4;s;;Fenster;f E n s t 6;;;;;;;
94247;3086;4;t;;Fenster;f E n s t 6;;;;;;;
97334;9831;4;ɐ;;Fenster;f E n s t 6;;;;;;;
