BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;Eine;? aI n @;;;;;;;
1637;3527;0;aɪ;;Eine;? aI n @;;;;;;;
5165;2204;0;n;;Eine;? aI n @;;;;;;;
7370;1763;0;ə;;Eine;? aI n @;;;;;;;
9134;3968;1;ɡ;;Gruppe;g r U p @;;;;;;;
13103;5291;1;r;;Gruppe;g r U p @;;;;;;;
18395;2645;1;ʊ;;Gruppe;g r U p @;;;;;;;
21041;3968;1;p;;Gruppe;g r U p @;;;;;;;
25010;4850;1;ə;;Gruppe;g r U p @;;;;;;;
29861;5291;2;f;;Freunde;f r OY n d @;;;;;;;
35153;4409;2;r;;Freunde;f r OY n d @;;;;;;;
39563;7496;2;ɔʏ;;Freunde;f r OY n d @;;;;;;;
47060;6614;2;n;;Freunde;f r OY n d @;;;;;;;
53675;1763;2;d;;Freunde;f r OY n d @;;;;;;;
55439;6173;2;ə;;Freunde;f r OY n d @;;;;;;;
61613;6614;3;l;;lacht;l a x t;;;;;;;
68228;2204;3;a;;lacht;l a x t;;;;;;;
70433;6173;3;x;;lacht;l a x t;;;;;;;
76607;1322;3;t;;lacht;l a x t;;;;;;;
77930;1763;4;ʔ;;in;? I n;;;;;;;
79694;3527;4;ɪ;;in;? I n;;;;;;;
83222;3968;4;n;;in;? I n;;;;;;;
87191;1322;5;d;;der;d e: 6;;;;;;;
88514;1763;5;eː;;der;d e: 6;;;;;;;
90278;3086;5;ɐ;;der;d e: 6;;;;;;;
93365;5291;6;b;;Bar;b a r;;;;;;;
98657;11906;6;a;;Bar;b a r;;;;;;;
110564;1322;6;r;;Bar;b a r;;;;;;;
111887;1861;-1;(...);;;;;;;;;;
