BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;6173;0;iː;;Die;d i:;;;;;;;
7811;4409;1;r;;Radfahrer;r a: t f a: r 6;;;;;;;
12221;7937;1;aː;;Radfahrer;r a: t f a: r 6;;;;;;;
20159;4850;1;t;;Radfahrer;r a: t f a: r 6;;;;;;;
25010;4409;1;f;;Radfahrer;r a: t f a: r 6;;;;;;;
29420;8378;1;aː;;Radfahrer;r a: t f a: r 6;;;;;;;
37799;3527;1;r;;Radfahrer;r a: t f a: r 6;;;;;;;
41327;9260;1;ɐ;;Radfahrer;r a: t f a: r 6;;;;;;;
50588;2204;2;ʔ;;erkunden;? E 6 k U n d @ n;;;;;;;
52793;3086;2;ɛ;;erkunden;? E 6 k U n d @ n;;;;;;;
55880;1763;2;ɐ;;erkunden;? E 6 k U n d @ n;;;;;;;
57644;7055;2;k;;erkunden;? E 6 k U n d @ n;;;;;;;
64700;3968;2;ʊ;;erkunden;? E 6 k U n d @ n;;;;;;;
68669;4850;2;n;;erkunden;? E 6 k U n d @ n;;;;;;;
73520;3968;2;d;;erkunden;? E 6 k U n d @ n;;;;;;;
77489;7937;2;ə;;erkunden;? E 6 k U n d @ n;;;;;;;
85427;1322;2;n;;erkunden;? E 6 k U n d @ n;;;;;;;
86750;1322;3;d;;den;d e: n;;;;;;;
88073;4409;3;eː;;den;d e: n;;;;;;;
92483;4409;3;n;;den;d e: n;;;;;;;
96893;1763;4;v;;Wald;v a l t;;;;;;;
98657;6173;4;a;;Wald;v a l t;;;;;;;
104831;6173;4;l;;Wald;v a l t;;;;;;;
111005;8378;4;t;;Wald;v a l t;;;;;;;
119384;2696;-1;(...);;;;;;;;;;
