BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;3086;0;ts;;Zum;ts U m;;;;;;;
4283;2645;0;ʊ;;Zum;ts U m;;;;;;;
6929;3968;0;m;;Zum;ts U m;;;;;;;
10898;3968;1;ʔ;;Ausweis;? aU s v aI s;;;;;;;
14867;8378;1;aʊ;;Ausweis;? aU s v aI s;;;;;;;
23246;4409;1;s;;Ausweis;? aU s v aI s;;;;;;;
27656;2204;1;v;;Ausweis;? aU s v aI s;;;;;;;
29861;7055;1;aɪ;;Ausweis;? aU s v aI s;;;;;;;
36917;5291;1;s;;Ausweis;? aU s v aI s;;;;;;;
42209;5291;2;ɡ;;gehört;g @ h 2: 6 t;;;;;;;
47501;1322;2;ə;;gehört;g @ h 2: 6 t;;;;;;;
48824;3527;2;h;;gehört;g @ h 2: 6 t;;;;;;;
52352;2204;2;øː;;gehört;g @ h 2: 6 t;;;;;;;
54557;3527;2;ɐ;;gehört;g @ h 2: 6 t;;;;;;;
58085;2645;2;t;;gehört;g @ h 2: 6 t;;;;;;;
60731;2645;3;ʔ;;ein;? aI n;;;;;;;
63377;3527;3;aɪ;;ein;? aI n;;;;;;;
66905;2645;3;n;;ein;? aI n;;;;;;;
69551;4850;4;l;;Lichtbild;l I C t b I l t;;;;;;;
74402;2204;4;ɪ;;Lichtbild;l I C t b I l t;;;;;;;
76607;4850;4;ç;;Lichtbild;l I C t b I l t;;;;;;;
81458;3968;4;t;;Lichtbild;l I C t b I l t;;;;;;;
85427;4409;4;b;;Lichtbild;l I C t b I l t;;;;;;;
89837;1322;4;ɪ;;Lichtbild;l I C t b I l t;;;;;;;
91160;7055;4;l;;Lichtbild;l I C t b I l t;;;;;;;
98216;5732;4;t;;Lichtbild;l I C t b I l t;;;;;;;
103949;2629;-1;(...);;;;;;;;;;
