BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;-1;(...);;;;;;;;;;
1637;4850;0;z;;Sein;z aI n;;;;;;;
6488;7055;0;aɪ;;Sein;z aI n;;;;;;;
13544;6173;0;n;;Sein;z aI n;;;;;;;
19718;3527;1;b;;Blick;b l I k;;;;;;;
23246;2204;1;l;;Blick;b l I k;;;;;;;
25451;4409;1;ɪ;;Blick;b l I k;;;;;;;
29861;7055;1;k;;Blick;b l I k;;;;;;;
36917;7496;2;f;;fiel;f i: l;;;;;;;
44414;6614;2;iː;;fiel;f i: l;;;;;;;
51029;1322;2;l;;fiel;f i: l;;;;;;;
52352;3086;3;ʔ;;auf;? aU f;;;;;;;
55439;6614;3;aʊ;;auf;? aU f;;;;;;;
62054;2645;3;f;;auf;? aU f;;;;;;;
64700;2645;4;d;;den;d e: n;;;;;;;
67346;2204;4;eː;;den;d e: n;;;;;;;
69551;4409;4;n;;den;d e: n;;;;;;;
73961;3968;5;b;;Boden;b o: d @ n;;;;;;;
77930;9701;5;oː;;Boden;b o: d @ n;;;;;;;
87632;2204;5;d;;Boden;b o: d @ n;;;;;;;
89837;7055;5;ə;;Boden;b o: d @ n;;;;;;;
96893;1322;5;n;;Boden;b o: d @ n;;;;;;;
98216;3425;-1;(...);;;;;;;;;;
