BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;2204;0;d;;Die;d i:;;;;;;;
3401;3968;0;iː;;Die;d i:;;;;;;;
7370;3527;1;v;;Wolken;v O l k @ n;;;;;;;
10898;3968;1;ɔ;;Wolken;v O l k @ n;;;;;;;
14867;7496;1;l;;Wolken;v O l k @ n;;;;;;;
22364;3968;1;k;;Wolken;v O l k @ n;;;;;;;
26333;4409;1;ə;;Wolken;v O l k @ n;;;;;;;
30743;1322;1;n;;Wolken;v O l k @ n;;;;;;;
32066;7496;2;m;;malen;m a: l @ n;;;;;;;
39563;8378;2;aː;;malen;m a: l @ n;;;;;;;
47942;5732;2;l;;malen;m a: l @ n;;;;;;;
53675;2204;2;ə;;malen;m a: l @ n;;;;;;;
55880;1763;2;n;;malen;m a: l @ n;;;;;;;
57644;2204;3;ɡ;;Geschichten;g @ S I C t @ n;;;;;;;
59849;1322;3;ə;;Geschichten;g @ S I C t @ n;;;;;;;
61172;7055;3;ʃ;;Geschichten;g @ S I C t @ n;;;;;;;
68228;3086;3;ɪ;;Geschichten;g @ S I C t @ n;;;;;;;
71315;7055;3;ç;;Geschichten;g @ S I C t @ n;;;;;;;
78371;4409;3;t;;Geschichten;g @ S I C t @ n;;;;;;;
82781;4850;3;ə;;Geschichten;g @ S I C t @ n;;;;;;;
87632;1763;3;n;;Geschichten;g @ S I C t @ n;;;;;;;
89396;2204;4;ʔ;;am;? a m;;;;;;;
91601;3086;4;a;;am;? a m;;;;;;;
94688;3086;4;m;;am;? a m;;;;;;;
97775;5291;5;h;;Himmel;h I m @ l;;;;;;;
103067;1763;5;ɪ;;Himmel;h I m @ l;;;;;;;
104831;4409;5;m;;Himmel;h I m @ l;;;;;;;
109241;8378;5;ə;;Himmel;h I m @ l;;;;;;;
117620;1322;5;l;;Himmel;h I m @ l;;;;;;;
118943;1756;-1;(...);;;;;;;;;;
