BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;b;;Bei;b aI;;;;;;;
1637;11465;0;aɪ;;Bei;b aI;;;;;;;
13103;6614;1;k;;Konkurs;k O N k U 6 s;;;;;;;
19718;3086;1;ɔ;;Konkurs;k O N k U 6 s;;;;;;;
22805;3968;1;ŋ;;Konkurs;k O N k U 6 s;;;;;;;
26774;6173;1;k;;Konkurs;k O N k U 6 s;;;;;;;
32948;1763;1;ʊ;;Konkurs;k O N k U 6 s;;;;;;;
34712;7055;1;ɐ;;Konkurs;k O N k U 6 s;;;;;;;
41768;5291;1;s;;Konkurs;k O N k U 6 s;;;;;;;
47060;5291;2;k;;kennt;k E n t;;;;;;;
52352;2645;2;ɛ;;kennt;k E n t;;;;;;;
54998;2645;2;n;;kennt;k E n t;;;;;;;
57644;1322;2;t;;kennt;k E n t;;;;;;;
58967;1322;3;d;;der;d e: 6;;;;;;;
60290;3968;3;eː;;der;d e: 6;;;;;;;
64259;1763;3;ɐ;;der;d e: 6;;;;;;;
66023;2204;4;r;;Richter;r I C t 6;;;;;;;
68228;4409;4;ɪ;;Richter;r I C t 6;;;;;;;
72638;5291;4;ç;;Richter;r I C t 6;;;;;;;
77930;3086;4;t;;Richter;r I C t 6;;;;;;;
81017;4850;4;ɐ;;Richter;r I C t 6;;;;;;;
85868;8819;5;k;;keine;k aI n @;;;;;;;
94688;4409;5;aɪ;;keine;k aI n @;;;;;;;
99098;3527;5;n;;keine;k aI n @;;;;;;;
102626;1322;5;ə;;keine;k aI n @;;;;;;;
103949;5291;6;ɡ;;Gnade;g n a: d @;;;;;;;
109241;4409;6;n;;Gnade;g n a: d @;;;;;;;
113651;8819;6;aː;;Gnade;g n a: d @;;;;;;;
122471;3086;6;d;;Gnade;g n a: d @;;;;;;;
125558;9089;6;ə;;Gnade;g n a: d @;;;;;;;
