BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;0;d;;Der;d e: 6;;;;;;;
2078;3086;0;eː;;Der;d e: 6;;;;;;;
5165;1322;0;ɐ;;Der;d e: 6;;;;;;;
6488;3527;1;ʔ;;alte;? a l t @;;;;;;;
10016;4409;1;a;;alte;? a l t @;;;;;;;
14426;4850;1;l;;alte;? a l t @;;;;;;;
19277;5291;1;t;;alte;? a l t @;;;;;;;
24569;4850;1;ə;;alte;? a l t @;;;;;;;
29420;3086;2;b;;Baum;b aU m;;;;;;;
32507;11465;2;aʊ;;Baum;b aU m;;;;;;;
43973;9260;2;m;;Baum;b aU m;;;;;;;
53234;4850;3;k;;knarrt;k n a r t;;;;;;;
58085;3968;3;n;;knarrt;k n a r t;;;;;;;
62054;7496;3;a;;knarrt;k n a r t;;;;;;;
69551;1322;3;r;;knarrt;k n a r t;;;;;;;
70874;5732;3;t;;knarrt;k n a r t;;;;;;;
76607;4409;4;b;;bei;b aI;;;;;;;
81017;3968;4;aɪ;;bei;b aI;;;;;;;
84986;3968;5;j;;jedem;j e: d @ m;;;;;;;
88955;4850;5;eː;;jedem;j e: d @ m;;;;;;;
93806;1763;5;d;;jedem;j e: d @ m;;;;;;;
95570;1322;5;ə;;jedem;j e: d @ m;;;;;;;
96893;5732;5;m;;jedem;j e: d @ m;;;;;;;
102626;2204;6;v;;Windstoß;v I n t S t o: s;;;;;;;
104831;2204;6;ɪ;;Windstoß;v I n t S t o: s;;;;;;;
107036;3968;6;n;;Windstoß;v I n t S t o: s;;;;;;;
111005;1763;6;t;;Windstoß;v I n t S t o: s;;;;;;;
112769;5291;6;ʃ;;Windstoß;v I n t S t o: s;;;;;;;
118061;2645;6;t;;Windstoß;v I n t S t o: s;;;;;;;
120707;7496;6;oː;;Windstoß;v I n t S t o: s;;;;;;;
128204;10583;6;s;;Windstoß;v I n t S t o: s;;;;;;;
138788;1245;-1;(...);;;;;;;;;;
