BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1195;-1;(...);;;;;;;;;;
1196;7055;0;ʃ;;Sportliche;S p O 6 t l I C @;;;;;;;
8252;2645;0;p;;Sportliche;S p O 6 t l I C @;;;;;;;
10898;5291;0;ɔ;;Sportliche;S p O 6 t l I C @;;;;;;;
16190;2645;0;ɐ;;Sportliche;S p O 6 t l I C @;;;;;;;
18836;2645;0;t;;Sportliche;S p O 6 t l I C @;;;;;;;
21482;3527;0;l;;Sportliche;S p O 6 t l I C @;;;;;;;
25010;2645;0;ɪ;;Sportliche;S p O 6 t l I C @;;;;;;;
27656;4409;0;ç;;Sportliche;S p O 6 t l I C @;;;;;;;
32066;5291;0;ə;;Sportliche;S p O 6 t l I C @;;;;;;;
37358;5291;1;j;;Jugendliche;j u: g @ n t l I C @;;;;;;;
42650;4409;1;uː;;Jugendliche;j u: g @ n t l I C @;;;;;;;
47060;2204;1;ɡ;;Jugendliche;j u: g @ n t l I C @;;;;;;;
49265;3968;1;ə;;Jugendliche;j u: g @ n t l I C @;;;;;;;
53234;2645;1;n;;Jugendliche;j u: g @ n t l I C @;;;;;;;
55880;1763;1;t;;Jugendliche;j u: g @ n t l I C @;;;;;;;
57644;3527;1;l;;Jugendliche;j u: g @ n t l I C @;;;;;;;
61172;2645;1;ɪ;;Jugendliche;j u: g @ n t l I C @;;;;;;;
63818;7055;1;ç;;Jugendliche;j u: g @ n t l I C @;;;;;;;
70874;8378;1;ə;;Jugendliche;j u: g @ n t l I C @;;;;;;;
79253;2204;2;t;;treffen;t r E f @ n;;;;;;;
81458;5291;2;r;;treffen;t r E f @ n;;;;;;;
86750;3968;2;ɛ;;treffen;t r E f @ n;;;;;;;
90719;3527;2;f;;treffen;t r E f @ n;;;;;;;
94247;1322;2;ə;;treffen;t r E f @ n;;;;;;;
95570;3527;2;n;;treffen;t r E f @ n;;;;;;;
99098;3968;3;z;;sich;z I C;;;;;;;
103067;2645;3;ɪ;;sich;z I C;;;;;;;
105713;4850;3;ç;;sich;z I C;;;;;;;
110564;1763;4;ʔ;;am;? a m;;;;;;;
112328;3968;4;a;;am;? a m;;;;;;;
116297;3527;4;m;;am;? a m;;;;;;;
119825;7055;5;f;;Fluss;f l U s;;;;;;;
126881;1322;5;l;;Fluss;f l U s;;;;;;;
128204;4409;5;ʊ;;Fluss;f l U s;;;;;;;
132614;10142;5;s;;Fluss;f l U s;;;;;;;
142757;1465;-1;(...);;;;;;;;;;
