BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3400;0;j;;Jeden;j e: d @ n;;;;;;;
3401;5732;0;eː;;Jeden;j e: d @ n;;;;;;;
9134;1322;0;d;;Jeden;j e: d @ n;;;;;;;
10457;2204;0;ə;;Jeden;j e: d @ n;;;;;;;
12662;2204;0;n;;Jeden;j e: d @ n;;;;;;;
14867;4409;1;f;;Freitag;f r aI t a: k;;;;;;;
19277;3968;1;r;;Freitag;f r aI t a: k;;;;;;;
23246;7496;1;aɪ;;Freitag;f r aI t a: k;;;;;;;
30743;6173;1;t;;Freitag;f r aI t a: k;;;;;;;
36917;7937;1;aː;;Freitag;f r aI t a: k;;;;;;;
44855;1322;1;k;;Freitag;f r aI t a: k;;;;;;;
46178;3527;-1;(...);;;;;;;;;;
49706;2204;2;ɡ;;gibt's;g i: p t s;;;;;;;
51911;2204;2;iː;;gibt's;g i: p t s;;;;;;;
54116;4850;2;p;;gibt's;g i: p t s;;;;;;;
58967;1322;2;t;;gibt's;g i: p t s;;;;;;;
60290;4850;2;s;;gibt's;g i: p t s;;;;;;;
65141;2204;3;f;;frischen;f r I S @ n;;;;;;;
67346;3086;3;r;;frischen;f r I S @ n;;;;;;;
70433;2204;3;ɪ;;frischen;f r I S @ n;;;;;;;
72638;6614;3;ʃ;;frischen;f r I S @ n;;;;;;;
79253;1763;3;ə;;frischen;f r I S @ n;;;;;;;
81017;2204;3;n;;frischen;f r I S @ n;;;;;;;
83222;6173;4;f;;Fisch;f I S;;;;;;;
89396;3968;4;ɪ;;Fisch;f I S;;;;;;;
93365;11465;4;ʃ;;Fisch;f I S;;;;;;;
104831;2092;-1;(...);;;;;;;;;;
