BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;5732;0;iː;;Die;d i:;;;;;;;
7370;4850;1;z;;Sonne;z O n @;;;;;;;
12221;6173;1;ɔ;;Sonne;z O n @;;;;;;;
18395;3527;1;n;;Sonne;z O n @;;;;;;;
21923;7055;1;ə;;Sonne;z O n @;;;;;;;
28979;6173;2;ʃ;;strahlt;S t r a: l t;;;;;;;
35153;1763;2;t;;strahlt;S t r a: l t;;;;;;;
36917;4850;2;r;;strahlt;S t r a: l t;;;;;;;
41768;7496;2;aː;;strahlt;S t r a: l t;;;;;;;
49265;3527;2;l;;strahlt;S t r a: l t;;;;;;;
52793;2645;2;t;;strahlt;S t r a: l t;;;;;;;
55439;2204;3;ʔ;;am;? a m;;;;;;;
57644;3968;3;a;;am;? a m;;;;;;;
61613;4409;3;m;;am;? a m;;;;;;;
66023;1763;4;v;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
67787;3527;4;ɔ;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
71315;4850;4;l;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
76166;3527;4;k;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
79694;1763;4;ə;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
81458;1322;4;n;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
82781;3968;4;l;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
86750;8819;4;oː;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
95570;5291;4;z;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
100862;3527;4;ə;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
104390;1322;4;n;;wolkenlosen;v O l k @ n l o: z @ n;;;;;;;
105713;5291;5;h;;Himmel;h I m @ l;;;;;;;
111005;2645;5;ɪ;;Himmel;h I m @ l;;;;;;;
113651;4850;5;m;;Himmel;h I m @ l;;;;;;;
118502;7937;5;ə;;Himmel;h I m @ l;;;;;;;
126440;1763;5;l;;Himmel;h I m @ l;;;;;;;
128204;2023;-1;(...);;;;;;;;;;
