BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;0;ʔ;;Ein;? aI n;;;;;;;
2078;4850;0;aɪ;;Ein;? aI n;;;;;;;
6929;5732;0;n;;Ein;? aI n;;;;;;;
12662;8378;1;ʃ;;Schiff;S I f;;;;;;;
21041;4409;1;ɪ;;Schiff;S I f;;;;;;;
25451;11024;1;f;;Schiff;S I f;;;;;;;
36476;3086;-1;(...);;;;;;;;;;
39563;1763;2;ɡ;;gleitet;g l aI t @ t;;;;;;;
41327;6173;2;l;;gleitet;g l aI t @ t;;;;;;;
47501;7937;2;aɪ;;gleitet;g l aI t @ t;;;;;;;
55439;6173;2;t;;gleitet;g l aI t @ t;;;;;;;
61613;4409;2;ə;;gleitet;g l aI t @ t;;;;;;;
66023;3527;2;t;;gleitet;g l aI t @ t;;;;;;;
69551;2204;3;ʔ;;über;? y: b 6;;;;;;;
71756;4850;3;yː;;über;? y: b 6;;;;;;;
76607;1322;3;b;;über;? y: b 6;;;;;;;
77930;4409;3;ɐ;;über;? y: b 6;;;;;;;
82340;2645;4;d;;das;d a s;;;;;;;
84986;4409;4;a;;das;d a s;;;;;;;
89396;5732;4;s;;das;d a s;;;;;;;
95129;2645;5;v;;Wasser;v a s 6;;;;;;;
97775;5291;5;a;;Wasser;v a s 6;;;;;;;
103067;6614;5;s;;Wasser;v a s 6;;;;;;;
109682;8819;5;ɐ;;Wasser;v a s 6;;;;;;;
118502;2197;-1;(...);;;;;;;;;;
