BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;-1;(...);;;;;;;;;;
1637;10142;0;v;;Wild;v I l t;;;;;;;
11780;5291;0;ɪ;;Wild;v I l t;;;;;;;
17072;6614;0;l;;Wild;v I l t;;;;;;;
23687;8378;0;t;;Wild;v I l t;;;;;;;
32066;5291;-1;(...);;;;;;;;;;
37358;1763;1;p;;pfeift;p f aI f t;;;;;;;
39122;5291;1;f;;pfeift;p f aI f t;;;;;;;
44414;7937;1;aɪ;;pfeift;p f aI f t;;;;;;;
52352;3968;1;f;;pfeift;p f aI f t;;;;;;;
56321;1322;1;t;;pfeift;p f aI f t;;;;;;;
57644;3527;2;d;;der;d e: 6;;;;;;;
61172;1763;2;eː;;der;d e: 6;;;;;;;
62936;6173;2;ɐ;;der;d e: 6;;;;;;;
69110;1763;3;v;;Wind;v I n t;;;;;;;
70874;4850;3;ɪ;;Wind;v I n t;;;;;;;
75725;6173;3;n;;Wind;v I n t;;;;;;;
81899;8819;3;t;;Wind;v I n t;;;;;;;
90719;7055;-1;(...);;;;;;;;;;
97775;6173;4;d;;durch;d U 6 C;;;;;;;
103949;1322;4;ʊ;;durch;d U 6 C;;;;;;;
105272;1763;4;ɐ;;durch;d U 6 C;;;;;;;
107036;4850;4;ç;;durch;d U 6 C;;;;;;;
111887;2645;5;d;;die;d i:;;;;;;;
114533;4850;5;iː;;die;d i:;;;;;;;
119384;3086;6;v;;Wände;v E n d @;;;;;;;
122471;5291;6;ɛ;;Wände;v E n d @;;;;;;;
127763;5732;6;n;;Wände;v E n d @;;;;;;;
133496;3086;6;d;;Wände;v E n d @;;;;;;;
136583;7937;6;ə;;Wände;v E n d @;;;;;;;
144521;3660;-1;(...);;;;;;;;;;
