BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Diese;d i: z @;;;;;;;
1637;7055;0;iː;;Diese;d i: z @;;;;;;;
8693;4850;0;z;;Diese;d i: z @;;;;;;;
13544;3527;0;ə;;Diese;d i: z @;;;;;;;
17072;8378;1;ts;;zarten;ts a r t @ n;;;;;;;
25451;8378;1;a;;zarten;ts a r t @ n;;;;;;;
33830;2645;1;r;;zarten;ts a r t @ n;;;;;;;
36476;2204;1;t;;zarten;ts a r t @ n;;;;;;;
38681;6173;1;ə;;zarten;ts a r t @ n;;;;;;;
44855;1763;1;n;;zarten;ts a r t @ n;;;;;;;
46619;2645;2;b;;Blumen;b l u: m @ n;;;;;;;
49265;3086;2;l;;Blumen;b l u: m @ n;;;;;;;
52352;7496;2;uː;;Blumen;b l u: m @ n;;;;;;;
59849;5291;2;m;;Blumen;b l u: m @ n;;;;;;;
65141;2204;2;ə;;Blumen;b l u: m @ n;;;;;;;
67346;8378;2;n;;Blumen;b l u: m @ n;;;;;;;
75725;1763;3;v;;welken;v E l k @ n;;;;;;;
77489;2204;3;ɛ;;welken;v E l k @ n;;;;;;;
79694;6614;3;l;;welken;v E l k @ n;;;;;;;
86309;5291;3;k;;welken;v E l k @ n;;;;;;;
91601;4409;3;ə;;welken;v E l k @ n;;;;;;;
96011;1322;3;n;;welken;v E l k @ n;;;;;;;
97334;3968;4;r;;rasch;r a S;;;;;;;
101303;6173;4;a;;rasch;r a S;;;;;;;
107477;10142;4;ʃ;;rasch;r a S;;;;;;;
117620;4644;-1;(...);;;;;;;;;;
