BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;ʔ;;Unsere;? U n z @ r @;;;;;;;
1637;2645;0;ʊ;;Unsere;? U n z @ r @;;;;;;;
4283;1763;0;n;;Unsere;? U n z @ r @;;;;;;;
6047;5732;0;z;;Unsere;? U n z @ r @;;;;;;;
11780;1763;0;ə;;Unsere;? U n z @ r @;;;;;;;
13544;2645;0;r;;Unsere;? U n z @ r @;;;;;;;
16190;3527;0;ə;;Unsere;? U n z @ r @;;;;;;;
19718;6173;1;z;;Söhne;z 2: n @;;;;;;;
25892;7496;1;øː;;Söhne;z 2: n @;;;;;;;
33389;3968;1;n;;Söhne;z 2: n @;;;;;;;
37358;7055;1;ə;;Söhne;z 2: n @;;;;;;;
44414;5732;2;l;;lieben;l i: b @ n;;;;;;;
50147;6614;2;iː;;lieben;l i: b @ n;;;;;;;
56762;1322;2;b;;lieben;l i: b @ n;;;;;;;
58085;3527;2;ə;;lieben;l i: b @ n;;;;;;;
61613;2204;2;n;;lieben;l i: b @ n;;;;;;;
63818;4409;3;f;;flotte;f l O t @;;;;;;;
68228;3086;3;l;;flotte;f l O t @;;;;;;;
71315;2645;3;ɔ;;flotte;f l O t @;;;;;;;
73961;5732;3;t;;flotte;f l O t @;;;;;;;
79694;3086;3;ə;;flotte;f l O t @;;;;;;;
82781;6173;4;t;;Tänze;t E n ts @;;;;;;;
88955;4409;4;ɛ;;Tänze;t E n ts @;;;;;;;
93365;3968;4;n;;Tänze;t E n ts @;;;;;;;
97334;6614;4;ts;;Tänze;t E n ts @;;;;;;;
103949;7055;4;ə;;Tänze;t E n ts @;;;;;;;
111005;2167;-1;(...);;;;;;;;;;
