BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Das;d a s;;;;;;;
1637;4850;0;a;;Das;d a s;;;;;;;
6488;5732;0;s;;Das;d a s;;;;;;;
12221;3086;1;v;;Wasser;v a s 6;;;;;;;
15308;5291;1;a;;Wasser;v a s 6;;;;;;;
20600;6614;1;s;;Wasser;v a s 6;;;;;;;
27215;9701;1;ɐ;;Wasser;v a s 6;;;;;;;
36917;7496;2;k;;kocht;k O x t;;;;;;;
44414;3086;2;ɔ;;kocht;k O x t;;;;;;;
47501;6173;2;x;;kocht;k O x t;;;;;;;
53675;2204;2;t;;kocht;k O x t;;;;;;;
55880;2204;3;ʔ;;auf;? aU f;;;;;;;
58085;5732;3;aʊ;;auf;? aU f;;;;;;;
63818;1322;3;f;;auf;? aU f;;;;;;;
65141;3968;4;d;;dem;d e: m;;;;;;;
69110;2204;4;eː;;dem;d e: m;;;;;;;
71315;3527;4;m;;dem;d e: m;;;;;;;
74843;4409;5;h;;Herd;h e: 6 t;;;;;;;
79253;4850;5;eː;;Herd;h e: 6 t;;;;;;;
84104;5291;5;ɐ;;Herd;h e: 6 t;;;;;;;
89396;6614;5;t;;Herd;h e: 6 t;;;;;;;
96011;2730;-1;(...);;;;;;;;;;
