BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;4409;0;iː;;Die;d i:;;;;;;;
6047;6173;1;ʃ;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
12221;1322;1;t;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
13544;4409;1;r;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
17954;7055;1;aː;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
25010;6173;1;s;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
31184;1322;1;ə;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
32507;1322;1;n;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
33830;4850;1;l;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
38681;3527;1;aː;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
42209;7937;1;t;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
50147;8819;1;ɐ;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
58967;1322;1;n;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
60290;9260;1;ə;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
69551;3968;1;n;;Straßenlaternen;S t r a: s @ n l a: t 6 n @ n;;;;;;;
73520;5291;2;l;;leuchten;l OY C t @ n;;;;;;;
78812;6173;2;ɔʏ;;leuchten;l OY C t @ n;;;;;;;
84986;6614;2;ç;;leuchten;l OY C t @ n;;;;;;;
91601;3968;2;t;;leuchten;l OY C t @ n;;;;;;;
95570;3086;2;ə;;leuchten;l OY C t @ n;;;;;;;
98657;1322;2;n;;leuchten;l OY C t @ n;;;;;;;
99980;1322;3;ʔ;;im;? I m;;;;;;;
101303;1763;3;ɪ;;im;? I m;;;;;;;
103067;5291;3;m;;im;? I m;;;;;;;
108359;1322;4;ʔ;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
109682;7496;4;aː;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
117179;2204;4;b;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
119384;4409;4;ə;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
123794;2204;4;n;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
125999;1763;4;t;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
127763;4850;4;n;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
132614;6614;4;eː;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
139229;2645;4;b;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
141875;4850;4;ə;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
146726;3968;4;l;;Abendnebel;? a: b @ n t n e: b @ l;;;;;;;
150695;3631;-1;(...);;;;;;;;;;
